tweet_text,sentiment,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
Revulsion at what has been happening there is not a prerogative of the politically correct .,disgust,"['revulsion', 'at', 'what', 'has', 'have', 'been', 'be', 'happening', 'happen', 'there', 'is', 'be', 'not', 'a', 'prerogative', 'of', 'the', 'politically', 'correct']",1.0,0.773,1.0,0.7659999999999999,1.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,0.0,0.0,anger,1.0,0.773
"If so , he would undo her revulsion with tonight 's business .",disgust,"['if', 'so', 'he', 'would', 'undo', 'her', 'she', 'revulsion', 'with', 'tonight', ""'s"", 'business']",1.0,0.773,1.0,0.7659999999999999,1.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.773
"Such side-effects seem to be becoming increasingly common these days , and many patients are becoming disgruntled with these drugs and are seeking safer alternatives .",disgust,"['such', 'side', 'effects', 'effect', 'seem', 'to', 'be', 'becoming', 'become', 'increasingly', 'common', 'these', 'days', 'day', 'and', 'many', 'patients', 'patient', 'are', 'be', 'becoming', 'become', 'disgruntled', 'with', 'these', 'drugs', 'drug', 'and', 'are', 'be', 'seeking', 'seek', 'safer', 'alternatives', 'alternative']",1.0,0.693,1.0,0.406,0.0,0.0,1.0,0.18600000000000003,1.0,0.7120000000000001,0.0,0.0,2.0,0.9139999999999999,0.0,0.0,anticipation,2.0,0.9139999999999999
We were feeling rather disgruntled at how many good films we 'd obviously missed when a man came on to the stage to read the nominations for one of the categories .,disgust,"['we', 'were', 'be', 'feeling', 'feel', 'rather', 'disgruntled', 'at', 'how', 'many', 'good', 'films', 'film', 'we', ""'d"", 'would', 'obviously', 'missed', 'miss', 'when', 'a', 'man', 'came', 'come', 'on', 'to', 'the', 'stage', 'to', 'read', 'the', 'nominations', 'nomination', 'for', 'one', 'of', 'the', 'categories', 'category']",2.0,0.84,2.0,0.547,1.0,0.32799999999999996,2.0,0.906,3.0,1.263,2.0,0.578,2.0,0.938,2.0,1.135,sadness,3.0,1.263
"He looked disgruntled to see Harbury , despite Eliot 's explanation that he wanted Harbury to give what further help Shildon needed .",disgust,"['he', 'looked', 'look', 'disgruntled', 'to', 'see', 'harbury', 'despite', 'eliot', ""'s"", 'explanation', 'that', 'he', 'wanted', 'want', 'harbury', 'to', 'give', 'what', 'further', 'help', 'shildon', 'needed', 'need']",1.0,0.693,1.0,0.406,1.0,0.203,0.0,0.0,1.0,0.7120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.7120000000000001
"He could pretend she was a good housewife , cook and mother to other men who were disgruntled at their wives , brilliant careers .",disgust,"['he', 'could', 'pretend', 'she', 'was', 'be', 'a', 'good', 'housewife', 'cook', 'and', 'mother', 'to', 'other', 'men', 'man', 'who', 'were', 'be', 'disgruntled', 'at', 'their', 'they', 'wives', 'wife', 'brilliant', 'careers', 'career']",1.0,0.693,1.0,0.406,0.0,0.0,3.0,1.818,2.0,0.7280000000000001,1.0,0.21899999999999997,4.0,1.7029999999999998,4.0,2.437,trust,4.0,2.437
"It linked the poor performance with the exodus to the West of more than 330,000 East Germans disgruntled with Communism .",disgust,"['it', 'linked', 'link', 'the', 'poor', 'performance', 'with', 'the', 'exodus', 'to', 'the', 'west', 'of', 'more', 'than', '330,000', 'east', 'germans', 'disgruntled', 'with', 'communism']",2.0,1.224,1.0,0.406,1.0,0.547,0.0,0.0,2.0,0.9620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,1.224
Woody Allen wrote and directed this comedy in which he stars as New Yorker Isaac Davis who is in love with his city but disgruntled with his job as a TV comedy writer .,disgust,"['woody', 'allen', 'wrote', 'write', 'and', 'directed', 'direct', 'this', 'comedy', 'in', 'which', 'he', 'stars', 'star', 'as', 'new', 'yorker', 'isaac', 'davis', 'who', 'is', 'be', 'in', 'love', 'with', 'his', 'he', 'city', 'but', 'disgruntled', 'with', 'his', 'he', 'job', 'as', 'a', 'tv', 'comedy', 'writer']",1.0,0.693,1.0,0.406,0.0,0.0,2.0,1.234,1.0,0.7120000000000001,0.0,0.0,1.0,0.469,2.0,1.149,joy,2.0,1.234
"But they were caught out when accounts assistant Anne Riley , disgruntled at being sacked , told chairman Douglas Bishop of their alleged antics .",disgust,"['but', 'they', 'were', 'be', 'caught', 'catch', 'out', 'when', 'accounts', 'account', 'assistant', 'anne', 'riley', 'disgruntled', 'at', 'being', 'be', 'sacked', 'sack', 'told', 'tell', 'chairman', 'douglas', 'bishop', 'of', 'their', 'they', 'alleged', 'allege', 'antics', 'antic']",1.0,0.693,1.0,0.406,0.0,0.0,0.0,0.0,1.0,0.7120000000000001,1.0,0.32,0.0,0.0,3.0,1.4060000000000001,trust,3.0,1.4060000000000001
"Charles opened his eyes warily , disgruntled at being dragged out of his dream .",disgust,"['charles', 'opened', 'open', 'his', 'he', 'eyes', 'eye', 'warily', 'disgruntled', 'at', 'being', 'be', 'dragged', 'drag', 'out', 'of', 'his', 'he', 'dream']",1.0,0.693,1.0,0.406,0.0,0.0,1.0,0.484,1.0,0.7120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.7120000000000001
"Nor , in the western part of the country , does disgruntlement with Mr Kohl mean gruntlement for Social Democrats .",disgust,"['nor', 'in', 'the', 'western', 'part', 'of', 'the', 'country', 'does', 'do', 'disgruntlement', 'with', 'mr', 'kohl', 'mean', 'gruntlement', 'for', 'social', 'democrats']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
"Be prepared to train twice as hard on your weaker side and each time you feel fed-up through lack of progress , switch to your stronger side to give yourself a boost .",disgust,"['be', 'prepared', 'prepare', 'to', 'train', 'twice', 'as', 'hard', 'on', 'your', 'you', 'weaker', 'side', 'and', 'each', 'time', 'you', 'feel', 'fed', 'feed', 'up', 'through', 'lack', 'of', 'progress', 'switch', 'to', 'your', 'you', 'stronger', 'side', 'to', 'give', 'yourself', 'a', 'boost']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.397,0.0,0.0,0.0,0.0,4.0,2.29,1.0,0.703,anticipation,4.0,2.29
We are getting a bit fed-up of people saying how badly opponents play against us .,disgust,"['we', 'are', 'be', 'getting', 'get', 'a', 'bit', 'fed', 'feed', 'up', 'of', 'people', 'saying', 'say', 'how', 'badly', 'opponents', 'opponent', 'play', 'against', 'us', 'we']",1.0,0.32799999999999996,1.0,0.242,1.0,0.312,0.0,0.0,1.0,0.455,0.0,0.0,1.0,0.406,0.0,0.0,sadness,1.0,0.455
FACTORY workers fed-up with secretary Carolyn Bullock 's dodgy parking hoisted her car on to the firm 's roof with a crane .,disgust,"['factory', 'workers', 'worker', 'fed', 'feed', 'up', 'with', 'secretary', 'carolyn', 'bullock', ""'s"", 'dodgy', 'parking', 'hoisted', 'hoist', 'her', 'she', 'car', 'on', 'to', 'the', 'firm', ""'s"", 'roof', 'with', 'a', 'crane']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
"In an increasingly health-conscious world , executives from Brazil to Britain have become increasingly fed-up with luncheon excesses .",disgust,"['in', 'an', 'a', 'increasingly', 'health', 'conscious', 'world', 'executives', 'executive', 'from', 'brazil', 'to', 'britain', 'have', 'become', 'increasingly', 'fed', 'feed', 'up', 'with', 'luncheon', 'excesses', 'excess']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,2.0,0.665
"I know they are working on a building site but we are just fed-up with this disruption . """,disgust,"['i', 'know', 'they', 'are', 'be', 'working', 'work', 'on', 'a', 'building', 'site', 'but', 'we', 'are', 'be', 'just', 'fed', 'feed', 'up', 'with', 'this', 'disruption']",1.0,0.469,0.0,0.0,1.0,0.45299999999999996,0.0,0.0,0.0,0.0,1.0,0.648,0.0,0.0,0.0,0.0,surprise,1.0,0.648
The cave-man got fed-up with walking,disgust,"['the', 'cave', 'man', 'got', 'get', 'fed', 'feed', 'up', 'with', 'walking']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
"They have also aroused Protestant anger against Dr Runcie , at the same time as he has become involved in a row over his attack on the ` Pharisees "" of British society .",anger,"['they', 'have', 'also', 'aroused', 'arous', 'protestant', 'anger', 'against', 'dr', 'runcie', 'at', 'the', 'same', 'time', 'as', 'he', 'has', 'have', 'become', 'involved', 'in', 'a', 'row', 'over', 'his', 'he', 'attack', 'on', 'the', 'pharisees', 'of', 'british', 'society']",3.0,2.001,0.0,0.0,2.0,1.1560000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,anger,3.0,2.001
To his own surprise all his anger against Edouard had evaporated .,anger,"['to', 'his', 'he', 'own', 'surprise', 'all', 'his', 'he', 'anger', 'against', 'edouard', 'had', 'have', 'evaporated', 'evaporate']",1.0,0.8109999999999999,0.0,0.0,1.0,0.172,1.0,0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8109999999999999
"Fear fingered Ruth again , and she suppressed a futile burst of anger against Adam .",anger,"['fear', 'fingered', 'finger', 'ruth', 'again', 'and', 'she', 'suppressed', 'suppress', 'a', 'futile', 'burst', 'of', 'anger', 'against', 'adam']",3.0,1.7639999999999998,0.0,0.0,2.0,1.3279999999999998,0.0,0.0,2.0,0.7349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,anger,3.0,1.7639999999999998
"This is often the feeling the bereaved find most difficult to acknowledge , their anger against the dead person for abandoning them to face the world alone .",anger,"['this', 'is', 'be', 'often', 'the', 'feeling', 'the', 'bereaved', 'find', 'most', 'difficult', 'to', 'acknowledge', 'their', 'they', 'anger', 'against', 'the', 'dead', 'person', 'for', 'abandoning', 'abandon', 'them', 'they', 'to', 'face', 'the', 'world', 'alone']",2.0,0.958,1.0,0.141,3.0,1.218,1.0,0.359,4.0,2.395,1.0,0.359,1.0,0.555,1.0,0.518,sadness,4.0,2.395
In me battled a flood of relief at being reprieved and anger at such vile deception .,anger,"['in', 'me', 'i', 'battled', 'battle', 'a', 'flood', 'of', 'relief', 'at', 'being', 'be', 'reprieved', 'reprieve', 'and', 'anger', 'at', 'such', 'vile', 'deception']",3.0,2.22,0.0,0.0,2.0,1.162,1.0,0.43799999999999994,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,anger,3.0,2.22
Despite a flaring anger at this impertinence her eyes were drawn to the strong column of his throat as he swallowed .,anger,"['despite', 'a', 'flaring', 'anger', 'at', 'this', 'impertinence', 'her', 'she', 'eyes', 'eye', 'were', 'be', 'drawn', 'draw', 'to', 'the', 'strong', 'column', 'of', 'his', 'he', 'throat', 'as', 'he', 'swallowed', 'swallow']",1.0,0.8109999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.562,anger,1.0,0.8109999999999999
"JOHN SMITH , understandably , is boiling with anger at the Tory refusal to recall Parliament .",anger,"['john', 'smith', 'understandably', 'is', 'be', 'boiling', 'boil', 'with', 'anger', 'at', 'the', 'tory', 'refusal', 'to', 'recall', 'parliament']",1.0,0.8109999999999999,2.0,0.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.789,anger,1.0,0.8109999999999999
"In the Commons , Labour MPs unleashed their anger at the Liberal Democrats for promising to back the Government .",anger,"['in', 'the', 'commons', 'labour', 'mps', 'unleashed', 'unleash', 'their', 'they', 'anger', 'at', 'the', 'liberal', 'democrats', 'for', 'promising', 'promise', 'to', 'back', 'the', 'government']",2.0,1.326,0.0,0.0,1.0,0.359,1.0,0.415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.773,anger,2.0,1.326
"As lieutenant-governor , he is remembered for fleeing down the statehouse fire escape to avoid senators ' anger over his choice of committee assignments .",anger,"['as', 'lieutenant', 'governor', 'he', 'is', 'be', 'remembered', 'remember', 'for', 'fleeing', 'flee', 'down', 'the', 'statehouse', 'fire', 'escape', 'to', 'avoid', 'senators', 'senator', ""'"", ""'s"", 'anger', 'over', 'his', 'he', 'choice', 'of', 'committee', 'assignments', 'assignment']",1.0,0.8109999999999999,1.0,0.188,4.0,1.9330000000000003,0.0,0.0,1.0,0.281,0.0,0.0,1.0,0.625,3.0,1.4769999999999999,fear,4.0,1.9330000000000003
"` I 'm not ashamed of it , "" she retorted , taut with anger over his reference to her mother .",anger,"['i', ""'m"", 'be', 'not', 'ashamed', 'of', 'it', 'she', 'retorted', 'retort', 'taut', 'with', 'anger', 'over', 'his', 'he', 'reference', 'to', 'her', 'she', 'mother']",1.0,0.8109999999999999,1.0,0.43799999999999994,0.0,0.0,1.0,0.41200000000000003,2.0,0.7350000000000001,0.0,0.0,1.0,0.406,1.0,0.703,anger,1.0,0.8109999999999999
Liz 's anger towards Raquel dates back to a charity dinner this year .,anger,"['liz', ""'s"", 'anger', 'towards', 'raquel', 'dates', 'date', 'back', 'to', 'a', 'charity', 'dinner', 'this', 'year']",1.0,0.8109999999999999,0.0,0.0,0.0,0.0,2.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8109999999999999
"Tonight , one of Hadley 's victims described her anger towards him , and her relief he 'd been found guilty .",anger,"['tonight', 'one', 'of', 'hadley', ""'s"", 'victims', 'victim', 'described', 'describe', 'her', 'she', 'anger', 'towards', 'him', 'he', 'and', 'her', 'she', 'relief', 'he', ""'d"", 'would', 'been', 'be', 'found', 'find', 'guilty']",3.0,1.7299999999999998,0.0,0.0,1.0,0.672,2.0,0.696,2.0,1.3119999999999998,0.0,0.0,0.0,0.0,1.0,0.484,anger,3.0,1.7299999999999998
Yet she still finds herself full of frustration and anger towards him .,anger,"['yet', 'she', 'still', 'finds', 'find', 'herself', 'full', 'of', 'frustration', 'and', 'anger', 'towards', 'him', 'he']",2.0,1.387,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,1.387
Duncan could imagine their anger at being forced into another emergency manoeuvre .,anger,"['duncan', 'could', 'imagine', 'their', 'they', 'anger', 'at', 'being', 'be', 'forced', 'force', 'into', 'another', 'emergency', 'manoeuvre']",2.0,1.2289999999999999,0.0,0.0,3.0,1.554,0.0,0.0,1.0,0.6409999999999999,1.0,0.828,0.0,0.0,0.0,0.0,fear,3.0,1.554
"But his initial anger at finding the latest two victims of the insane killer 's bloodlust , blazed into an all-consuming hatred of the man who had done it .",anger,"['but', 'his', 'he', 'initial', 'anger', 'at', 'finding', 'find', 'the', 'latest', 'two', 'victims', 'victim', 'of', 'the', 'insane', 'killer', ""'s"", 'bloodlust', 'blazed', 'blaze', 'into', 'an', 'a', 'all', 'consuming', 'consume', 'hatred', 'of', 'the', 'man', 'who', 'had', 'have', 'done', 'do', 'it']",5.0,3.2909999999999995,1.0,0.68,3.0,2.0309999999999997,0.0,0.0,2.0,1.3439999999999999,0.0,0.0,0.0,0.0,0.0,0.0,anger,5.0,3.2909999999999995
"After this she ceased to blame herself for the breakdown of their marriage , but instead expressed considerable anger towards her husband .",anger,"['after', 'this', 'she', 'ceased', 'cease', 'to', 'blame', 'herself', 'for', 'the', 'breakdown', 'of', 'their', 'they', 'marriage', 'but', 'instead', 'expressed', 'express', 'considerable', 'anger', 'towards', 'her', 'she', 'husband']",2.0,1.295,1.0,0.375,1.0,0.469,2.0,0.952,0.0,0.0,0.0,0.0,1.0,0.6559999999999999,1.0,0.695,anger,2.0,1.295
"Under de Gaulle , therefore , the Information Minister was a Broadcasting Minister -- to whom the head of state sometimes expressed , day by day , his anger with the content of news and current affairs programmes .",anger,"['under', 'de', 'gaulle', 'therefore', 'the', 'information', 'minister', 'was', 'be', 'a', 'broadcasting', 'minister', 'to', 'whom', 'the', 'head', 'of', 'state', 'sometimes', 'expressed', 'express', 'day', 'by', 'day', 'his', 'he', 'anger', 'with', 'the', 'content', 'of', 'news', 'and', 'current', 'affairs', 'affair', 'programmes', 'programme']",1.0,0.8109999999999999,0.0,0.0,0.0,0.0,1.0,0.688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.562,anger,1.0,0.8109999999999999
I felt a stifled anger against her .,anger,"['i', 'felt', 'feel', 'a', 'stifled', 'stifle', 'anger', 'against', 'her', 'she']",2.0,1.2799999999999998,0.0,0.0,1.0,0.391,0.0,0.0,1.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,1.2799999999999998
"For a moment she felt anger at his unfeeling attitude , but common sense prevailed .",anger,"['for', 'a', 'moment', 'she', 'felt', 'feel', 'anger', 'at', 'his', 'he', 'unfeeling', 'attitude', 'but', 'common', 'sense', 'prevailed', 'prevail']",1.0,0.8109999999999999,0.0,0.0,0.0,0.0,1.0,0.562,0.0,0.0,0.0,0.0,1.0,0.523,0.0,0.0,anger,1.0,0.8109999999999999
I was very very angry to read Batty 's comments about Leeds .,anger,"['i', 'was', 'be', 'very', 'very', 'angry', 'to', 'read', 'batty', ""'s"", 'comments', 'comment', 'about', 'leeds']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8240000000000001
"However , in this case , the crowd was angry that extra time was not going to be played and vented their fury on the pitch and the police rather than on one another .",anger,"['however', 'in', 'this', 'case', 'the', 'crowd', 'was', 'be', 'angry', 'that', 'extra', 'time', 'was', 'be', 'not', 'going', 'go', 'to', 'be', 'played', 'play', 'and', 'vented', 'vent', 'their', 'they', 'fury', 'on', 'the', 'pitch', 'and', 'the', 'police', 'rather', 'than', 'on', 'one', 'another']",3.0,2.202,1.0,0.469,3.0,1.094,0.0,0.0,2.0,0.634,0.0,0.0,1.0,0.516,1.0,0.484,anger,3.0,2.202
He was angry that Bernard had gone too .,anger,"['he', 'was', 'be', 'angry', 'that', 'bernard', 'had', 'have', 'gone', 'go', 'too']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,1.0,0.45299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8240000000000001
"For the Opposition , Sam Galbraith said he was particularly angry that the Government was reneging on the ballot subsidy .",anger,"['for', 'the', 'opposition', 'sam', 'galbraith', 'said', 'say', 'he', 'was', 'be', 'particularly', 'angry', 'that', 'the', 'government', 'was', 'be', 'reneging', 'renege', 'on', 'the', 'ballot', 'subsidy']",3.0,1.4340000000000002,2.0,0.696,1.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.539,1.0,0.531,anger,3.0,1.4340000000000002
"` You 're angry I 'm here , are n't you ? """,anger,"['you', ""'re"", 'be', 'angry', 'i', ""'m"", 'be', 'here', 'are', 'be', ""n't"", 'not', 'you']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8240000000000001
"` I 'm so angry our little boy is dead because someone wanted to drive fast . """,anger,"['i', ""'m"", 'be', 'so', 'angry', 'our', 'we', 'little', 'boy', 'is', 'be', 'dead', 'because', 'someone', 'wanted', 'want', 'to', 'drive', 'fast']",1.0,0.8240000000000001,2.0,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8240000000000001
"His mother had begun to feel very angry about his refusal to eat as he had started to lose weight , which worried her .",anger,"['his', 'he', 'mother', 'had', 'have', 'begun', 'begin', 'to', 'feel', 'very', 'angry', 'about', 'his', 'he', 'refusal', 'to', 'eat', 'as', 'he', 'had', 'have', 'started', 'start', 'to', 'lose', 'weight', 'which', 'worried', 'her', 'she']",2.0,1.085,3.0,0.938,3.0,0.9660000000000001,2.0,0.521,4.0,1.287,3.0,0.8439999999999999,4.0,1.9300000000000002,2.0,0.992,anticipation,4.0,1.9300000000000002
"Hoskyns , who only had another year to live , was angry at his university .",anger,"['hoskyns', 'who', 'only', 'had', 'have', 'another', 'year', 'to', 'live', 'was', 'be', 'angry', 'at', 'his', 'he', 'university']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,1.0,0.406,0.0,0.0,0.0,0.0,1.0,0.406,0.0,0.0,anger,1.0,0.8240000000000001
He got quite angry at the impossibility of Clarissa having given any such instructions .,anger,"['he', 'got', 'get', 'quite', 'angry', 'at', 'the', 'impossibility', 'of', 'clarissa', 'having', 'have', 'given', 'give', 'any', 'such', 'instructions', 'instruction']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36700000000000005,2.0,1.0390000000000001,trust,2.0,1.0390000000000001
A European consumers ' pressure group is angry at the chaotic state of control on such potentially-lethal products .,anger,"['a', 'european', 'consumers', 'consumer', ""'"", ""'s"", 'pressure', 'group', 'is', 'be', 'angry', 'at', 'the', 'chaotic', 'state', 'of', 'control', 'on', 'such', 'potentially', 'lethal', 'products', 'product']",2.0,1.4000000000000001,2.0,1.005,2.0,1.181,0.0,0.0,1.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,1.4000000000000001
"My father used to get so angry at her stubbornness -- not at all like me , used to doing what I was told . """,anger,"['my', 'father', 'used', 'use', 'to', 'get', 'so', 'angry', 'at', 'her', 'she', 'stubbornness', 'not', 'at', 'all', 'like', 'me', 'i', 'used', 'use', 'to', 'doing', 'do', 'what', 'i', 'was', 'be', 'told', 'tell']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0699999999999998,trust,2.0,1.0699999999999998
I recall thinking that I had to be home soon or Mother would be angry at me for missing supper .,anger,"['i', 'recall', 'thinking', 'think', 'that', 'i', 'had', 'have', 'to', 'be', 'home', 'soon', 'or', 'mother', 'would', 'be', 'angry', 'at', 'me', 'i', 'for', 'missing', 'miss', 'supper']",1.0,0.8240000000000001,1.0,0.469,1.0,0.474,2.0,0.971,3.0,1.114,0.0,0.0,1.0,0.406,1.0,0.703,sadness,3.0,1.114
"How on earth , when her heart was thumping and her body drowning in a wave of heat , could she stay angry at him ?",anger,"['how', 'on', 'earth', 'when', 'her', 'she', 'heart', 'was', 'be', 'thumping', 'thump', 'and', 'her', 'she', 'body', 'drowning', 'drow', 'in', 'a', 'wave', 'of', 'heat', 'could', 'she', 'stay', 'angry', 'at', 'him', 'he']",2.0,1.2930000000000001,1.0,0.469,1.0,0.42200000000000004,1.0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,1.2930000000000001
Connahs Quay were angry over Halkyn 's decision to call off their match at Pant Newydd an hour before the scheduled start .,anger,"['connahs', 'quay', 'were', 'be', 'angry', 'over', 'halkyn', ""'s"", 'decision', 'to', 'call', 'off', 'their', 'they', 'match', 'at', 'pant', 'newydd', 'an', 'a', 'hour', 'before', 'the', 'scheduled', 'schedule', 'start']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.344,1.0,0.75,0.0,0.0,anger,1.0,0.8240000000000001
"Rachel could see the reasoning behind that , but nevertheless felt angry towards Damian Flint -- not because he had so obviously done the right thing , but because he was so clearly in complete control of a situation that had always been beyond Rachel .",anger,"['rachel', 'could', 'see', 'the', 'reasoning', 'behind', 'that', 'but', 'nevertheless', 'felt', 'feel', 'angry', 'towards', 'damian', 'flint', 'not', 'because', 'he', 'had', 'have', 'so', 'obviously', 'done', 'do', 'the', 'right', 'thing', 'but', 'because', 'he', 'was', 'be', 'so', 'clearly', 'in', 'complete', 'control', 'of', 'a', 'situation', 'that', 'had', 'have', 'always', 'been', 'be', 'beyond', 'rachel']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,1.0,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8240000000000001
"When Tony 's father was interviewed he said he felt angry with Tony for having taken the tablets , especially as his girl friend , Pat , had been with him when he found Tony unconscious .",anger,"['when', 'tony', ""'s"", 'father', 'was', 'be', 'interviewed', 'interview', 'he', 'said', 'say', 'he', 'felt', 'feel', 'angry', 'with', 'tony', 'for', 'having', 'have', 'taken', 'take', 'the', 'tablets', 'tablet', 'especially', 'as', 'his', 'he', 'girl', 'friend', 'pat', 'had', 'have', 'been', 'be', 'with', 'him', 'he', 'when', 'he', 'found', 'find', 'tony', 'unconscious']",1.0,0.8240000000000001,1.0,0.469,1.0,0.18,2.0,0.7290000000000001,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8199999999999998,trust,3.0,1.8199999999999998
"However , now he knew she was angry with him for leaving her for so long .",anger,"['however', 'now', 'he', 'knew', 'know', 'she', 'was', 'be', 'angry', 'with', 'him', 'he', 'for', 'leaving', 'leave', 'her', 'she', 'for', 'so', 'long']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,2.0,0.594,1.0,0.23399999999999999,1.0,0.406,0.0,0.0,anger,1.0,0.8240000000000001
"My father will be angry with me if you leave early ! """,anger,"['my', 'father', 'will', 'be', 'angry', 'with', 'me', 'i', 'if', 'you', 'leave', 'early']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,1.0,0.32799999999999996,1.0,0.23399999999999999,0.0,0.0,1.0,0.586,anger,1.0,0.8240000000000001
"Lissa hated the cold incisiveness of his tone , and she was angry with herself for caring so much .",anger,"['lissa', 'hated', 'hate', 'the', 'cold', 'incisiveness', 'of', 'his', 'he', 'tone', 'and', 'she', 'was', 'be', 'angry', 'with', 'herself', 'for', 'caring', 'care', 'so', 'much']",2.0,1.6520000000000001,2.0,1.164,1.0,0.484,0.0,0.0,2.0,0.8439999999999999,0.0,0.0,0.0,0.0,0.0,0.0,anger,2.0,1.6520000000000001
"Angry at being separated from Jeanne , Modigliani spent much of his time drinking in a windowless little bar where local artists met , where he drank and ran up debts .",anger,"['angry', 'at', 'being', 'be', 'separated', 'separate', 'from', 'jeanne', 'modigliani', 'spent', 'spend', 'much', 'of', 'his', 'he', 'time', 'drinking', 'drink', 'in', 'a', 'windowless', 'little', 'bar', 'where', 'local', 'artists', 'artist', 'met', 'meet', 'where', 'he', 'drank', 'and', 'ran', 'run', 'up', 'debts', 'debt']",1.0,0.8240000000000001,1.0,0.469,1.0,0.25,0.0,0.0,1.0,0.391,0.0,0.0,1.0,0.516,0.0,0.0,anger,1.0,0.8240000000000001
"Christina blushed , angry at being spoken to like a member of staff .",anger,"['christina', 'blushed', 'blush', 'angry', 'at', 'being', 'be', 'spoken', 'speak', 'to', 'like', 'a', 'member', 'of', 'staff']",1.0,0.8240000000000001,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,anger,1.0,0.8240000000000001
Town 's fans are angry at losing the club 's leading scorer .,anger,"['town', ""'s"", 'fans', 'fan', 'are', 'be', 'angry', 'at', 'losing', 'lose', 'the', 'club', ""'s"", 'leading', 'lead', 'scorer']",3.0,1.4340000000000002,2.0,0.719,1.0,0.391,0.0,0.0,2.0,1.103,1.0,0.38299999999999995,0.0,0.0,1.0,0.6409999999999999,anger,3.0,1.4340000000000002
