tweet_text,sentiment,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,afraid,afraid_score,amused,amused_score,angry,angry_score,annoyed,annoyed_score,dontcare,dontcare_score,happy,happy_score,inspired,inspired_score,sad,sad_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score
"<surprise>When the peat-brown eyes fixed on hers again , their level gaze showed he had recovered from his astonishment at seeing her . <\surprise>",surprise,"['surprise', 'when', 'the', 'peat', 'brown', 'eyes', 'eye', 'fixed', 'fix', 'on', 'hers', 'again', 'their', 'they', 'level', 'gaze', 'showed', 'show', 'he', 'had', 'have', 'recovered', 'recover', 'from', 'his', 'he', 'astonishment', 'at', 'seeing', 'see', 'her', 'she', 'surprise']",trust,3.0,1.227,16.0,1.3662908899593096,16.0,2.4500462572741726,16.0,1.6385611410252356,16.0,2.0322757394264017,16.0,2.1630732782188886,16.0,1.7359998546787754,16.0,2.5302549695249925,16.0,2.083497869892225,inspired,16.0,2.5302549695249925
<surprise>AN OXFORDSHIRE reader expresses astonishment that so many of the hotels featured in this column border on Fawlty Towers . <\surprise>,surprise,"['surprise', 'an', 'a', 'oxfordshire', 'reader', 'expresses', 'express', 'astonishment', 'that', 'so', 'many', 'of', 'the', 'hotels', 'hotel', 'featured', 'feature', 'in', 'this', 'column', 'border', 'on', 'fawlty', 'towers', 'surprise']",joy,2.0,1.109,13.0,1.1280239115340724,13.0,2.1031467779230257,13.0,1.2617205317750477,13.0,1.6306379589514057,13.0,1.7893026225979627,14.0,2.467535247170718,13.0,2.109627918012119,13.0,1.510005032035649,happy,14.0,2.467535247170718
<surprise>We write to express astonishment at the standard of writing that has featured in much of your pre-election coverage . <\surprise>,surprise,"['surprise', 'we', 'write', 'to', 'express', 'astonishment', 'at', 'the', 'standard', 'of', 'writing', 'that', 'has', 'have', 'featured', 'feature', 'in', 'much', 'of', 'your', 'you', 'pre-election', 'coverage', 'surprise']",joy,2.0,1.109,10.0,0.5949054215008013,10.0,1.7535645796780446,10.0,0.8364884188848045,10.0,1.2978546488137024,10.0,1.434995224577834,10.0,1.146622017860316,10.0,1.8994621240528688,10.0,1.0361075646316273,inspired,10.0,1.8994621240528688
"<surprise>Lomponda wa Botende , a former Chief of Staff , expressed his astonishment at the report , and the Defence Ministry denied that any coup attempt had been made . <\surprise>",surprise,"['surprise', 'lomponda', 'wa', 'botende', 'a', 'former', 'chief', 'of', 'staff', 'expressed', 'express', 'his', 'he', 'astonishment', 'at', 'the', 'report', 'and', 'the', 'defence', 'ministry', 'denied', 'deny', 'that', 'any', 'coup', 'attempt', 'had', 'have', 'been', 'be', 'made', 'make', '\\surprise']",surprise,2.0,1.4140000000000001,17.0,1.9577617700353274,17.0,2.3137986046645644,17.0,2.679713687749439,17.0,2.5125009937233362,17.0,2.020732559638014,17.0,1.498479176904379,17.0,2.0997313952307346,17.0,1.9172818120542054,angry,17.0,2.679713687749439
<surprise>He felt a mixture of astonishment at himself and irritation that his rigid daily routine was going to be broken after forty undisturbed years . <\surprise>,surprise,"['surprise', 'he', 'felt', 'feel', 'a', 'mixture', 'of', 'astonishment', 'at', 'himself', 'and', 'irritation', 'that', 'his', 'he', 'rigid', 'daily', 'routine', 'was', 'be', 'going', 'go', 'to', 'be', 'broken', 'break', 'after', 'forty', 'undisturbed', 'years', 'year', 'surprise']",surprise,2.0,1.266,17.0,1.4587143808620244,17.0,2.4320995436602826,17.0,1.7191777722778094,17.0,2.2210370098858956,17.0,2.115973500965484,17.0,1.7358688244244709,17.0,3.1013127010789865,17.0,2.2158162668450476,inspired,17.0,3.1013127010789865
<surprise>Alexei was unable to hide his astonishment at Siban 's subdued tone . <\surprise>,surprise,"['surprise', 'alexei', 'was', 'be', 'unable', 'to', 'hide', 'his', 'he', 'astonishment', 'at', 'siban', ""'s"", 'subdued', 'tone', 'surprise']",joy,2.0,1.109,7.0,0.6102821270605976,7.0,1.0822993078753431,7.0,0.8459616734016466,7.0,0.9779634207546095,7.0,0.9192752094131078,7.0,0.66338702986294,7.0,0.8680565903010049,7.0,1.0327746413307508,amused,7.0,1.0822993078753431
"<surprise>Ex-hacker Stephen Gold says he remains ` astounded at the arrogance "" of the Law Commission for not drawing on the experience of others . <\surprise>",surprise,"['surprise>ex-hacker', 'stephen', 'gold', 'says', 'say', 'he', 'remains', 'remain', 'astounded', 'at', 'the', 'arrogance', 'of', 'the', 'law', 'commission', 'for', 'not', 'drawing', 'draw', 'on', 'the', 'experience', 'of', 'others', 'other', 'surprise']",trust,3.0,1.4609999999999999,15.0,1.3063948462904573,15.0,2.038827841133376,15.0,1.8711726904676522,15.0,2.0928878624852056,15.0,1.887595012738406,15.0,1.651218321926596,15.0,2.6556491863891174,15.0,1.496254238569189,inspired,15.0,2.6556491863891174
"<surprise>He added : ` I 'm astounded he has not been on the fringe of the Dutch team . "" <\surprise>",surprise,"['surprise', 'he', 'added', 'add', 'i', ""'m"", 'be', 'astounded', 'he', 'has', 'have', 'not', 'been', 'be', 'on', 'the', 'fringe', 'of', 'the', 'dutch', 'team', '<\\', 'surprise']",trust,1.0,0.664,7.0,0.6011138294813324,7.0,1.1139989393641831,7.0,0.7284646811727254,7.0,0.9392304719235783,7.0,0.9533898836765969,7.0,0.7833909935758404,7.0,1.1553247277325962,7.0,0.7250864730731474,inspired,7.0,1.1553247277325962
<surprise>A man was astounded to walk into his son 's bedroom and find him sitting playing chess with his dog . <\surprise>,surprise,"['surprise', 'a', 'man', 'was', 'be', 'astounded', 'to', 'walk', 'into', 'his', 'he', 'son', ""'s"", 'bedroom', 'and', 'find', 'him', 'he', 'sitting', 'sit', 'playing', 'play', 'chess', 'with', 'his', 'he', 'dog', 'surprise']",joy,1.0,0.562,13.0,0.839277096669673,13.0,2.121300991656925,13.0,1.2744216883628914,13.0,1.7084138433840228,13.0,1.7018914166196304,13.0,1.3928217339178284,13.0,2.57551053950984,13.0,1.386362689879189,inspired,13.0,2.57551053950984
<surprise>Some workers have been astounded at the amount of extra paperwork . <\surprise>,surprise,"['surprise', 'some', 'workers', 'worker', 'have', 'been', 'be', 'astounded', 'astound', 'at', 'the', 'amount', 'of', 'extra', 'paperwork', 'surprise']",surprise,1.0,0.82,7.0,0.7395223201238414,8.0,1.4047769718564227,7.0,0.9167892027179052,8.0,1.1499573962407406,8.0,1.0200911368450916,8.0,0.7298566351202267,8.0,1.1787829463916173,8.0,0.8602233907041544,amused,8.0,1.4047769718564227
<surprise>Serge was astounded to see a bedraggled Lili appear in his room in the middle of the night . <\surprise>,surprise,"['surprise', 'serge', 'was', 'be', 'astounded', 'to', 'see', 'a', 'bedraggled', 'lili', 'appear', 'in', 'his', 'he', 'room', 'in', 'the', 'middle', 'of', 'the', 'night', 'surprise']",joy,1.0,0.562,10.0,0.902964710431918,10.0,1.4234151640487545,10.0,0.9753290255302194,10.0,1.2571835639549656,10.0,1.215050380748362,10.0,1.0002329664660896,10.0,1.8761479132930692,10.0,1.3496762755266223,inspired,10.0,1.8761479132930692
"<surprise>He must have managed to purloin a copy of the house key from somewhere and was obviously astounded to find someone already scouring the house , especially her . <\surprise>",surprise,"['surprise', 'he', 'must', 'have', 'managed', 'manage', 'to', 'purloin', 'a', 'copy', 'of', 'the', 'house', 'key', 'from', 'somewhere', 'and', 'was', 'be', 'obviously', 'astounded', 'to', 'find', 'someone', 'already', 'scouring', 'scour', 'the', 'house', 'especially', 'her', 'she', 'surprise']",joy,1.0,0.562,16.0,1.5921643798742746,16.0,2.3048078151114773,16.0,2.0040258260562567,16.0,2.268553920998405,16.0,1.7215412029519102,16.0,1.553240570582331,16.0,2.678700037412081,16.0,1.8769662470132658,inspired,16.0,2.678700037412081
<surprise>And even as I did I was astounded at myself . <\surprise>,surprise,"['surprise', 'and', 'even', 'as', 'i', 'did', 'do', 'i', 'was', 'be', 'astounded', 'at', 'myself', 'surprise']",joy,1.0,0.562,3.0,0.2341654899633998,3.0,0.4883562956665809,3.0,0.25952759624064453,3.0,0.43432424286430293,3.0,0.3858314900105823,3.0,0.342182548438115,3.0,0.5792115762800913,3.0,0.27640076053628326,inspired,3.0,0.5792115762800913
"<surprise>His last illness was the most violent , and his doctors were astounded that he survived it . <\surprise>",surprise,"['surprise', 'his', 'he', 'last', 'illness', 'was', 'be', 'the', 'most', 'violent', 'and', 'his', 'he', 'doctors', 'doctor', 'were', 'be', 'astounded', 'that', 'he', 'survived', 'survive', 'it', '\\surprise']",fear,3.0,1.593,9.0,1.1626671232074743,9.0,1.1151306909060161,9.0,1.063358691606157,9.0,1.0732725859956975,9.0,0.9655418195175431,9.0,0.7926502883483998,9.0,1.4097610782994203,9.0,1.4176177221192916,sad,9.0,1.4176177221192916
<surprise>She seemed to be almost floating and Maggie was astounded that the sharp stones had not given her enough pain to waken her . <\surprise>,surprise,"['surprise', 'she', 'seemed', 'seem', 'to', 'be', 'almost', 'floating', 'float', 'and', 'maggie', 'was', 'be', 'astounded', 'that', 'the', 'sharp', 'stones', 'stone', 'had', 'have', 'not', 'given', 'give', 'her', 'she', 'enough', 'pain', 'to', 'waken', 'wake', 'her', 'she', 'surprise']",fear,2.0,0.766,16.0,1.3292982574670622,16.0,2.6420678864827947,16.0,1.6991682680947657,16.0,1.911831345892898,16.0,2.062130459634878,16.0,1.6185314216473774,16.0,2.7409301816507896,16.0,1.9960421791294334,inspired,16.0,2.7409301816507896
<surprise>Zen was so astounded at finding Cinzia there on that particular evening that he could think of nothing whatever to say . <\surprise>,surprise,"['surprise', 'zen', 'was', 'be', 'so', 'astounded', 'at', 'finding', 'find', 'cinzia', 'there', 'on', 'that', 'particular', 'evening', 'that', 'he', 'could', 'think', 'of', 'nothing', 'whatever', 'to', 'say', 'surprise']",joy,2.0,1.077,12.0,1.0783190062598547,12.0,1.7993093624987764,12.0,1.3588564389046507,12.0,1.626382617938246,12.0,1.4350713432853186,12.0,1.2199620069092958,12.0,2.3139203559980865,12.0,1.1681788682057723,inspired,12.0,2.3139203559980865
"<surprise>Before she left for London , Cllr Cooper said : ` I am astounded to have been chosen . <\surprise>",surprise,"['surprise', 'before', 'she', 'left', 'leave', 'for', 'london', 'cllr', 'cooper', 'said', 'say', 'i', 'am', 'be', 'astounded', 'to', 'have', 'been', 'be', 'chosen', 'choose', 'surprise']",joy,1.0,0.562,10.0,0.7915594101869365,10.0,2.020061483126833,10.0,1.0213260686910877,10.0,1.3666726091231922,10.0,1.3436081802604498,10.0,0.9510219240255954,10.0,1.5146015667469217,10.0,0.9911487578389845,amused,10.0,2.020061483126833
"<surprise>` Please do , "" said Ianthe , who was temporarily a little bewildered at Penelope 's appearance and unconventional clothes . <\surprise>",surprise,"['surprise', 'please', 'do', 'said', 'say', 'ianthe', 'who', 'was', 'be', 'temporarily', 'a', 'little', 'bewildered', 'at', 'penelope', ""'s"", 'appearance', 'and', 'unconventional', 'clothes', 'surprise']",surprise,1.0,0.7190000000000001,11.0,0.883606908845188,12.0,2.186793611917191,12.0,1.208700388210373,12.0,1.5458845294326633,12.0,1.9877799964796121,12.0,1.312576402625436,12.0,1.8050638813258033,11.0,1.0695942811637333,amused,12.0,2.186793611917191
"<surprise>What 's so terrible for IMP in that ? "" she blustered , still bewildered why he should find the idea of it so important . <\surprise>",surprise,"['surprise', 'what', ""'s"", 'be', 'so', 'terrible', 'for', 'imp', 'in', 'that', 'she', 'blustered', 'bluster', 'still', 'bewildered', 'why', 'he', 'should', 'find', 'the', 'idea', 'of', 'it', 'so', 'important', 'surprise']",fear,3.0,1.204,8.0,0.7460379707614092,10.0,1.9005864346334547,10.0,1.038079466184027,10.0,2.043974804871854,9.0,1.1282332296921191,10.0,0.7158483386309461,9.0,1.5809662606552422,9.0,0.8462734945709469,annoyed,10.0,2.043974804871854
"<surprise>David filled her dreams ; the ecstasy of their lovemaking , and the pain and bewilderment of his abrupt departure . <\surprise>",surprise,"['surprise', 'david', 'filled', 'fill', 'her', 'she', 'dreams', 'dream', 'the', 'ecstasy', 'of', 'their', 'they', 'lovemaking', 'and', 'the', 'pain', 'and', 'bewilderment', 'of', 'his', 'he', 'abrupt', 'departure', 'surprise']",joy,5.0,3.3230000000000004,12.0,0.9327695579354737,12.0,1.814292783204139,12.0,1.121066363396645,12.0,1.4640805576157656,12.0,2.0383321897936706,12.0,1.176206357800724,12.0,2.286541215119967,12.0,1.1667109751336158,inspired,12.0,2.286541215119967
<surprise>There was such masculine bewilderment in his deep voice at the unexpected display of emotion that Fran smiled . <\surprise>,surprise,"['surprise', 'there', 'was', 'be', 'such', 'masculine', 'bewilderment', 'in', 'his', 'he', 'deep', 'voice', 'at', 'the', 'unexpected', 'display', 'of', 'emotion', 'that', 'fran', 'smiled', 'smil', 'surprise']",surprise,2.0,1.539,10.0,0.5526677423039825,10.0,1.8486965575165413,10.0,0.8046257719883314,10.0,1.0258915374026822,10.0,2.0630074703489445,10.0,1.038638488260108,10.0,1.7095164453846037,10.0,0.9569559867948061,dontcare,10.0,2.0630074703489445
<surprise>I 'm downright flabbergasted to know you 're treatin' Dolly so unkind an' beatin' 'er as well . <\surprise>,surprise,"['surprise', 'i', ""'m"", 'be', 'downright', 'flabbergasted', 'to', 'know', 'you', 're', 'be', 'treatin', 'dolly', 'so', 'unkind', 'beatin', ""'er"", 'as', 'well', 'surprise']",joy,1.0,0.562,7.0,0.2716395034506578,7.0,1.6745067843422505,7.0,0.7396209873447825,7.0,1.2624953690604632,7.0,1.0910907564631533,7.0,0.5301127778515825,7.0,0.9970789384896774,7.0,0.4334548829974327,amused,7.0,1.6745067843422505
"<surprise>Upon his arrival , he was nonplussed to find the yard and buildings deserted . <\surprise>",surprise,"['surprise', 'upon', 'his', 'he', 'arrival', 'he', 'was', 'be', 'nonplussed', 'to', 'find', 'the', 'yard', 'and', 'buildings', 'building', 'deserted', 'desert', 'surprise']",fear,3.0,1.0619999999999998,10.0,1.2693589960900953,10.0,1.8518103709618048,9.0,1.2436200323139992,10.0,1.1988444037726398,9.0,1.011243971103009,10.0,0.8771331244316561,10.0,1.3053984752366505,9.0,1.2425906260901458,amused,10.0,1.8518103709618048
<surprise>George knew that she was a bit nonplussed at his eagerness for her to have her own social life . <\surprise>,surprise,"['surprise', 'george', 'knew', 'know', 'that', 'she', 'was', 'be', 'a', 'bit', 'nonplussed', 'at', 'his', 'he', 'eagerness', 'for', 'her', 'she', 'to', 'have', 'her', 'she', 'own', 'social', 'life', 'surprise']",joy,3.0,1.552,9.0,0.5475699955381939,9.0,1.9395432468506026,8.0,0.7225172877608514,9.0,1.0335844114341097,8.0,1.147598024798383,9.0,0.8645854606394267,9.0,1.951869560771754,8.0,0.7927320122066779,inspired,9.0,1.951869560771754
"<surprise>Joan 's great skill , then as now , was to be completely nonplussed by anything Richard did . <\surprise>",surprise,"['surprise', 'joan', ""'s"", 'great', 'skill', 'then', 'as', 'now', 'was', 'be', 'to', 'be', 'completely', 'nonplussed', 'nonpluss', 'by', 'anything', 'richard', 'did', 'do', 'surprise']",joy,1.0,0.562,8.0,0.5867270015582176,8.0,1.711511129339064,7.0,0.7075804640015968,8.0,1.0439459908862576,7.0,0.9909706107907024,8.0,0.8005111072468677,8.0,1.3877072601556373,7.0,0.7710464360216565,amused,8.0,1.711511129339064
"<surprise>Branson was nonplussed by Elliott 's refusal ; in fact , it constituted the perfect challenge . <\surprise>",surprise,"['surprise', 'branson', 'was', 'be', 'nonplussed', 'nonpluss', 'by', 'elliott', ""'s"", 'refusal', 'in', 'fact', 'it', 'constituted', 'constitute', 'the', 'perfect', 'challenge', 'surprise']",trust,3.0,1.758,10.0,0.7126684485894834,10.0,2.110547662668107,9.0,1.2289478622670347,10.0,1.4951006424626754,9.0,1.2535704757660056,10.0,1.0967010578182794,10.0,1.4371841231928286,9.0,0.6652797272355869,amused,10.0,2.110547662668107
"<surprise>Fabia felt it might be a touch cruel to laugh at him again but , feeling certain he would run a mile if she took him seriously , she was a little nonplussed about how to answer him . <\surprise>",surprise,"['surprise', 'fabia', 'felt', 'feel', 'it', 'might', 'be', 'a', 'touch', 'cruel', 'to', 'laugh', 'at', 'him', 'he', 'again', 'but', 'feeling', 'feel', 'certain', 'he', 'would', 'run', 'a', 'mile', 'if', 'she', 'took', 'take', 'him', 'he', 'seriously', 'she', 'was', 'be', 'a', 'little', 'nonplussed', 'about', 'how', 'to', 'answer', 'him', 'he', 'surprise']",joy,3.0,1.8119999999999998,19.0,1.6998709464105357,19.0,3.447325829260917,18.0,2.137860916455759,19.0,2.6488127321147386,18.0,2.3729269898110616,19.0,1.7894235175425781,19.0,3.2131205483539627,18.0,1.6906585200504478,amused,19.0,3.447325829260917
<surprise>Rocastle got a page long interview expressing some puzzlement at Wilko keeping him out of the first team . <\surprise>,surprise,"['surprise', 'rocastle', 'got', 'get', 'a', 'page', 'long', 'interview', 'expressing', 'express', 'some', 'puzzlement', 'at', 'wilko', 'keeping', 'keep', 'him', 'he', 'out', 'of', 'the', 'first', 'team', 'surprise']",trust,1.0,0.664,12.0,0.9696276484631898,13.0,2.089817668901485,13.0,1.4316711980563872,12.0,1.691780539565062,13.0,1.7962066948265039,13.0,1.7004874616807104,13.0,2.1580504776083416,13.0,1.1623583108983209,inspired,13.0,2.1580504776083416
"<surprise>He seemed startled to see me as if applicants , once embarked on musical offices , rarely returned . <\surprise>",surprise,"['surprise', 'he', 'seemed', 'seem', 'startled', 'startle', 'to', 'see', 'me', 'i', 'as', 'if', 'applicants', 'applicant', 'once', 'embarked', 'embark', 'on', 'musical', 'offices', 'office', 'rarely', 'returned', 'return', 'surprise']",surprise,2.0,1.0939999999999999,15.0,1.2056671177357963,16.0,2.874883692711165,15.0,1.7210624932716074,16.0,2.17744696410933,15.0,2.213783343996204,16.0,1.7831736616751699,16.0,2.736711359482136,15.0,1.28727136701859,amused,16.0,2.874883692711165
<surprise>I am startled to find myself addressing you instead . <\surprise>,surprise,"['surprise', 'i', 'am', 'be', 'startled', 'startle', 'to', 'find', 'myself', 'addressing', 'address', 'you', 'instead', 'surprise']",surprise,1.0,0.875,6.0,0.4361961903430871,7.0,1.631097601666232,6.0,0.7615689136789374,7.0,1.041196180036926,6.0,0.8273778383843015,7.0,0.6775736334680894,7.0,1.1329890995331346,6.0,0.49200054288929174,amused,7.0,1.631097601666232
"Now the special envoy of the UN High Commissioner for Refugees , Jose-Maria Mendiluce , says he is revolted to hear those words from Mr Boban .",disgust,"['now', 'the', 'special', 'envoy', 'of', 'the', 'un', 'high', 'commissioner', 'for', 'refugees', 'jose', 'maria', 'mendiluce', 'says', 'say', 'he', 'is', 'be', 'revolted', 'revolt', 'to', 'hear', 'those', 'words', 'word', 'from', 'mr', 'boban']",anger,2.0,0.796,16.0,1.8679856653235694,16.0,1.8301650653740493,16.0,2.7594868498028235,16.0,2.173695628081871,16.0,1.6664476276251468,16.0,1.44384454687379,16.0,2.504163133638438,16.0,1.7542114832803124,angry,16.0,2.7594868498028235
`` I am outraged and revolted by the decision of my supervisors .,disgust,"['i', 'am', 'be', 'outraged', 'outrage', 'and', 'revolted', 'revolt', 'by', 'the', 'decision', 'of', 'my', 'supervisors', 'supervisor']",anger,2.0,1.582,7.0,0.9093396754385767,7.0,0.7224697967571239,7.0,1.7254010659466412,7.0,0.9278128692085028,7.0,0.6370827279754809,7.0,0.4670906456223157,7.0,0.8763802350478891,7.0,0.7344229840034693,angry,7.0,1.7254010659466412
"`` A lot of people , they 're absolutely revolted by the fact that these evil , depraved IRA godfathers can recruit impressionable young Irish people into committing appalling acts of violence . ''",disgust,"['a', 'lot', 'of', 'people', 'they', ""'re"", 'be', 'absolutely', 'revolted', 'revolt', 'by', 'the', 'fact', 'that', 'these', 'evil', 'depraved', 'ira', 'godfathers', 'godfather', 'can', 'recruit', 'impressionable', 'young', 'irish', 'people', 'into', 'committing', 'commit', 'appalling', 'acts', 'act', 'of', 'violence']",fear,4.0,2.941,21.0,2.1267312451907285,21.0,2.6633920747626627,21.0,3.742331633661979,21.0,2.5488326780660393,21.0,3.007680501642017,21.0,1.816398751683937,21.0,2.992965924480501,21.0,2.1016671905121345,angry,21.0,3.742331633661979
"Evreux 's Communist mayor , Roland Plaisance , said he was `` revolted '' by the firing and praised Gaillot 's commitment to `` staying close to the poor and the excluded . ''",disgust,"['evreux', ""'s"", 'communist', 'mayor', 'roland', 'plaisance', 'said', 'say', 'he', 'was', 'be', 'revolted', 'revolt', 'by', 'the', 'firing', 'fire', 'and', 'praised', 'praise', 'gaillot', ""'s"", 'commitment', 'to', 'staying', 'stay', 'close', 'to', 'the', 'poor', 'and', 'the', 'excluded', 'exclude']",joy,2.0,1.23,18.0,2.094702350698853,18.0,2.0721389130741374,18.0,3.1519800951577834,18.0,2.543026718080151,18.0,2.0070350819554883,18.0,1.6668712150773208,18.0,2.4510502757421593,18.0,2.0131953502141053,angry,18.0,3.1519800951577834
"One of Greece 's largest hunting clubs , located in the northern port city of Salonica , said in an announcement that it was `` revolted '' by the dog fights .",disgust,"['one', 'of', 'greece', ""'s"", 'largest', 'hunting', 'hunt', 'clubs', 'club', 'located', 'locate', 'in', 'the', 'northern', 'port', 'city', 'of', 'salonica', 'said', 'say', 'in', 'an', 'a', 'announcement', 'that', 'it', 'was', 'be', 'revolted', 'revolt', 'by', 'the', 'dog', 'fights', 'fight']",anger,4.0,2.615,20.0,2.6821673628608633,20.0,2.656561661517141,20.0,2.964624081022837,20.0,2.3420604481780023,20.0,2.259222509522917,20.0,1.966963137228748,20.0,2.6658030003455537,20.0,2.462597799323938,angry,20.0,2.964624081022837
"I am sickened to now learn that the Government has acquiesced to the other EC leaders on this issue at the Edinburgh Summit and that , for the sake of subsidiarity , this directive has been dropped .",disgust,"['i', 'am', 'be', 'sickened', 'sicken', 'to', 'now', 'learn', 'that', 'the', 'government', 'has', 'have', 'acquiesced', 'acquiesce', 'to', 'the', 'other', 'ec', 'leaders', 'leader', 'on', 'this', 'issue', 'at', 'the', 'edinburgh', 'summit', 'and', 'that', 'for', 'the', 'sake', 'of', 'subsidiarity', 'this', 'directive', 'has', 'have', 'been', 'be', 'dropped', 'drop']",disgust,1.0,0.7340000000000001,17.0,1.874124786706124,17.0,2.385209635921191,17.0,2.5426973270876894,17.0,2.6714703786137295,17.0,1.7050027252563638,17.0,1.5797047665379347,17.0,2.691138879323982,17.0,1.5506515005529862,inspired,17.0,2.691138879323982
Os Guinness has captured this middle-class revulsion against materialism and affluent decadence in his best-selling book The Dust of Death 1973 .,disgust,"['os', 'guinness', 'has', 'have', 'captured', 'capture', 'this', 'middle', 'class', 'revulsion', 'against', 'materialism', 'and', 'affluent', 'decadence', 'in', 'his', 'he', 'best', 'selling', 'sell', 'book', 'the', 'dust', 'of', 'death', '1973']",disgust,2.0,1.4219999999999997,16.0,1.368846453664719,16.0,3.27322609377344,16.0,1.9018432149063043,16.0,1.6997623088829412,16.0,1.93452604482381,16.0,1.5922453888451988,16.0,2.544179464041007,16.0,1.6853710310625794,amused,16.0,3.27322609377344
In many schools in the 1960s a revulsion against decontextualised exercises brought about a complete abandonment of the teaching of grammar .,disgust,"['in', 'many', 'schools', 'school', 'in', 'the', '1960s', '1960', 'a', 'revulsion', 'against', 'decontextualised', 'decontextualise', 'exercises', 'exercise', 'brought', 'bring', 'about', 'a', 'complete', 'abandonment', 'of', 'the', 'teaching', 'of', 'grammar']",anger,2.0,1.2109999999999999,12.0,1.091305494417819,12.0,1.6145189285020733,12.0,1.8230893739241214,12.0,1.525368054554547,12.0,1.2063854166805914,12.0,1.1290800756354,12.0,2.372145852322143,12.0,1.2381068039633045,inspired,12.0,2.372145852322143
"` What we are seeing now is a public revulsion against violence in society which is feeding through to a desire for greater sensitivity by programme makers , "" he said .",disgust,"['what', 'we', 'are', 'be', 'seeing', 'see', 'now', 'is', 'be', 'a', 'public', 'revulsion', 'against', 'violence', 'in', 'society', 'which', 'is', 'be', 'feeding', 'feed', 'through', 'to', 'a', 'desire', 'for', 'greater', 'sensitivity', 'by', 'programme', 'makers', 'maker', 'he', 'said', 'say']",anger,2.0,1.5150000000000001,16.0,1.6123308423380256,16.0,2.2162827394454254,16.0,2.1107430113938785,16.0,2.138577141814917,16.0,1.969661170434308,16.0,1.4750953668421818,16.0,2.752019785279201,16.0,1.7252899424520627,inspired,16.0,2.752019785279201
Even in the 1930s the anti-Semitism of literary figures like Hilaire Belloc and G. K. Chesterton co-existed uneasily with their revulsion at the racial policies of the new Germany .,disgust,"['even', 'in', 'the', '1930s', '1930', 'the', 'anti-semitism', 'of', 'literary', 'figures', 'figure', 'like', 'hilaire', 'belloc', 'and', 'g.', 'k.', 'chesterton', 'co-existed', 'co-exist', 'uneasily', 'with', 'their', 'they', 'revulsion', 'at', 'the', 'racial', 'policies', 'policy', 'of', 'the', 'new', 'germany']",trust,2.0,0.992,12.0,0.9911056866592913,12.0,2.1649145844071493,11.0,1.493336323030975,11.0,1.2656994214582356,12.0,1.755785281081992,12.0,1.1568411435503083,12.0,1.8533309215901412,12.0,1.3189866382219066,amused,12.0,2.1649145844071493
"Thomas Coram 's revulsion at the infant corpses in London gutters led him to campaign for a hospital for foundlings , established in 1741 .",disgust,"['thomas', 'coram', ""'s"", 'revulsion', 'at', 'the', 'infant', 'corpses', 'corpse', 'in', 'london', 'gutters', 'gutter', 'led', 'lead', 'him', 'he', 'to', 'campaign', 'for', 'a', 'hospital', 'for', 'foundlings', 'foundling', 'established', 'establish', 'in', '1741']",disgust,3.0,2.165,14.0,1.6629186347101697,15.0,1.6034776014247634,15.0,2.5716805689274014,15.0,1.9979129978652344,14.0,1.3724106396120257,15.0,1.1794964751362846,15.0,2.468944411555189,14.0,2.1431586707689316,angry,15.0,2.5716805689274014
"Revulsion at injustice , poverty and denied opportunity , he says , impels people to work for a better world .",disgust,"['revulsion', 'at', 'injustice', 'poverty', 'and', 'denied', 'deny', 'opportunity', 'he', 'says', 'say', 'impels', 'impel', 'people', 'to', 'work', 'for', 'a', 'better', 'world']",anger,4.0,2.023,12.0,0.9860603483285026,13.0,1.5623255868220673,12.0,1.938151936132274,13.0,1.9909436773357865,13.0,1.6286048645560396,13.0,1.1586624580548308,13.0,2.4822776751165256,12.0,1.2529734536539725,inspired,13.0,2.4822776751165256
"However , I quite enjoyed describing the horrors of my creation , and shared with Edward Young , the architect , his revulsion for the hideous house , covered in peeling stucco , as chilling within as without .",disgust,"['however', 'i', 'quite', 'enjoyed', 'enjoy', 'describing', 'describe', 'the', 'horrors', 'horror', 'of', 'my', 'creation', 'and', 'shared', 'share', 'with', 'edward', 'young', 'the', 'architect', 'his', 'he', 'revulsion', 'for', 'the', 'hideous', 'house', 'covered', 'cover', 'in', 'peeling', 'peel', 'stucco', 'as', 'chilling', 'chill', 'within', 'as', 'without']",fear,4.0,2.9859999999999998,25.0,2.2502044461948265,26.0,4.614858085598185,25.0,3.110183623990971,25.0,3.525894020456657,25.0,3.0677500138160925,26.0,2.640166711779841,26.0,4.399344074179679,25.0,2.3915990239837512,amused,26.0,4.614858085598185
"He said he would be happy to lead the march planned for next Sunday ` to show the city 's revulsion for terrorism . """,disgust,"['he', 'said', 'say', 'he', 'would', 'be', 'happy', 'to', 'lead', 'the', 'march', 'planned', 'plan', 'for', 'next', 'sunday', 'to', 'show', 'the', 'city', ""'s"", 'revulsion', 'for', 'terrorism']",anger,2.0,1.624,14.0,1.586188535154628,14.0,1.7991449307988183,14.0,2.09313097291871,14.0,1.8399856364821572,14.0,1.8243755130214019,14.0,1.4073471980484054,14.0,1.8434485598749963,14.0,1.606378653700882,angry,14.0,2.09313097291871
