Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",fear,0.423,fear,"['regardless', 'lets', 'say', 'he', 'has', 'a', 'permit', 'the', 'permit', 'does', 'not', 'excuse', 'or', 'allow', 'him', 'to', 'threaten', 'an', 'officer', 'expressed', 'or', 'implied', 'w', 'it']","['regardless', 'let', 'say', 'he', 'have', ""a'"", 'permit', ""the'"", 'permit', 'do', 'not', 'excuse', 'or', 'allow', 'he', ""to'"", 'threaten', 'a', 'officer', 'express', ""or'"", 'imply', ""w'"", 'it']",trust,2.0,1.0,annoyed,13.0,2.114053820113147,0.0,0.0,8.0,2.0,0.0,0.0,joy,8.0
Idk if it's hella hot in here or I'm nervous,fear,0.68,fear,"['idk', 'if', 'it', 'is', 'hella', 'hot', 'in', 'here', 'or', 'i', 'am', 'nervous']","['idk', 'if', 'it', 'be', 'hella', 'hot', 'in', 'here', 'or', 'i', 'be', 'nervous']",anticipation,1.0,0.602,amused,4.0,0.9641666897213025,1.0,0.0,1.0,0.0,0.0,1.0,,0.0
I'm a nervous wreck omg,fear,0.9,fear,"['i', 'am', 'a', 'nervous', 'wreck', 'omg']","['i', 'be', ""a'"", 'nervous', 'wreck', 'omg']",fear,2.0,1.1099999999999999,amused,3.0,0.5987291013556109,0.0,0.0,1.0,0.0,0.0,1.0,,0.0
I would just give her with their naked body. ,fear,0.229,fear,"['i', 'would', 'just', 'give', 'her', 'with', 'their', 'naked', 'body']","[""'i"", 'would', 'just', 'give', 'she', 'with', 'they', 'naked', 'body']",,0.0,0.0,amused,4.0,0.7012399072378991,1.0,1.0,2.0,0.0,0.0,0.0,joy,2.0
"@stephtikkanen oh so true, so true. #shudder",fear,0.562,fear,"['oh', 'so', 'true', 'so', 'true', 'shudder']","[""'oh'"", ""so'"", 'true', ""so'"", 'true', 'shudder']",trust,1.0,0.789,amused,3.0,0.719063851629669,0.0,0.0,1.0,0.0,0.0,1.0,,0.0
"If i start growing out my mustache now, I can be Pablo Escobar for Halloween!!!",fear,0.25,fear,"['if', 'i', 'start', 'growing', 'out', 'my', 'mustache', 'now', 'i', 'can', 'be', 'pablo', 'escobar', 'for', 'halloween']","['if', ""i'"", 'start', 'grow', 'out', 'my', 'mustache', 'now', ""i'"", 'can', ""be'"", 'pablo', 'escobar', 'for', 'halloween']",anticipation,2.0,1.3050000000000002,inspired,7.0,1.3975432371353917,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic",fear,0.625,fear,"['hey', 'you', 'all', 'announced', 'it', 'like', 'immediately', 'after', 'i', 'asked', 'nice', 'thanks', 'you', 'all', 'panic']","['hey', 'you', 'all', 'announce', ""it'"", 'like', 'immediately', 'after', ""i'"", 'ask', 'nice', 'thanks', 'you', 'all', 'panic']",fear,1.0,0.75,amused,10.0,1.909409836820601,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,fear,0.14,fear,"['my', 'mom', 'recorded', 'nightmare', 'before', 'christmas', 'for', 'me', 'smiling_face_with_heart_eyes', 'smiling_face_with_heart_eyes', 'smiling_face_with_heart_eyes', 'i', 'love', 'it', 'two_hearts']","['mom', 'record', 'nightmare', 'before', 'christmas', 'for', ""me'"", 'smiling_face_with_heart_eyes', 'smiling_face_with_heart_eyes', 'smiling_face_with_heart_eyes', ""i'"", 'love', 'it', 'two_heart']",joy,2.0,1.4369999999999998,inspired,6.0,1.221373832374962,0.0,0.0,3.0,0.0,0.0,1.0,joy,3.0
The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids ,fear,0.396,fear,"['the', 'kid', 'at', 'the', 'pool', 'yelling', 'is', 'about', 'to', 'get', 'a', 'foot', 'up', 'his', 'ass.', 'shutup', 'parents', 'kids']","[""the'"", 'kid', 'at', ""the'"", 'pool', 'yelling', 'be', 'about', ""to'"", 'get', 'a', 'foot', 'up', 'he', 'ass.', 'shutup', 'parent', 'kid']",anger,2.0,1.3659999999999999,inspired,8.0,1.76779590355088,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor,fear,0.521,fear,"['most', 'americans', 'think', 'the', 'media', 'is', 'nothing', 'but', 'government', 'propaganda', 'bs', 'lies', 'control', 'bs', 'rigged', 'system', 'garbage', 'oreillyfactor']","['most', 'americans', 'think', ""the'"", 'media', 'be', 'nothing', 'but', 'government', 'propaganda', 'bs', 'lie', 'control', 'bs', 'rig', 'system', 'garbage', 'oreillyfactor']",disgust,2.0,1.1640000000000001,angry,14.0,2.464375804151105,1.0,1.0,8.0,2.0,0.0,0.0,joy,8.0
@SeanLTheWriter Agree 100%... B. Marshall another concern... would much rather he rested this game...,fear,0.333,fear,"['agree', '100', 'b.', 'marshall', 'another', 'concern', 'would', 'much', 'rather', 'he', 'rested', 'this', 'game']","['agree', '100', 'b.', 'marshall', 'another', 'concern', 'would', 'much', 'rather', 'he', 'rest', 'this', 'game']",joy,2.0,0.75,inspired,10.0,1.5594809857509726,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about .",fear,0.458,fear,"['bilal', 'abood', 'iraq', 'immigrant', 'who', 'lives', 'in', 'mesquite', 'texas', 'was', 'sentenced', 'to', '48', 'months', 'in', 'prison', 'for', 'lying', 'to', 'the', 'feds', 'about']","['bilal', 'abood', 'iraq', 'immigrant', ""who'"", 'life', 'in', 'mesquite', 'texas', 'be', 'sentence', ""to'"", '48', 'month', 'in', 'prison', 'for', 'lie', ""to'"", ""the'"", 'fed', 'about']",anger,4.0,1.488,amused,15.0,2.214350074938849,0.0,0.0,5.0,2.0,1.0,0.0,joy,5.0
If I could turn anxiety off--I would. #nooneunderstands #anxiety,fear,0.8959999999999999,fear,"['if', 'i', 'could', 'turn', 'anxiety', 'off', 'i', 'would', 'nooneunderstands', 'anxiety']","['if', ""i'"", 'could', 'turn', 'anxiety', 'off', ""i'"", 'would', 'nooneunderstands', 'anxiety']",anticipation,1.0,0.609,inspired,4.0,0.6705112200533636,0.0,0.0,1.0,1.0,0.0,1.0,,0.0
Who's not going to hoco and wants to go to fright fest this Saturday??,fear,0.14300000000000002,fear,"['who', 'is', 'not', 'going', 'to', 'hoco', 'and', 'wants', 'to', 'go', 'to', 'fright', 'fest', 'this', 'saturday']","[""who'"", 'be', 'not', 'go', ""to'"", 'hoco', 'and', 'want', ""to'"", 'go', ""to'"", 'fright', 'fest', 'this', 'saturday']",fear,1.0,0.853,inspired,7.0,1.152329847818387,0.0,0.0,3.0,1.0,1.0,0.0,joy,3.0
why won't you let me go? do i threaten all your plans? im insignificant,fear,0.6459999999999999,fear,"['why', 'will', 'not', 'you', 'let', 'me', 'go', 'do', 'i', 'threaten', 'all', 'your', 'plans', 'i', 'm', 'insignificant']","['why', 'will', 'not', 'you', 'let', ""me'"", 'go', ""do'"", ""i'"", 'threaten', 'all', 'you', 'plan', ""i'"", 'm', 'insignificant']",anticipation,2.0,1.0539999999999998,inspired,6.0,1.0072194282169034,0.0,0.0,6.0,2.0,0.0,0.0,joy,6.0
"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies #terrible #whereismyfurniture",fear,0.667,fear,"['tells', 'me', 'my', 'order', 'will', 'ship', 'on', 'sept', '12', 'arriving', 'by', 'sept', '19', 'today', 'is', 'the', '22', 'neutral', 'face', 'lies', 'terrible', 'whereismyfurniture']","['tell', 'i', 'my', 'order', 'will', 'ship', 'on', 'sept', '12', 'arrive', 'by', 'sept', '19', 'today', 'be', ""the'"", '22', 'neutral', 'face', 'lie', 'terrible', 'whereismyfurniture']",sadness,2.0,1.1629999999999998,inspired,13.0,2.0005141554067123,0.0,0.0,7.0,2.0,0.0,0.0,joy,7.0
If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime  #shortsightedness #celebrities,fear,0.271,fear,"['if', 'you', 'invest', 'in', 'my', 'new', 'film', 'i', 'will', 'stop', 'asking', 'you', 'to', 'invest', 'in', 'my', 'new', 'film', 'concessions', 'crime', 'shortsightedness', 'celebrities']","['if', 'you', 'invest', 'in', 'my', 'new', 'film', ""i'"", 'will', 'stop', 'ask', 'you', ""to'"", 'invest', 'in', 'my', 'new', 'film', 'concession', 'crime', 'shortsightedness', 'celebrity']",fear,1.0,0.7190000000000001,annoyed,11.0,1.7769625731549816,0.0,0.0,6.0,1.0,0.0,0.0,joy,6.0
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",fear,0.333,fear,"['annoys', 'me', 'to', 'about', 'the', 'ortiz', 'tribute', 'too', 'how', 'would', 'the', 'oriole', 'fans', 'and', 'organization', 'feel', 'if', 'yanks', 'did', 'that', 'to', 'them']","['annoy', ""me'"", ""to'"", 'about', ""the'"", 'ortiz', 'tribute', 'too', 'how', 'would', ""the'"", 'oriole', 'fan', 'and', 'organization', 'feel', 'if', 'yank', 'do', 'that', ""to'"", 'they']",anger,2.0,0.92,sad,12.0,2.2737568310100844,0.0,0.0,7.0,0.0,1.0,0.0,joy,7.0
It's really alarming when an adult male calls their father 'daddy',fear,0.438,fear,"['it', 'is', 'really', 'alarming', 'when', 'an', 'adult', 'male', 'calls', 'their', 'father', ""'"", 'daddy']","['it', 'be', 'really', 'alarming', 'when', 'a', 'adult', 'male', 'call', 'they', 'father', 'daddy']",trust,2.0,0.945,inspired,8.0,1.340853977759248,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings ,fear,0.353,fear,"['q&amp', 'a', 'with', 'n.', 'christie', 'fr', 'what', 'would', 'peter', 'and', 'dardanella', 'think', 'of', 'us', 'knowing', 'poorthings']","['q&amp', 'a', 'with', 'n.', 'christie', 'fr', 'what', 'would', 'peter', 'and', 'dardanella', 'think', 'of', 'we', 'know', 'poorthing']",,0.0,0.0,inspired,8.0,1.5515324495909009,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",fear,0.208,fear,"['yo', 'yo', 'yo', 'my', 'name', 'is', 'darth', 'vader', 'i', 'feel', 'like', 'i', 'need', 'to', 'puff', 'on', 'my', 'inhaler', 'i', 'am', 'no', 'rapper', 'but', 'that', 'was', 'some', 'sick', 'bars', 'breathless', 'bars', 'rap']","[""yo'"", ""yo'"", ""yo'"", 'my', 'name', 'be', 'darth', 'vader', ""i'"", 'feel', 'like', ""i'"", 'need', ""to'"", 'puff', 'on', 'my', 'inhaler', ""i'"", 'am', ""no'"", 'rapper', 'but', 'that', 'be', 'some', 'sick', 'bar', 'breathless', 'bar', 'rap']",trust,2.0,0.742,amused,14.0,3.78955750811775,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
@RosieBalls I fear for the future of mankind,fear,0.87,fear,"['i', 'fear', 'for', 'the', 'future', 'of', 'mankind']","[""'i"", 'fear', 'for', ""the'"", 'future', 'of', 'mankind']",fear,1.0,0.828,inspired,3.0,0.6997233367624593,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit,fear,0.388,fear,"['so', 'much', 'terrible', 'music', 'playing', 'on', 'the', 'radio', 'has', 'started', 'to', 'make', 'me', 'wonder', 'weather', 'my', 'taste', 'in', 'music', 'is', 'good', 'or', 'just', 'completely', 'shit']","[""'so'"", 'much', 'terrible', 'music', 'play', 'of', 'and', ""the'"", 'radio', 'have', 'start', ""to'"", 'make', ""me'"", 'wonder', 'weather', 'my', 'taste', 'in', 'music', 'be', 'good', 'or', 'just', 'completely', 'shit']",joy,3.0,1.6840000000000002,inspired,15.0,2.679951709364065,1.0,1.0,8.0,0.0,1.0,0.0,joy,8.0
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,fear,0.688,fear,"['i', 'had', 'a', 'dream', 'that', 'i', 'dropped', 'my', 'iphone', '7', 'and', 'it', 'broke', 't_t', 'cry', 'i', 'phone7', 'nightmare']","[""'i"", 'have', ""a'"", 'dream', 'that', ""i'"", 'drop', 'my', 'iphone', '7', 'and', 'it', 'break', 't_t', 'cry', ""i'"", 'phone7', 'nightmare']",fear,2.0,1.266,inspired,8.0,1.2356188941472406,0.0,0.0,3.0,3.0,0.0,1.0,,0.0
Bout ta get my @dontbreathe on up in here! @WarrenTheaters  #icantholdmybreaththatlong,fear,0.438,fear,"['bout', 'ta', 'get', 'my', 'on', 'up', 'in', 'here', 'icantholdmybreaththatlong']","['bout', ""ta'"", 'get', 'my', 'of', 'and', 'up', 'in', 'here', 'icantholdmybreaththatlong']",anger,1.0,0.5,inspired,3.0,0.653280941027743,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,fear,0.6459999999999999,fear,"['how', 'many', 'sex', 'cases', 'u', 'need', 'before', 'u', 'guys', 'learn', 'uber', 'is', 'shocking', 'to', 'the', 'consumer', 'unregulated']","['how', 'many', 'sex', 'case', ""u'"", 'need', 'before', ""u'"", 'guy', 'learn', 'uber', 'be', 'shocking', ""to'"", ""the'"", 'consumer', 'unregulated']",anticipation,1.0,0.695,inspired,12.0,2.0513194866880355,0.0,0.0,7.0,1.0,2.0,0.0,joy,7.0
There goes the butterflies in my stomach. #nervous #anxietyproblems,fear,0.812,fear,"['there', 'goes', 'the', 'butterflies', 'in', 'my', 'stomach', 'nervous', 'anxietyproblems']","['there', 'go', ""the'"", 'butterfly', 'in', 'my', 'stomach', 'nervous', 'anxietyproblems']",anticipation,1.0,0.602,inspired,6.0,1.2024283691798228,0.0,0.0,1.0,0.0,0.0,1.0,,0.0
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me ,fear,0.521,fear,"['a', 'profoundly', 'disappointing', 'experience', 'i', 'have', '2', 'pay', 'almost', '500', '2', 'remedy', 'a', 'defect', 'n', 'the', 'product', 'sold', 'me']","['profoundly', 'disappointing', 'experience', ""i'"", 'have', '2', 'pay', 'almost', '500', '2', 'remedy', ""a'"", 'defect', 'and', 'the', 'product', 'sell', 'i']",anticipation,2.0,1.039,inspired,10.0,1.6365528885663894,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
@Phin_MacCool That’s shocking,fear,0.6459999999999999,fear,"['that', 'is', 'shocking']","['that', 'be', 'shocking']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,surprise,1.0
@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),fear,0.625,fear,"['how', 'long', 'ago', 'was', 'that', 'i', 'shudder', 'to', 'think']","['how', 'long', 'ago', 'be', 'that', ""i'"", 'shudder', ""to'"", 'think']",fear,1.0,0.578,amused,4.0,0.8302661277383399,0.0,0.0,3.0,0.0,1.0,1.0,joy,3.0
"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate ",fear,0.8540000000000001,fear,"['i', 'am', 'surrounded', 'by', 'those', 'trump', 'voters', 'you', 'are', 'right', 'it', 'is', 'fucking', 'terrifying', 'redstate']","[""'i"", 'be', 'surround', 'by', 'those', 'trump', 'voter', 'you', 'be', 'right', 'it', 'be', 'fuck', 'terrifying', 'redstate']",fear,1.0,0.9059999999999999,amused,10.0,1.9776958954309876,1.0,1.0,3.0,0.0,0.0,0.0,joy,3.0
"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",fear,0.621,fear,"['me', 'myself', 'and', 'i', '\\n', 'horror', 'movie', 'alone', 'again', 'tonight', 'maybe', 'a', 'zombie', 'would', 'eat', 'me', 'and', 'finish', 'my', 'life', 'game', 'already', 'i', 'wa', 'nt', 'gameover']","[""'me"", 'myself', 'and', ""i'"", '\\\\n', 'horror', 'movie', 'alone', 'again', 'tonight', 'maybe', 'a', 'zombie', 'would', 'eat', ""me'"", 'and', 'finish', 'my', 'life', 'game', 'already', 'i', ""wa'"", 'not', 'gameover']",sadness,2.0,1.319,inspired,14.0,2.665410599244851,1.0,1.0,9.0,2.0,1.0,0.0,joy,9.0
Jimmy Carr makes me want to cry and cry *shiver* #awful,fear,0.792,fear,"['jimmy', 'carr', 'makes', 'me', 'want', 'to', 'cry', 'and', 'cry', 'shiver', 'awful']","['jimmy', 'carr', 'make', ""me'"", 'want', ""to'"", 'cry', 'and', 'cry', 'shiver', 'awful']",sadness,3.0,1.682,inspired,8.0,1.5770582712495491,0.0,0.0,3.0,1.0,0.0,1.0,joy,3.0
"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay #nervous",fear,0.833,fear,"['i', 'walked', '3.4', 'miles', 'today', 'the', 'most', 'i', 'have', 'walked', 'since', 'i', 'got', 'rhabdo', 'going', 'back', 'to', 'work', 'tomorrow', 'here', 'is', 'to', 'hoping', 'it', 'goes', 'okay', 'nervous']","[""'i"", 'walk', '3.4', 'mile', 'today', ""the'"", 'most', ""i'"", 'have', 'walk', 'since', ""i'"", 'get', 'rhabdo', 'go', 'back', ""to'"", 'work', 'tomorrow', 'here', 'be', ""to'"", 'hope', 'it', 'go', 'okay', 'nervous']",anticipation,3.0,2.023,inspired,18.0,3.338036552449454,0.0,0.0,7.0,0.0,0.0,1.0,joy,7.0
@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,fear,0.438,fear,"['love', 'new', 'movie\\n', 'blair', 'witch', 'blairwitchproject', 'horror', 'movies']","['love', 'new', 'movie\\\\n', 'blair', 'witch', 'blairwitchproject', 'horror', 'movie']",fear,2.0,1.488,amused,7.0,1.6336981871244545,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,fear,0.667,fear,"['today', 'is', 'alarm', 'shows', 'how', 'unprepared', 'professors', 'and', 'students', 'are', 'when', 'it', 'comes', 'to', 'emergency', 'protocols', 'we', 'do', 'not', 'know', 'where', 'to', 'go']","['today', 'be', 'alarm', 'show', 'how', 'unprepared', 'professor', 'and', 'student', 'be', 'when', 'it', 'come', ""to'"", 'emergency', 'protocol', ""we'"", 'do', 'not', 'know', 'where', ""to'"", 'go']",fear,3.0,1.845,inspired,16.0,2.842955515363751,0.0,0.0,6.0,1.0,2.0,1.0,joy,6.0
"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",fear,0.6459999999999999,fear,"['jimmy_dore', 'raising', 'theboss', 'we', 'have', 'already', 'lost', 'our', 'country', 'and', 'our', 'government', 'to', 'oligarchs', 'but', 'their', 'fear', 'tactics', 'still', 'work', 'it', 'appears']","['jimmy', 'dore', 'raise', 'theboss', ""we'"", 'have', 'already', 'lose', ""our'"", 'country', 'and', ""our'"", 'government', ""to'"", 'oligarch', 'but', 'they', 'fear', 'tactic', 'still', 'work', 'it', 'appear']",fear,4.0,1.7969999999999997,dontcare,18.0,2.9990040815247205,1.0,1.0,6.0,2.0,0.0,1.0,joy,6.0
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",fear,0.396,fear,"['i', 'like', 'the', 'commercial', 'where', 'on', 'a', 'chocolate', 'milk', 'bender', 'steals', 'a', 'soccer', 'ball', 'from', 'some', 'guys', 'and', 'refuses', 'to', 'give', 'it', 'back', 'bully']","[""'i"", 'like', ""tha'"", 'commercial', 'where', 'on', ""a'"", 'chocolate', 'milk', 'bender', 'steal', 'a', 'soccer', 'ball', 'from', 'some', 'guy', 'and', 'refuse', ""to'"", 'give', 'it', 'back', 'bully']",sadness,2.0,1.234,amused,16.0,3.0466202394502284,0.0,0.0,8.0,1.0,2.0,0.0,joy,8.0
My favorite insult I get is from straight white men and it's usually 'tall/fat lesbian' 😂 You intimidated bro?,fear,0.354,fear,"['my', 'favorite', 'insult', 'i', 'get', 'is', 'from', 'straight', 'white', 'men', 'and', 'it', 'is', 'usually', 'tall', 'fat', 'lesbian', 'face_with_tears_of_joy', 'you', 'intimidated', 'bro']","['favorite', 'insult', ""i'"", 'get', 'be', 'from', 'straight', 'white', 'man', 'and', 'it', 'be', 'usually', 'tall', 'fat', 'lesbian', 'face_with_tears_of_joy', 'you', 'intimidate', 'bro']",disgust,3.0,1.299,inspired,14.0,2.523429645520834,0.0,0.0,4.0,2.0,2.0,0.0,joy,4.0
@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,fear,0.229,fear,"['yes', 'that', 'was', 'my', 'one', 'qualm', 'these', 'are', 'deeply', 'theological', 'issues', 'we', 'are', 'engaging', 'theologically']","['yes', 'that', 'be', 'my', 'one', 'qualm', 'these', 'be', 'deeply', 'theological', 'issue', ""we'"", 'be', 'engage', 'theologically']",trust,2.0,1.008,inspired,9.0,1.6171491937136993,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
@LeafyIsHere will showing off biceps scare you?,fear,0.417,fear,"['will', 'showing', 'off', 'biceps', 'scare', 'you']","['will', 'show', 'off', 'bicep', 'scare', 'you']",fear,1.0,0.8440000000000001,amused,5.0,1.4067769591739028,0.0,0.0,2.0,2.0,0.0,0.0,,0.0
Bayern Munich pitch is horrific,fear,0.542,fear,"['bayern', 'munich', 'pitch', 'is', 'horrific']","['bayern', 'munich', 'pitch', 'be', 'horrific']",fear,1.0,0.9690000000000001,inspired,4.0,0.8215114567514362,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,fear,0.458,fear,"['broken', 'policy', 'blasio', '&gt', 'trump', 'giuliani', ""'"", 'broken', 'windows', 'all', 'part', 'of', 'pecking', 'order', 'bully', 'politics', 'america', 'resist', 'motto']","['break', 'policy', 'blasio', '&gt', 'trump', 'giuliani', 'break', 'window', 'all', 'part', 'of', 'peck', 'order', 'bully', 'politics', 'america', 'resist', 'motto']",anger,3.0,1.281,amused,16.0,3.112569626761696,0.0,1.0,5.0,2.0,0.0,0.0,joy,5.0
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear",fear,0.531,fear,"['trump', 'is', 'afraid', 'of', 'the', 'big', 'bad', 'hillary', 'election', 'presidential', 'debate', 'presidential', 'election2016', 'orangehitler', 'skip', 'hide', 'coward', 'fear']","['trump', 'be', 'afraid', 'of', ""the'"", 'big', 'bad', 'hillary', 'election', 'presidential', 'debate', 'presidential', 'election2016', 'orangehitler', 'skip', 'hide', 'coward', 'fear']",fear,5.0,2.9219999999999997,amused,12.0,1.979574643659478,0.0,0.0,4.0,0.0,0.0,1.0,joy,4.0
Caballero's passing remains absolutely dreadful I see!,fear,0.52,fear,"['caballero', 'is', 'passing', 'remains', 'absolutely', 'dreadful', 'i', 'see']","['caballero', 'be', 'passing', 'remains', 'absolutely', 'dreadful', ""i'"", 'see']",disgust,2.0,1.1019999999999999,annoyed,6.0,0.9647953779869813,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare,fear,0.7,fear,"['my', 'husband', 'lost', '800', 'when', 'he', 'booked', 'an', 'apartment', 'through', 'that', 'did', 'not', 'exist', 'help', 'did', 'not', 'care', 'airbnbnightmare']","['husband', 'lose', '800', 'when', 'he', 'book', 'a', 'apartment', 'through', 'that', 'do', 'not', 'exist', 'help', 'do', 'not', 'care', 'airbnbnightmare']",sadness,2.0,1.134,inspired,9.0,1.7333584189548048,0.0,0.0,3.0,2.0,0.0,1.0,joy,3.0
i am SO anxious all the time leaving the house is horrid,fear,0.8540000000000001,fear,"['i', 'am', 'so', 'anxious', 'all', 'the', 'time', 'leaving', 'the', 'house', 'is', 'horrid']","[""'i"", 'be', ""so'"", 'anxious', 'all', ""the'"", 'time', 'leave', ""the'"", 'house', 'be', 'horrid']",sadness,3.0,1.328,dontcare,6.0,0.9105695897702418,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
I'm a walking ball of stress and anxiety lol,fear,0.833,fear,"['i', 'am', 'a', 'walking', 'ball', 'of', 'stress', 'and', 'anxiety', 'lol']","[""'i"", 'be', 'a', 'walking', 'ball', 'of', 'stress', 'and', 'anxiety', 'lol']",fear,2.0,1.033,amused,5.0,1.0656045597803923,0.0,0.0,1.0,0.0,0.0,2.0,fear,2.0
@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho ,fear,0.146,fear,"['check', 'out', 'the', 'article', 'on', 'on']","['check', 'out', ""the'"", 'article', 'of', 'and', 'of', 'and']",,0.0,0.0,inspired,2.0,0.3186815071685145,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
Yeah! Tonight it's time for the #weekend #mix @WildFM with @djkeanu and @RickWaltmann set your #alarm for 8pm #house #deephouse #ibiza,fear,0.2,fear,"['yeah', 'tonight', 'it', 'is', 'time', 'for', 'the', 'weekend', 'mix', 'with', 'and', 'set', 'your', 'alarm', 'for', '8', 'pm', 'house', 'deephouse', 'ibiza']","['yeah', 'tonight', 'it', 'be', 'time', 'for', ""the'"", 'weekend', 'mix', 'with', 'and', 'set', 'you', 'alarm', 'for', '8', ""'"", 'pm', 'house', 'deephouse', 'ibiza']",surprise,1.0,0.852,amused,10.0,1.8240306821564598,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",fear,0.271,fear,"['8', 'million', 'in', 'box', 'office', 'does', 'nt', 'do', 'this', 'movie', 'justice', 'political', 'or', 'not', 'snowden', 'movie', 'is', 'a', 'terrific', 'thriller', 'and', 'love', 'story']","['8', 'million', 'in', 'box', 'office', 'do', 'not', ""do'"", 'this', 'movie', 'justice', 'political', 'or', 'not', 'snowden', 'movie', 'be', ""a'"", 'terrific', 'thriller', 'and', 'love', 'story']",trust,2.0,1.4689999999999999,amused,12.0,2.104164841710411,1.0,1.0,6.0,1.0,0.0,0.0,joy,6.0
Why is it so windy? So glad I didn't ride my bike.  #wind,fear,0.462,fear,"['why', 'is', 'it', 'so', 'windy', 'so', 'glad', 'i', 'did', 'not', 'ride', 'my', 'bike', 'wind']","['why', 'be', 'it', ""so'"", 'windy', ""so'"", 'glad', ""i'"", 'do', 'not', 'ride', 'my', 'bike', 'wind']",joy,2.0,0.8899999999999999,inspired,5.0,1.195247026923445,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
