Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,joy,0.562,joy,"['i', 'love', 'mary', 'is', 'undying', 'optimism', 'you', 'could', 'present', 'her', 'with', 'dog', 'shite', 'and', 'she', 'would', 'find', 'something', 'good', 'to', 'say', 'gbbo']","['i', 'love', 'mary', 'be', 'undying', 'optimism', 'you', 'could', 'present', 'she', 'with', 'dog', 'shite', 'and', ""she'"", 'would', 'find', 'something', 'good', ""to'"", 'say', 'gbbo']",joy,5.0,2.7689999999999997,surprise,12.0,2.680136738714488,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
@Tweetermeyer The animated version was better,joy,0.08800000000000001,joy,"['the', 'animated', 'version', 'was', 'better']","[""the'"", 'animated', 'version', 'be', 'better']",joy,1.0,0.515,surprise,3.0,0.4851591432200087,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂 @grimmers @fionaradio @TinaDaheley,joy,0.66,joy,"['totes', 'had', 'to', 're-listen', 'to', 'the', 'endless', 'hilarity', 'that', 'was', 'tom', 'odell', 'is', 'raaar', 'this', 'morning', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']","['tote', 'have', ""to'"", 're', 'listen', ""to'"", ""the'"", 'endless', 'hilarity', 'that', 'be', 'tom', 'odell', 'be', 'raaar', 'this', 'morning', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy']",joy,3.0,1.1589999999999998,joy,8.0,1.7529855777649508,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another,joy,0.25,joy,"['white', 'pricks', 'that', 'were', 'laughing', 'at', 'your', 'use', 'of', 'language', 'will', 'not', 'be', 'crying', 'over', 'your', 'coffin', 'but', 'rejoicing', 'that', 'you', 'are', 'another']","['white', 'prick', 'that', 'be', 'laugh', 'at', 'you', 'use', 'of', 'language', 'will', 'not', ""be'"", 'crying', 'over', 'you', 'coffin', 'but', 'rejoicing', 'that', 'you', 'be', 'another']",joy,4.0,2.682,surprise,10.0,1.8384479142785002,0.0,0.0,8.0,3.0,0.0,0.0,joy,8.0
@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,joy,0.66,joy,"['book', '5', 'it', 'is', 'so', 'sprightly', 'fun', 'cuz', 'he', 'would', 'been', 'reinvigorated', 'by', 'the', 'harry', 'potter', 'series', 'i', 'am', 'not', 'kidding']","['book', '5', 'it', 'be', ""so'"", 'sprightly', 'fun', 'cuz', 'he', 'would', 'be', 'reinvigorate', 'by', ""the'"", 'harry', 'potter', 'series', ""i'"", 'am', 'not', 'kid']",joy,2.0,1.303,surprise,12.0,2.2464201537242046,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
Treat joy and laughter as a form of worship and spiritual warfare! #laughter #live #victory #worship,joy,0.625,joy,"['treat', 'joy', 'and', 'laughter', 'as', 'a', 'form', 'of', 'worship', 'and', 'spiritual', 'warfare', 'laughter', 'live', 'victory', 'worship']","['treat', 'joy', 'and', 'laughter', 'as', 'a', 'form', 'of', 'worship', 'and', 'spiritual', 'warfare', 'laughter', 'live', 'victory', 'worship']",joy,7.0,4.093,surprise,9.0,1.9461658384911455,1.0,1.0,7.0,1.0,0.0,0.0,joy,7.0
@BrianaBanksxoxo I send ya a few #playful nibbles 😉,joy,0.7,joy,"['i', 'send', 'ya', 'a', 'few', 'playful', 'nibbles', 'winking', 'face']","['i', 'send', ""ya'"", 'a', 'few', 'playful', 'nibble', 'winking', 'face']",joy,1.0,0.609,surprise,6.0,1.063333411916851,0.0,0.0,2.0,0.0,1.0,0.0,joy,2.0
@NHLstoreNYC  cheering for @TeamNA_WCH and @HC_Men,joy,0.66,joy,"['cheering', 'for', 'and']","['cheer', 'for', 'and']",joy,2.0,1.7560000000000002,surprise,2.0,0.5025935856840356,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious",joy,0.688,joy,"['it', 'is', 'not', 'that', 'the', 'man', 'did', 'not', 'know', 'how', 'to', 'juggle', 'he', 'just', 'did', 'not', 'have', 'the', 'balls', 'to', 'do', 'it', '\\nfunny', 'pun', 'punny', 'lol', 'hilarious']","['it', 'be', 'not', 'that', ""the'"", 'man', 'do', 'not', 'know', 'how', ""to'"", 'juggle', 'he', 'just', 'do', 'not', 'have', ""the'"", 'ball', ""to'"", ""do'"", 'it', '\\\\nfunny', 'pun', 'punny', 'lol', 'hilarious']",joy,1.0,0.672,disgust,9.0,1.5125477681151656,0.0,0.0,4.0,1.0,2.0,0.0,joy,4.0
@readanerd cheer up chuck😘,joy,0.24,joy,"['cheer', 'up', 'chuck', 'face_blowing_a_kiss']","['cheer', 'up', 'chuck', 'face_blowing_a_kiss']",joy,1.0,0.897,surprise,2.0,0.3814117559082187,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"So today, I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free",joy,0.625,joy,"['so', 'today', 'i', 'un', 'armed', 'my', 'silence', 'my', 'lungs', 'rejoice', 'in', 'freedom', 'my', 'insides', 'had', 'color', 'too', 'a', 'woman', 'counted', 'my', 'jawbone', 'became', 'a', 'razor', 'for', 'free']","[""'so'"", 'today', ""i'"", 'un', 'armed', 'my', 'silence', 'my', 'lung', 'rejoice', 'in', 'freedom', 'my', 'inside', 'have', 'color', 'too', 'a', 'woman', 'count', 'my', 'jawbone', 'become', 'a', 'razor', 'for', 'free']",joy,4.0,2.0440000000000005,surprise,19.0,3.2045753129328083,0.0,0.0,11.0,1.0,0.0,1.0,joy,11.0
LOVE LOVE LOVE #smile #fun #relaxationiskey,joy,0.74,joy,"['love', 'love', 'love', 'smile', 'fun', 'relaxationiskey']","['love', 'love', 'love', 'smile', 'fun', 'relaxationiskey']",joy,3.0,2.3659999999999997,surprise,3.0,0.7504293509515709,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
"Look at us, smiling in the photograph♪ You can see the secrets behind the fake smiles♪ (*・ω・*) (©FACT「a fact of life」)",joy,0.458,joy,"['look', 'at', 'us', 'smiling', 'in', 'the', 'photograph', 'you', 'can', 'see', 'the', 'secrets', 'behind', 'the', 'fake', 'smiles', 'copyright', 'fact', '「a', 'fact', 'of', 'life', '」']","['look', 'at', 'we', 'smile', 'in', ""the'"", 'photograph', 'you', 'can', 'see', ""the'"", 'secret', 'behind', ""the'"", 'fake', 'smile', 'copyright', 'fact', '「a', 'fact', 'of', 'life', ""'」""]",joy,4.0,2.782,surprise,14.0,2.558732332216367,1.0,1.0,9.0,0.0,1.0,0.0,joy,9.0
"Not by wrath does one kill, but by laughter.  Friedrich Nietzsche #friedrichnietzsche",joy,0.32,joy,"['not', 'by', 'wrath', 'does', 'one', 'kill', 'but', 'by', 'laughter', 'friedrich', 'nietzsche', 'friedrichnietzsche']","['not', 'by', 'wrath', 'do', 'one', 'kill', 'but', 'by', 'laughter', 'friedrich', 'nietzsche', 'friedrichnietzsche']",fear,2.0,1.5710000000000002,surprise,6.0,1.7891701631133738,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
Cross Party Group on Crofting meeting tonight in @ScotParl. Suspect it's going to be a lively meeting....,joy,0.396,joy,"['cross', 'party', 'group', 'on', 'crofting', 'meeting', 'tonight', 'in', 'suspect', 'it', 'is', 'going', 'to', 'be', 'a', 'lively', 'meeting']","['cross', 'party', 'group', 'on', 'crofting', 'meeting', 'tonight', 'in', 'suspect', 'it', 'be', 'go', ""to'"", ""be'"", 'a', 'lively', 'meeting']",joy,1.0,0.765,surprise,9.0,1.3316836739627667,2.0,1.0,2.0,0.0,0.0,1.0,,0.0
"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9",joy,0.625,joy,"['if', 'you', 'simply', 'act', 'out', 'of', 'kindness', 'strength', 'and', 'optimism', 'today', 'will', 'be', 'the', 'best', 'day', 'ever']","['if', 'you', 'simply', 'act', 'out', 'of', 'kindness', 'strength', 'and', 'optimism', 'today', 'will', ""be'"", 'the', 'best', 'day', 'ever']",joy,3.0,1.7469999999999999,surprise,9.0,1.8616155137160753,0.0,0.0,11.0,1.0,0.0,0.0,joy,11.0
@ashleynwinters I don't like the statement but I love the optimism,joy,0.48,joy,"['i', 'do', 'not', 'like', 'the', 'statement', 'but', 'i', 'love', 'the', 'optimism']","['i', ""do'"", 'not', 'like', ""the'"", 'statement', 'but', ""i'"", 'love', ""the'"", 'optimism']",joy,2.0,1.531,surprise,4.0,0.710849581374671,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
@mywrldsbl I can be your wolf if you want. Hihi~ ,joy,0.375,joy,"['i', 'can', 'be', 'your', 'wolf', 'if', 'you', 'want', 'hihi']","['i', 'can', ""be'"", 'you', 'wolf', 'if', 'you', 'want', 'hihi']",,0.0,0.0,surprise,2.0,0.3622804324841518,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
Be content .... Life is too short. ,joy,0.354,joy,"['be', 'content', 'life', 'is', 'too', 'short']","[""be'"", 'content', 'life', 'be', 'too', 'short']",joy,2.0,1.126,surprise,3.0,0.583572811266609,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
@hoemanda69 wtf is tenacious and jubilant,joy,0.312,joy,"['wtf', 'is', 'tenacious', 'and', 'jubilant']","[""'wtf"", 'be', 'tenacious', 'and', 'jubilant']",joy,1.0,0.9690000000000001,joy,3.0,0.5800800544310318,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
Great to meet @BrightonChoir @MJParanzino tonight. What a lively and enthusiastic bunch! Look forward to working with you again!,joy,0.82,joy,"['great', 'to', 'meet', 'tonight', 'what', 'a', 'lively', 'and', 'enthusiastic', 'bunch', 'look', 'forward', 'to', 'working', 'with', 'you', 'again']","[""'great"", ""to'"", 'meet', 'tonight', 'what', ""a'"", 'lively', ""and'"", 'enthusiastic', 'bunch', 'look', 'forward', ""to'"", 'work', 'with', 'you', 'again']",joy,1.0,0.875,surprise,10.0,1.9816464219250416,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
@Blancalanka96 thought it'd be fun and it is not fun but on the bright side I don't have to fight for parking,joy,0.34,joy,"['thought', 'it', 'would', 'be', 'fun', 'and', 'it', 'is', 'not', 'fun', 'but', 'on', 'the', 'bright', 'side', 'i', 'do', 'not', 'have', 'to', 'fight', 'for', 'parking']","['think', 'it', 'would', ""be'"", 'fun', 'and', 'it', 'be', 'not', 'fun', 'but', 'on', ""the'"", 'bright', 'side', 'i', 'do', 'not', 'have', ""to'"", 'fight', 'for', 'parking']",joy,1.0,0.7879999999999999,surprise,8.0,1.4560196174621214,0.0,0.0,8.0,1.0,1.0,0.0,joy,8.0
"Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy,0.46,joy,"['be', 'happy', 'not', 'because', 'everything', 'is', 'good', 'but', 'because', 'you', 'can', 'see', 'the', 'good', 'side', 'of', 'everything', 'optimism']","[""be'"", 'happy', 'not', 'because', 'everything', 'be', 'good', 'but', 'because', 'you', 'can', 'see', ""the'"", 'good', 'side', 'of', 'everything', 'optimism']",joy,3.0,2.038,surprise,6.0,1.3523300771669118,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,joy,0.72,joy,"['just', 'sitting', 'close', 'to', 'him', 'for', 'an', 'extended', 'period', 'of', 'time', 'was', 'exhilarating', 'because', 'he', 'is', 'so', 'beautiful', 'and', 'lively', 'lol']","['just', 'sit', 'close', ""to'"", 'he', 'for', ""an'"", 'extend', 'period', 'of', 'time', 'be', 'exhilarating', 'because', 'he', 'be', ""so'"", 'beautiful', 'and', 'lively', 'lol']",joy,1.0,0.7809999999999999,surprise,11.0,1.8976289644133437,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
For what a beautiful day. ,joy,0.64,joy,"['for', 'what', 'a', 'beautiful', 'day']","['for', 'what', ""a'"", 'beautiful', 'day']",joy,1.0,0.7809999999999999,surprise,2.0,0.4470122166972328,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
"Eve, Izzy, and Paige cheerfully sing songs together.",joy,0.6729999999999999,joy,"['eve', 'izzy', 'and', 'paige', 'cheerfully', 'sing', 'songs', 'together']","[""eve'"", 'izzy', 'and', 'paige', 'cheerfully', 'sing', 'song', 'together']",joy,2.0,1.123,surprise,8.0,2.1472171230419352,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
"All i want to do is to be successful, be cheerful and to be happy with @DominicHussein",joy,0.491,joy,"['all', 'i', 'want', 'to', 'do', 'is', 'to', 'be', 'successful', 'be', 'cheerful', 'and', 'to', 'be', 'happy', 'with']","['all', ""i'"", 'want', ""to'"", ""do'"", 'be', ""to'"", ""be'"", 'successful', ""be'"", 'cheerful', 'and', ""to'"", ""be'"", 'happy', 'with']",joy,3.0,2.3,surprise,4.0,0.8413389826870614,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",joy,0.6459999999999999,joy,"['i', 'wish', 'i', 'really', 'truly', 'wish', 'that', 'i', 'had', 'just', 'a', 'modicum', 'of', 'your', 'banter', 'hilarious']","[""'i"", 'wish', ""i'"", 'really', 'truly', 'wish', 'that', ""i'"", 'have', 'just', ""a'"", 'modicum', 'of', 'you', 'banter', 'hilarious']",joy,1.0,0.672,surprise,6.0,1.2192989948365995,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
My ukulele bag has fallen apart.  WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,joy,0.304,joy,"['my', 'ukulele', 'bag', 'has', 'fallen', 'apart', 'welll', 'at', 'least', 'my', 'life', 'has', 'not', 'yet', 'joys\\n\\nquote', 'problemsolving', 'behappy']","['ukulele', 'bag', 'have', 'fall', 'apart', 'welll', 'at', 'least', 'my', 'life', 'have', 'not', 'yet', 'joys\\\\n\\\\nquote', 'problemsolving', 'behappy']",joy,2.0,1.1720000000000002,surprise,8.0,1.1804500574442123,0.0,0.0,3.0,4.0,0.0,0.0,sadness,4.0
Life izn't about pleasing each others...😕\n\n #hell #with ,joy,0.154,joy,"['life', 'iz', ""n't"", 'about', 'pleasing', 'each', 'others', 'confused', 'face', 'hell', 'with']","['life', 'iz', 'not', 'about', 'pleasing', 'each', ""'other"", 'confused', 'face', 'hell', 'with']",joy,2.0,1.188,surprise,7.0,1.275520999744251,0.0,0.0,5.0,1.0,0.0,2.0,joy,5.0
"A cheerful heart is good medicine, but a broken spirit saps a person's strength.' {Proverbs 17:22} #WednesdayWisdom",joy,0.292,joy,"['a', 'cheerful', 'heart', 'is', 'good', 'medicine', 'but', 'a', 'broken', 'spirit', 'saps', 'a', 'person', 'is', 'strength', 'proverbs', '17:22', 'wednesday', 'wisdom']","['cheerful', 'heart', 'be', 'good', 'medicine', 'but', ""a'"", 'broken', 'spirit', 'sap', 'a', 'person', 'be', 'strength', 'proverb', '17:22', 'wednesday', 'wisdom']",joy,6.0,3.265,surprise,13.0,2.850816324047971,0.0,0.0,5.0,2.0,0.0,0.0,joy,5.0
@DavuuWart this is hilarious !!,joy,0.82,joy,"['this', 'is', 'hilarious']","['this', 'be', 'hilarious']",joy,1.0,0.672,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
@Bluebelle89 @lsmith855 liking the optimism,joy,0.54,joy,"['liking', 'the', 'optimism']","['liking', ""the'"", 'optimism']",joy,2.0,1.2650000000000001,surprise,2.0,0.46406176563878276,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
I turn 25 in two weeks. I am so happy. 24 was my darkest year yet. I am elated that I survived,joy,0.708,joy,"['i', 'turn', '25', 'in', 'two', 'weeks', 'i', 'am', 'so', 'happy', '24', 'was', 'my', 'darkest', 'year', 'yet', 'i', 'am', 'elated', 'that', 'i', 'survived']","['i', 'turn', '25', 'in', ""two'"", 'week', ""i'"", 'be', ""so'"", 'happy', '24', 'be', 'my', 'darkest', 'year', 'yet', ""i'"", 'am', 'elated', 'that', ""i'"", 'survive']",joy,2.0,1.682,surprise,11.0,1.9572923004954188,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
"No, just tweet pictures of four fictional characters who describe you. One should be an animated character. @sunshinessp411",joy,0.271,joy,"['no', 'just', 'tweet', 'pictures', 'of', 'four', 'fictional', 'characters', 'who', 'describe', 'you', 'one', 'should', 'be', 'an', 'animated', 'character']","[""no'"", 'just', 'tweet', 'picture', 'of', 'four', 'fictional', 'character', ""who'"", 'describe', 'you', 'one', 'should', ""be'"", 'a', 'animated', 'character']",joy,1.0,0.515,surprise,10.0,1.5329898444150845,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
Loving @Speechless_ABC so far. Just hilarious and @driverminnie is wonderful. #hilarious #Bravo 👏🏻👏🏻,joy,0.75,joy,"['loving', 'so', 'far', 'just', 'hilarious', 'and', 'is', 'wonderful', 'hilarious', 'bravo', 'clapping_hands', 'light_skin_tone', 'clapping_hands', 'light_skin_tone']","['loving', ""so'"", 'far', 'just', 'hilarious', 'and', 'be', 'wonderful', 'hilarious', ""bravo'"", 'clapping_hand', ""light_skin_tone'"", 'clapping_hand', 'light_skin_tone']",joy,3.0,2.414,surprise,5.0,0.9992827203103619,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
"Our tone of voice: we're like One Direction, we're thoughtful and timid, yet playful",joy,0.423,joy,"['our', 'tone', 'of', 'voice', 'we', 'are', 'like', 'one', 'direction', 'we', 'are', 'thoughtful', 'and', 'timid', 'yet', 'playful']","[""'our"", 'tone', 'of', 'voice', ""we'"", 'be', 'like', 'one', 'direction', ""we'"", 'be', 'thoughtful', 'and', 'timid', 'yet', 'playful']",joy,1.0,0.609,surprise,9.0,1.6569151773987756,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
Each day is what you make of it! #goals #challenges #business #goals #optimism #happy #success #photographer #photography #ThursdayThoughts,joy,0.423,joy,"['each', 'day', 'is', 'what', 'you', 'make', 'of', 'it', 'goals', 'challenges', 'business', 'goals', 'optimism', 'happy', 'success', 'photographer', 'photography', 'thursday', 'thoughts']","['each', 'day', 'be', 'what', 'you', 'make', 'of', 'it', 'goal', 'challenge', 'business', 'goal', 'optimism', 'happy', 'success', 'photographer', 'photography', 'thursday', 'thought']",joy,4.0,2.7569999999999997,surprise,15.0,3.484207206357208,0.0,0.0,8.0,0.0,2.0,0.0,joy,8.0
"don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.",joy,0.292,joy,"['do', ""n't"", 'be', 'with', 'some', 'just', 'because', 'they', 'try', 'to', 'drown', 'you', 'in', 'gifts', 'be', 'with', 'someone', 'who', 'makes', 'you', 'truly', 'happy', 'without', 'the', 'materialistic', 'things']","[""do'"", 'not', ""be'"", 'with', 'some', 'just', 'because', 'they', 'try', ""to'"", 'drow', 'you', 'in', 'gift', ""be'"", 'with', 'someone', ""who'"", 'make', 'you', 'truly', 'happy', 'without', ""the'"", 'materialistic', 'thing']",joy,3.0,1.8820000000000001,surprise,13.0,3.2399748365725,0.0,0.0,10.0,2.0,1.0,1.0,joy,10.0
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy,0.625,joy,"['watching', 'the', 'jubilant', 'scrum', 'at', 'the', 'end', 'of', 'the', 'day', 'and', 'remembering', 'they', 'are', 'all', 'still', 'kids', 'priceless']","['watch', ""the'"", 'jubilant', 'scrum', 'at', ""the'"", 'end', 'of', ""the'"", 'day', 'and', 'remembering', 'they', 'be', 'all', 'still', 'kid', 'priceless']",joy,3.0,2.125,surprise,11.0,2.4352415090693253,0.0,0.0,5.0,2.0,0.0,0.0,joy,5.0
"cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear.",joy,0.292,joy,"['cluck', 'cluck', 'cluck', 'wolf', 'wolf', 'wolf', 'chirp', 'chirp', 'chirp', 'is', 'all', 'i', 'ever', 'hear']","['cluck', 'cluck', 'cluck', 'wolf', 'wolf', 'wolf', 'chirp', 'chirp', 'chirp', 'be', 'all', 'i', 'ever', 'hear']",,0.0,0.0,surprise,5.0,0.8888555863245651,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
"As the birds begin to chirp, I try to sleep. #Jetlag",joy,0.12,joy,"['as', 'the', 'birds', 'begin', 'to', 'chirp', 'i', 'try', 'to', 'sleep', 'jetlag']","['s', 'the', 'bird', 'begin', ""to'"", 'chirp', ""i'"", 'try', ""to'"", 'sleep', 'jetlag']",,0.0,0.0,surprise,7.0,1.2566881959221197,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! 😊,joy,0.5579999999999999,joy,"['glad', 'you', 'gained', 'some', 'cheery', 'vibes', 'just', 'by', 'looking', 'at', 'our', 'happy', 'meal', 'smiling_face_with_smiling_eyes']","['glad', 'you', 'gain', 'some', 'cheery', 'vibe', 'just', 'by', 'look', 'at', 'we', 'happy', 'meal', 'smiling_face_with_smiling_eyes']",joy,5.0,2.963,surprise,10.0,1.9499729242738806,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
What an exhilarating last minute of overtime #WCH2016,joy,0.68,joy,"['what', 'an', 'exhilarating', 'last', 'minute', 'of', 'overtime', 'wch2016']","['what', 'a', 'exhilarating', 'last', 'minute', 'of', 'overtime', 'wch2016']",,0.0,0.0,surprise,4.0,0.8012363306240267,0.0,0.0,0.0,1.0,1.0,0.0,,0.0
It's hard to not cheer for team North America since US got taken out.,joy,0.375,joy,"['it', 'is', 'hard', 'to', 'not', 'cheer', 'for', 'team', 'north', 'america', 'since', 'us', 'got', 'taken', 'out']","['it', 'be', 'hard', ""to'"", 'not', 'cheer', 'for', 'team', 'north', 'america', 'since', 'we', 'get', 'take', 'out']",joy,1.0,0.897,surprise,11.0,1.8954325334587487,0.0,0.0,4.0,2.0,0.0,0.0,joy,4.0
At the end of the day you gotta be #happy for you.,joy,0.6,joy,"['at', 'the', 'end', 'of', 'the', 'day', 'you', 'got', 'ta', 'be', 'happy', 'for', 'you']","['at', 'the', 'end', 'of', ""the'"", 'day', 'you', 'get', ""ta'"", ""be'"", 'happy', 'for', 'you']",joy,1.0,0.7879999999999999,surprise,6.0,1.2465242007926995,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
"@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕",joy,0.938,joy,"['thank', 'you', 'so', 'much', 'gloria', 'you', 'are', 'so', 'sweet', 'and', 'thoughtful', 'you', 'just', 'made', 'my', 'day', 'more', 'joyful', 'i', 'love', 'you', 'too', 'smiling_face_with_smiling_eyes', 'two_hearts']","['thank', 'you', ""so'"", 'much', 'gloria', 'you', 'be', ""so'"", 'sweet', 'and', 'thoughtful', 'you', 'just', 'make', 'my', 'day', 'more', 'joyful', ""i'"", 'love', 'you', 'too', 'smiling_face_with_smiling_eyes', 'two_heart']",joy,3.0,2.332,surprise,10.0,2.0933515672366125,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO,joy,0.521,joy,"['val', 'reminds', 'me', 'of', 'one', 'of', 'the', 'cheerful', 'witches', 'that', 'looks', 'after', 'aurora', 'in', 'disney', 'is', 'sleeping', 'beauty', 'gbbo']","[""'val"", 'remind', ""me'"", 'of', 'one', 'of', ""the'"", 'cheerful', 'witch', 'that', 'look', 'after', 'aurora', 'in', 'disney', 'be', 'sleep', 'beauty', 'gbbo']",joy,2.0,1.527,surprise,14.0,2.5580369711752433,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass,joy,0.354,joy,"['do', ""n't"", 'put', 'famous', 'dex', 'in', 'a', 'tweet', 'with', 'breezy', 'lol', 'chris', 'is', 'that', 'guy', 'dex', 'a', 'bitch', 'lmao', 'n', 'music', 'ass']","[""do'"", 'not', 'put', 'famous', 'dex', 'in', ""a'"", 'tweet', 'with', 'breezy', 'lol', 'chris', 'be', 'that', 'guy', 'dex', ""a'"", 'bitch', 'lmao', 'and', 'music', 'ass']",anger,1.0,0.8029999999999999,surprise,11.0,1.8354380338769039,0.0,0.0,6.0,2.0,1.0,0.0,joy,6.0
@1xfly you sir are hilarious,joy,0.602,joy,"['you', 'sir', 'are', 'hilarious']","['you', 'sir', 'be', 'hilarious']",joy,1.0,0.672,surprise,2.0,0.3578710035095616,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
@madisenrb she's so sweet &amp; playful 😍,joy,0.7709999999999999,joy,"['she', 'is', 'so', 'sweet', 'playful', 'smiling_face_with_heart_eyes']","['she', 'be', 'so', 'sweet', 'playful', 'smiling_face_with_heart_eyes']",joy,2.0,1.234,surprise,2.0,0.43812201225749003,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
Best quote from a 7 in German - Almost #happy,joy,0.333,joy,"['best', 'quote', 'from', 'a', '7', 'in', 'german', 'almost', 'happy']","['best', 'quote', 'from', 'a', '7', 'in', 'german', 'almost', 'happy']",joy,1.0,0.7879999999999999,surprise,5.0,0.7297263282811028,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
"When you wake up from a dream laughing at something stupid, and that makes you laugh more ",joy,0.708,joy,"['when', 'you', 'wake', 'up', 'from', 'a', 'dream', 'laughing', 'at', 'something', 'stupid', 'and', 'that', 'makes', 'you', 'laugh', 'more']","['when', 'you', 'wake', 'up', 'from', 'a', 'dream', 'laugh', 'at', 'something', 'stupid', 'and', 'that', 'make', 'you', 'laugh', 'more']",joy,3.0,2.239,surprise,8.0,1.8290558264200416,0.0,0.0,7.0,0.0,1.0,0.0,joy,7.0
"You must be knowing #blithe means (adj.)  Happy, cheerful.",joy,0.583,joy,"['you', 'must', 'be', 'knowing', 'blithe', 'means', 'adj', 'happy', 'cheerful']","['you', 'must', ""be'"", 'know', ""blithe'"", 'mean', 'adj', 'happy', 'cheerful']",joy,2.0,1.694,surprise,8.0,1.8867480159019334,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
"I really love the customer service @LifeProof they're always so nice, helpful and cheerful !",joy,0.8079999999999999,joy,"['i', 'really', 'love', 'the', 'customer', 'service', 'they', 'are', 'always', 'so', 'nice', 'helpful', 'and', 'cheerful']","['i', 'really', 'love', ""the'"", 'customer', 'service', 'they', 'be', 'always', ""so'"", 'nice', 'helpful', 'and', 'cheerful']",joy,4.0,2.328,surprise,8.0,1.6914281715886714,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
