Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score
@aIakazamjackass been better. It's really stupid don't worry,fear,0.339,fear,"['been', 'better', 'it', 'is', 'really', 'stupid', 'do', 'not', 'worry']","['be', 'better', 'it', 'be', 'really', 'stupid', ""do'"", 'not', 'worry']",sadness,1.0,0.6409999999999999,4.0,0.4284733706622457,4.0,0.5509591674200186,4.0,0.29261981060810427,4.0,0.35591658310032437,4.0,0.3236159364841226,4.0,0.8328260569189374,surprise,4.0,0.8328260569189374
"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",fear,0.271,fear,"['ok', 'but', 'why', 'tomorrow', 'a', 'horrible', 'day', 'my', 'day', 'was', 'great']","[""'ok"", 'but', 'why', 'tomorrow', 'a', 'horrible', 'day', 'my', 'day', 'be', 'great']",anger,1.0,0.742,5.0,0.5426365080608833,5.0,0.63505629819323,5.0,0.3844437074320378,5.0,0.48786029482651894,5.0,0.5719196705045834,5.0,0.898123469488754,surprise,5.0,0.898123469488754
@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it #shocking,fear,0.479,fear,"['i', 'have', 'seen', 'a', 'bunch', 'of', 'that', 'on', 'another', 'twitter', 'feed', 'and', 'i', 'remember', 'you', 'had', 'an', 'opinion', 'on', 'it', 'shocking']","[""'i"", 'have', 'see', 'a', 'bunch', 'of', 'that', 'on', 'another', 'twitter', 'feed', 'and', ""i'"", 'remember', 'you', 'have', 'a', 'opinion', 'of', 'and', 'it', 'shocking']",,0.0,0.0,9.0,1.0394784015284384,9.0,1.2264807732445566,9.0,0.7465457430441722,9.0,0.8470349326611871,9.0,0.92260663351101,9.0,1.5131478831095624,surprise,9.0,1.5131478831095624
"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",fear,0.75,fear,"['lydiaaaa', 'we', 'were', 'the', 'only', 'ones', 'that', 'were', 'supposed', 'to', 'know', 'that', 'you', 'make', 'me', 'nervous', 'face_without_mouth']","[""'lydiaaaa"", ""we'"", 'be', ""the'"", 'only', 'one', 'that', 'be', 'suppose', ""to'"", 'know', 'that', 'you', 'make', ""me'"", 'nervous', 'face_without_mouth']",fear,1.0,0.469,7.0,0.8212987648945459,7.0,1.033407242481212,7.0,0.5340836381237407,7.0,0.6708576427515692,7.0,0.6266716545711335,7.0,1.3544695010706027,surprise,7.0,1.3544695010706027
I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...,fear,0.875,fear,"['i', 'hate', 'when', 'people', 'say', 'i', 'need', 'to', 'talk', 'to', 'you', 'or', 'we', 'need', 'to', 'talk', 'my', 'anxiety', 'immediately', 'goes', 'up']","[""'i"", 'hate', 'when', 'people', 'say', ""i'"", 'need', ""to'"", 'talk', ""to'"", 'you', 'or', ""we'"", 'need', ""to'"", 'talk', 'my', 'anxiety', 'immediately', 'go', 'up']",anger,2.0,1.172,9.0,1.1377735316401072,9.0,1.2681449882469766,9.0,0.8732875420440871,9.0,0.7961297034791951,9.0,0.9273600219712377,9.0,1.6531403332161698,surprise,9.0,1.6531403332161698
"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",fear,0.375,fear,"['as', 'a', 'historic', 'evangelical', 'i', 'wonder', 'if', 'the', 'donatists', 'had', 'a', 'point', 'what', 'dreadful', 'clergy', 'in', 'my', 'fmr.', 'circles']","[""'as"", ""a'"", 'historic', 'evangelical', ""i'"", 'wonder', 'if', ""the'"", 'donatist', 'have', 'a', 'point', 'what', 'dreadful', 'clergy', 'in', 'my', 'fmr.', 'circle']",sadness,1.0,0.797,8.0,0.9337214875736675,8.0,1.1566538447766543,8.0,0.5857453702927227,8.0,0.8397885298994512,8.0,0.6789749666970479,8.0,1.516698546431559,surprise,8.0,1.516698546431559
Need good vibes for my doctors appointment tomorrow! ,fear,0.625,fear,"['need', 'good', 'vibes', 'for', 'my', 'doctors', 'appointment', 'tomorrow']","[""'need"", 'good', 'vibe', 'for', 'my', 'doctor', 'appointment', 'tomorrow']",joy,2.0,0.926,8.0,0.8582016723554109,8.0,1.0964011869974424,8.0,0.6915415520616709,8.0,0.8936299167718083,8.0,0.7078517793105736,8.0,1.3538620911231065,surprise,8.0,1.3538620911231065
I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,fear,0.479,fear,"['i', 'seriously', 'hope', 'these', 'chances', 'celtic', 'are', 'missing', 'are', 'going', 'to', 'come', 'back', 'to', 'haunt', 'them', 'with', 'an', 'alloa', 'sucker', 'punch']","[""'i"", 'seriously', 'hope', 'these', 'chance', 'celtic', 'be', 'missing', 'be', 'go', ""to'"", 'come', 'back', ""to'"", 'haunt', 'they', 'with', 'a', 'alloa', 'sucker', 'punch']",fear,3.0,1.6949999999999998,13.0,1.3517490011714806,13.0,1.652925960371379,12.0,1.1039390914658678,13.0,1.3342497658252777,13.0,1.5524315615692685,13.0,2.231142244791745,surprise,13.0,2.231142244791745
Still salty about that fire alarm at 2am this morning.,fear,0.5,fear,"['still', 'salty', 'about', 'that', 'fire', 'alarm', 'at', '2', 'am', 'this', 'morning']","[""'still"", 'salty', 'about', 'that', 'fire', 'alarm', 'at', '2', 'am', 'this', 'morning']",fear,2.0,1.3239999999999998,5.0,0.5614019535444245,5.0,0.5992596984196678,5.0,0.8353349752873382,5.0,0.465438457341163,5.0,0.7584507790929851,5.0,0.6519634883962493,fear,5.0,0.8353349752873382
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016,fear,0.354,fear,"['even', 'the', 'painting', 'is', 'orange', 'terrible', 'election2016']","['even', ""tha'"", 'painting', 'be', 'orange', 'terrible', 'election2016']",anger,1.0,0.688,4.0,0.4269436200191753,4.0,0.5522874995380096,4.0,0.3452186005109419,4.0,0.3787001138341373,4.0,0.42470354993023157,4.0,0.785781989988696,surprise,4.0,0.785781989988696
Not setting an alarm to nap &gt;&gt;,fear,0.16,fear,"['not', 'setting', 'an', 'alarm', 'to', 'nap', '&gt', '&gt']","['not', 'setting', 'a', 'alarm', 'to', 'nap', '&gt', '&gt']",surprise,1.0,0.852,3.0,0.36208250621515653,3.0,0.321338959206539,3.0,0.3874063642398738,3.0,0.29258466466649596,3.0,0.3180501740255725,3.0,0.4717126393463672,surprise,3.0,0.4717126393463672
@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!,fear,0.312,fear,"['uplift', 'if', 'you', 'are', 'still', 'discouraged', 'it', 'means', 'ur', 'listening', 'to', 'the', 'wrong', 'voices', 'looking', 'to', 'the', 'wrong', 'source', 'look', 'to', 'the', 'lord']","[""'uplift"", 'if', 'you', 'be', 'still', 'discourage', ""it'"", 'mean', ""ur'"", 'listening', ""to'"", ""the'"", 'wrong', 'voice', 'look', ""to'"", ""the'"", 'wrong', 'source', 'look', ""to'"", 'the', 'lord']",joy,2.0,1.035,15.0,1.827190381904509,15.0,2.223986042325985,15.0,1.1840817300970248,15.0,1.601320739020465,15.0,1.33900410838123,15.0,3.0351880963725204,surprise,15.0,3.0351880963725204
the ending of how I met your mother is dreadful,fear,0.333,fear,"['the', 'ending', 'of', 'how', 'i', 'met', 'your', 'mother', 'is', 'dreadful']","[""the'"", 'end', 'of', 'how', ""i'"", 'meet', 'you', 'mother', 'be', 'dreadful']",sadness,2.0,0.8130000000000001,6.0,0.6438519605638453,6.0,0.8061232155566262,6.0,0.556235089573856,6.0,0.6474478550000152,6.0,0.64121593810377,6.0,1.0350600055143209,surprise,6.0,1.0350600055143209
"I don't know what's worse, the new Pizza Hut commercials or the pizza that Pizza Hut makes. #horrible",fear,0.312,fear,"['i', 'do', 'not', 'know', 'what', 'is', 'worse', 'the', 'new', 'pizza', 'hut', 'commercials', 'or', 'the', 'pizza', 'that', 'pizza', 'hut', 'makes', 'horrible']","['i', ""do'"", 'not', 'know', 'what', 'be', 'worse', ""the'"", 'new', 'pizza', 'hut', 'commercial', 'or', ""the'"", 'pizza', 'that', 'pizza', 'hut', 'make', 'horrible']",fear,2.0,1.218,10.0,1.1273464005315097,10.0,1.2386314818855513,10.0,0.9197352287019183,10.0,1.0129959838791367,10.0,0.9866441554860393,10.0,1.6717453786852507,surprise,10.0,1.6717453786852507
#TerrorStatePak @sardesairajdeep Pakistan invitadated 4 times in India and why we worry to invade our own land #PoK?  Which is disputed.,fear,0.604,fear,"['terror', 'state', 'pak', 'pakistan', 'invitadated', '4', 'times', 'in', 'india', 'and', 'why', 'we', 'worry', 'to', 'invade', 'our', 'own', 'land', 'po', 'k', 'which', 'is', 'disputed']","['terror', 'state', 'pak', 'pakistan', 'invitadate', '4', 'time', 'in', 'india', 'and', 'why', ""we'"", 'worry', ""to'"", 'invade', ""our'"", 'own', 'land', ""po'"", ""k'"", 'which', 'be', 'dispute']",fear,3.0,2.2969999999999997,13.0,2.3638329670526317,13.0,1.7743676433247046,13.0,1.6681470398801244,13.0,1.1062719735302322,13.0,1.3615736309604438,13.0,1.4812609019961307,anger,13.0,2.3638329670526317
I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill #nervous,fear,0.542,fear,"['i', 'wonder', 'if', 'corey', 'will', 'vote', 'for', 'nicole', 'snacole', 'b', 'b', '18', 'paulsgonnawin', 'finale', 'halfamill', 'nervous']","[""'i"", 'wonder', 'if', 'corey', 'will', 'vote', 'for', 'nicole', 'snacole', 'b', 'b', '18', 'paulsgonnawin', 'finale', 'halfamill', 'nervous']",joy,2.0,0.84,6.0,0.39945241901600126,6.0,0.5602742135056233,6.0,0.3423889439297363,6.0,0.652193117527213,6.0,0.4321164422857072,6.0,0.8328254115476221,surprise,6.0,0.8328254115476221
When you just want all the attention #cantsleep #nervous,fear,0.7709999999999999,fear,"['when', 'you', 'just', 'want', 'all', 'the', 'attention', 'cantsleep', 'nervous']","['when', 'you', 'just', 'want', 'all', ""the'"", 'attention', 'cantsleep', 'nervous']",fear,1.0,0.469,3.0,0.30455211471164273,3.0,0.39493803665313565,3.0,0.26801054686250914,3.0,0.2918071359161866,3.0,0.2603498734544333,3.0,0.6144137928397405,surprise,3.0,0.6144137928397405
The moment you bring her to meet your best friend and you're nervous af! 😬😆 #nervous #thefriendtest,fear,0.7709999999999999,fear,"['the', 'moment', 'you', 'bring', 'her', 'to', 'meet', 'your', 'best', 'friend', 'and', 'you', 'are', 'nervous', 'af', 'grimacing', 'face', 'grinning', 'squinting_face', 'nervous', 'thefriendtest']","[""the'"", 'moment', 'you', 'bring', 'she', ""to'"", 'meet', 'you', 'best', 'friend', 'and', 'you', 'be', 'nervous', 'af', 'grimace', 'face', 'grinning', 'squinting', 'face', 'nervous', 'thefriendtest']",joy,1.0,0.47100000000000003,12.0,1.224892671083713,12.0,1.938187662825355,11.0,0.6742466538251373,12.0,1.2747610318519187,12.0,1.351067461884937,12.0,2.005116733572691,surprise,12.0,2.005116733572691
Have to say that third City kit is fucking awful. Someone at Nike wants shooting.,fear,0.521,fear,"['have', 'to', 'say', 'that', 'third', 'city', 'kit', 'is', 'fucking', 'awful', 'someone', 'at', 'nike', 'wants', 'shooting']","['have', ""to'"", 'say', 'that', 'third', 'city', 'kit', 'be', 'fuck', 'awful', 'someone', 'at', 'nike', 'want', 'shooting']",fear,2.0,1.484,12.0,1.510789409009614,12.0,1.5099592411542069,12.0,1.1583529823482692,12.0,1.1082314158098914,12.0,1.1857352714265659,12.0,1.9856461824921499,surprise,12.0,1.9856461824921499
@scotydoesntkn0 start buying Death Wish Coffee and shake hands with espresso every now and then.,fear,0.333,fear,"['start', 'buying', 'death', 'wish', 'coffee', 'and', 'shake', 'hands', 'with', 'espresso', 'every', 'now', 'and', 'then']","[""'start"", 'buy', 'death', 'wish', 'coffee', 'and', 'shake', 'hand', 'with', 'espresso', 'every', 'now', 'and', 'then']",surprise,2.0,0.9219999999999999,11.0,1.073661033616015,11.0,1.3322080217419814,11.0,0.8576585255666013,11.0,1.248964341268871,11.0,1.0298013969832422,11.0,2.2653275400334794,surprise,11.0,2.2653275400334794
Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory,fear,0.146,fear,"['thoroughly', 'enjoying', 'ahs', 'tonight', 'ahs', 'americanhorrorstory']","['thoroughly', 'enjoy', 'ah', 'tonight', 'ah', 'americanhorrorstory']",joy,2.0,1.583,6.0,0.5281004167488412,6.0,0.9064581188699562,5.0,0.3847095543330289,6.0,0.7016936697359704,6.0,0.4157356116901786,6.0,1.0210545365013133,surprise,6.0,1.0210545365013133
You want  bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business,fear,0.333,fear,"['you', 'want', 'bad', 'service', 'use', 'frontier', 'they', 'have', 'terrible', 'service', 'go', 'to', 'a', 't&amp', 't', 'anybody', 'is', 'better', 'i', 'am', 'going', 'to', 'complain', 'to', 'better', 'business']","['you', 'want', 'bad', 'service', 'use', 'frontier', 'they', 'have', 'terrible', 'service', 'go', ""to'"", 'a', 't&amp', ""'t"", 'anybody', 'be', 'better', ""i'"", 'be', 'go', ""to'"", 'complain', ""to'"", 'better', 'business']",anger,3.0,1.6099999999999999,12.0,1.4292148454237288,12.0,1.7153727768796339,12.0,1.0771768595901041,12.0,1.1474295841943873,12.0,1.2520765948269,12.0,2.065546259391812,surprise,12.0,2.065546259391812
this girl at my new school is so pretty i am ,fear,0.208,fear,"['this', 'girl', 'at', 'my', 'new', 'school', 'is', 'so', 'pretty', 'i', 'am']","['this', 'girl', 'at', 'my', 'new', 'school', 'be', ""so'"", 'pretty', ""i'"", 'am']",joy,1.0,0.469,4.0,0.41291197082460696,4.0,0.47784992285533656,4.0,0.29391379575986765,4.0,0.4140992349149777,4.0,0.39750221014502485,4.0,0.7727940776127425,surprise,4.0,0.7727940776127425
"@gfunk85 @officialpes you must have been one of 'them'. Those that used long balls to win matches. Your reign of terror is over, accept it",fear,0.417,fear,"['you', 'must', 'have', 'been', 'one', 'of', 'them', 'those', 'that', 'used', 'long', 'balls', 'to', 'win', 'matches', 'your', 'reign', 'of', 'terror', 'is', 'over', 'accept', 'it']","['you', 'must', 'have', 'be', 'one', 'of', 'they', 'those', 'that', 'use', 'long', 'ball', ""to'"", 'win', 'match', 'you', 'reign', 'of', 'terror', 'be', 'over', 'accept', 'it']",fear,1.0,0.953,13.0,1.4409083450386637,13.0,1.6274664878914569,13.0,1.1225594146082878,13.0,1.6473911503448695,13.0,1.2589744927736852,13.0,2.3409140155694406,surprise,13.0,2.3409140155694406
"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one ",fear,0.433,fear,"['appointment', 'booked', 'between', '1', '6', 'today', 'waited', 'in', 'all', 'day', 'and', 'nobody', 'showed', 'up', 'also', 'requested', 'a', 'call', 'back', 'and', 'never', 'got', 'one']","['appointment', 'book', 'between', '1', ""'"", '6', 'today', 'wait', 'in', 'all', 'day', 'and', 'nobody', 'show', 'up', 'also', 'request', 'a', 'call', 'back', 'and', 'never', 'get', 'one']",,0.0,0.0,19.0,2.47586492140986,19.0,2.713481238482271,19.0,1.5301298853709417,19.0,2.0636383691358744,19.0,1.9125143696641043,19.0,3.09335763011495,surprise,19.0,3.09335763011495
Chart music is pretty much ALL the same.. #horrific,fear,0.375,fear,"['chart', 'music', 'is', 'pretty', 'much', 'all', 'the', 'same', 'horrific']","['chart', 'music', 'be', 'pretty', 'much', 'all', ""the'"", 'same', 'horrific']",joy,2.0,1.0,5.0,0.5611967613365256,5.0,0.5399873147374382,5.0,0.2860839103166966,5.0,0.5881811484283666,5.0,0.5295949406592848,5.0,0.8951528723743345,surprise,5.0,0.8951528723743345
@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,fear,0.438,fear,"['i', 'have', 'unsubscribed', '3', 'times', 'from', 'your', 'spam', 'emails', 'still', 'coming', 'stop', 'the', 'emails', 'avanquest', 'software', 'terrible']","[""'i"", 'have', 'unsubscribe', '3', ""'"", 'time', 'from', 'you', 'spam', 'email', 'still', 'come', 'stop', ""the'"", 'email', 'avanquest', 'software', 'terrible']",anger,2.0,0.969,12.0,1.5026762285225002,13.0,2.1302481597136147,11.0,1.177920304901396,13.0,1.2561204934332382,12.0,1.5814704290226087,12.0,1.6507322212506317,disgust,13.0,2.1302481597136147
"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films!  #horror",fear,0.271,fear,"['shriekfest', 'is', 'lining', 'up', 'volunteers', 'oct', '6', '9', 'only', 'serious', 'inquiries', 'please', 'shriekfest', 'see', 'free', 'films', 'horror']","['shriekfest', 'be', 'lining', 'up', 'volunteer', 'oct', '6', '9', 'only', 'serious', 'inquiry', 'please', 'shriekfest', 'see', 'free', 'film', 'horror']",fear,2.0,0.954,13.0,1.5705592891040372,13.0,1.6910850531716841,13.0,1.019969841062954,13.0,1.3126633277085347,13.0,1.348414057799761,13.0,2.485162770309086,surprise,13.0,2.485162770309086
and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets ,fear,0.491,fear,"['and', 'i', 'am', 'up', 'from', 'a', 'dream', 'where', 'i', 'said', 'something', 'really', 'retarded', 'on', 'twitter', 'and', 'it', 'got', 'like', '10000', 'retweets']","['and', ""i'"", 'be', 'up', 'from', 'a', 'dream', 'where', ""i'"", 'say', 'something', 'really', 'retarded', 'on', 'twitter', 'and', 'it', 'get', 'like', '10000', 'retweet']",joy,1.0,0.484,12.0,1.0832528258914487,12.0,1.4741959176558863,12.0,0.7793232667149538,12.0,1.1354315051834125,12.0,0.8068066558570006,12.0,2.040274166492125,surprise,12.0,2.040274166492125
searching for what pro and academic writers have to say about #writing #anxiety and #writersblock,fear,0.7290000000000001,fear,"['searching', 'for', 'what', 'pro', 'and', 'academic', 'writers', 'have', 'to', 'say', 'about', 'writing', 'anxiety', 'and', 'writersblock']","['search', 'for', 'what', 'pro', 'and', 'academic', 'writer', 'have', 'to', 'say', 'about', 'writing', 'anxiety', 'and', 'writersblock']",fear,1.0,0.594,9.0,1.0328439093804878,10.0,1.3967668968382958,10.0,0.8629779620178386,10.0,0.8989147109403687,10.0,1.1021801210925204,10.0,2.3936863744259673,surprise,10.0,2.3936863744259673
@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie,fear,0.229,fear,"['it', 'am', 'not', 'that', 'serious', 'h', 'o', 'uvs', 'n', 'e', 'igotbetterthingstodotonightthandie']","['it', 'be', 'not', 'that', 'serious', ""h'"", ""o'"", 'uv', 'and', 'e', ""'igotbetterthingstodotonightthandie""]",,0.0,0.0,2.0,0.22461318718576181,3.0,0.6168977074165988,3.0,0.3516803034292888,3.0,0.4641079817663481,3.0,0.17388071759596155,3.0,0.30944326436507813,disgust,3.0,0.6168977074165988
#BB18 Michelle crying  again #shocking #bitter He's  just not that into you 😢#TeamNicole,fear,0.521,fear,"['bb18', 'michelle', 'crying', 'again', 'shocking', 'bitter', 'he', 'is', 'just', 'not', 'that', 'into', 'you', 'crying', 'face', 'team', 'nicole']","['b', '18', 'michelle', 'crying', 'again', 'shocking', 'bitter', ""he'"", 'be', 'just', 'not', 'that', 'into', 'you', 'cry', 'face', 'team', 'nicole']",sadness,2.0,1.531,8.0,1.0728758101471692,8.0,1.0145675004501082,8.0,0.5362173459572708,8.0,0.7793277494347556,8.0,1.0011391011826214,8.0,1.4279494236866466,surprise,8.0,1.4279494236866466
"If you think you're good to go already, don't worry about it.",fear,0.208,fear,"['if', 'you', 'think', 'you', 'are', 'good', 'to', 'go', 'already', 'do', 'not', 'worry', 'about', 'it']","['if', 'you', 'think', 'you', 'be', 'good', ""to'"", ""go'"", 'already', ""do'"", 'not', 'worry', 'about', 'it']",sadness,1.0,0.6409999999999999,5.0,0.5772573541292556,5.0,0.7087954264698384,5.0,0.424909461227504,5.0,0.4992355865994854,5.0,0.43874001553018516,5.0,0.9892773214743875,surprise,5.0,0.9892773214743875
Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey,fear,0.866,fear,"['tho', 'we', 'have', 'not', 'talked', 'jeff', 'but', 'the', 'news', 'is', 'so', 'sad', 'and', 'shocking', 'r.i.p', 'jeffrey']","[""tho'"", ""we'"", 'have', 'not', 'talk', 'jeff', 'but', ""the'"", 'news', 'be', 'so', 'sad', 'and', 'shocking', 'r.i.p', 'jeffrey']",sadness,1.0,0.8440000000000001,8.0,0.9985491730495976,8.0,1.0992938826203933,8.0,0.5652762869587702,8.0,0.729514947408769,8.0,1.1273332879215938,8.0,1.113099719029968,sadness,8.0,1.1273332879215938
Gosh #anxiety attacks turning into #Panic attacks are fucking ugly ....,fear,0.833,fear,"['gosh', 'anxiety', 'attacks', 'turning', 'into', 'panic', 'attacks', 'are', 'fucking', 'ugly']","['gosh', 'anxiety', 'attack', 'turn', 'into', 'panic', 'attack', 'be', 'fuck', 'ugly']",fear,3.0,2.141,10.0,1.4381450851296567,10.0,1.3010044457975154,10.0,1.479398435992553,10.0,0.7758875539915181,10.0,0.9709060056997666,10.0,1.4921339014238757,surprise,10.0,1.4921339014238757
Annoyed with @TripAdvisorUK bullying me to download an app that eats my phone memory. Will seek alternative from now.  #tripadvisor,fear,0.521,fear,"['annoyed', 'with', 'bullying', 'me', 'to', 'download', 'an', 'app', 'that', 'eats', 'my', 'phone', 'memory', 'will', 'seek', 'alternative', 'from', 'now', 'tripadvisor']","['annoyed', 'with', 'bullying', ""me'"", ""to'"", 'download', 'a', 'app', 'that', 'eat', 'my', 'phone', 'memory', 'will', 'seek', 'alternative', 'from', 'now', 'tripadvisor']",anger,1.0,0.485,11.0,1.0754658991993638,11.0,1.4432057165673864,11.0,0.7717544929235512,11.0,1.190150583818826,11.0,0.8634064809315269,11.0,1.8464692155297975,surprise,11.0,1.8464692155297975
@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',fear,0.455,fear,"['so', 'you', 'mean', 'like', 'uber', 'but', 'for', 'despair', 'for', 'someone', 'other', 'than', 'the', 'driver']","['you', 'mean', 'like', 'uber', 'but', 'for', 'despair', 'for', 'someone', ""'other"", 'than', ""the'"", 'driver']",sadness,1.0,0.812,6.0,0.6544914447822205,6.0,0.9162114569885941,6.0,0.3527815802668275,6.0,0.5248636077845612,6.0,0.5946354841383891,6.0,1.0306725483521506,surprise,6.0,1.0306725483521506
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,fear,0.562,fear,"['when', 'my', '4', 'yo', 'is', 'gone', 'i', 'blast', 'gothcore', 'music', 'she', 'has', 'anxiety', 'i', 'can', 'not', 'listen', '2', 'it', 'around', 'her', 'bcuz', 'it', 'is', 'too', 'spooky', 'sigh']","['when', 'my', '4', ""yo'"", 'be', 'go', ""i'"", 'blast', 'gothcore', 'music', ""she'"", 'have', 'anxiety', ""i'"", 'can', 'not', 'listen', '2', 'it', 'around', 'she', 'bcuz', 'it', 'be', 'too', 'spooky', 'sigh']",sadness,4.0,1.371,10.0,0.9783320478108753,10.0,1.1611559608327733,10.0,1.1598575887926734,10.0,0.9995095583647101,10.0,1.103718298665114,10.0,1.6548437713480406,surprise,10.0,1.6548437713480406
Why do people gotta start so much drama ? Shoot me ☹️,fear,0.6459999999999999,fear,"['why', 'do', 'people', 'got', 'ta', 'start', 'so', 'much', 'drama', 'shoot', 'me', 'frowning', 'face']","['why', ""do'"", 'people', 'get', ""ta'"", 'start', ""so'"", 'much', 'drama', 'shoot', ""me'"", 'frowning', 'face']",anger,2.0,0.911,9.0,0.9653120315263529,10.0,1.3236160460497204,10.0,0.8229209734615921,10.0,1.0892507622424832,10.0,1.1705886467593107,10.0,1.922050330527943,surprise,10.0,1.922050330527943
Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,fear,0.708,fear,"['biggest', 'threat', '2', 'global', 'stability', 'climatechange', 'food', 'water', 'security', 'terrorism', 'russia', 'war', 'trump', 'clinton', 'geopolitics', 'korea', 'vwo']","['biggest', 'threat', '2', 'global', 'stability', 'climatechange', 'food', 'water', 'security', 'terrorism', 'russia', 'war', 'trump', 'clinton', 'geopolitics', 'korea', 'vwo']",fear,3.0,2.515,14.0,1.8611312172593495,14.0,1.8619087101469973,14.0,2.246237504086707,14.0,1.2634536648673595,14.0,1.4180285529167627,14.0,1.8801187866708329,fear,14.0,2.246237504086707
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",fear,0.25,fear,"['yo', 'yo', 'yo', 'my', 'name', 'is', 'darth', 'vader', 'i', 'feel', 'like', 'i', 'need', 'to', 'puff', 'on', 'my', 'inhaler', 'i', 'am', 'no', 'rapper', 'but', 'that', 'was', 'some', 'sick', 'bars', 'bars', 'rap']","[""yo'"", ""yo'"", ""yo'"", 'my', 'name', 'be', 'darth', 'vader', ""i'"", 'feel', 'like', ""i'"", 'need', ""to'"", 'puff', 'on', 'my', 'inhaler', ""i'"", 'am', ""no'"", 'rapper', 'but', 'that', 'be', 'some', 'sick', 'bar', 'bar', 'rap']",disgust,1.0,0.578,13.0,1.0225684635837513,13.0,1.5075285409890928,13.0,0.8945955759009304,14.0,1.422108479111919,13.0,0.8808952615990715,14.0,2.8789458158254173,surprise,14.0,2.8789458158254173
Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU,fear,0.396,fear,"['why', 'upping', 'rooms', 'makes', 'a', 'few', 'apprehend', 'leaving', 'out', 'charcoal', 'ownership', 'unzu']","['why', 'upp', 'room', 'make', 'a', 'few', 'apprehend', 'leave', 'out', 'charcoal', 'ownership', 'unzu']",sadness,2.0,0.594,11.0,2.5053039724895694,10.0,1.3624608128530202,10.0,1.0232076336306746,10.0,0.979801008763918,10.0,0.9572216869039795,10.0,1.424538302314826,anger,11.0,2.5053039724895694
@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day,fear,0.625,fear,"['i', 'went', 'thru', 'the', 'same', 'thing', 'yesterday', 'panic', 'better', '2', 'day']","['i', 'go', 'through', ""the'"", 'same', 'thing', 'yesterday', 'panic', 'better', '2', 'day']",fear,1.0,0.75,8.0,0.903218968820833,8.0,1.0507630282029443,8.0,0.8912637131660563,8.0,0.8289252553026455,8.0,0.8676180228783213,8.0,1.3611002348228045,surprise,8.0,1.3611002348228045
Fuckin restless,fear,0.667,fear,"['fuckin', 'restless']","['fuckin', 'restless']",,0.0,0.0,2.0,0.1499936544227076,2.0,0.5331302989968009,1.0,0.055651517838313284,2.0,0.1761360573260374,1.0,0.07683880072068798,1.0,0.3026554693392738,disgust,2.0,0.5331302989968009
Being shy is the biggest struggle of my life. 🙄,fear,0.542,fear,"['being', 'shy', 'is', 'the', 'biggest', 'struggle', 'of', 'my', 'life', 'face_with_rolling_eyes']","['be', 'shy', 'be', ""the'"", 'biggest', 'struggle', 'of', 'my', 'life', 'face_with_rolling_eyes']",fear,2.0,0.8590000000000001,4.0,0.3817174555097708,4.0,0.49701307537318884,4.0,0.3265135468760969,4.0,0.40661487092958604,4.0,0.39446535282751477,4.0,0.8720701263720096,surprise,4.0,0.8720701263720096
