ID,tweet,affect_dimension,intensity_score,sentiment,tweet_text
2017-En-20227,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",fear,0.667,fear,again profiling DOESNT discourage September 20 2016 1841 EDT terror TRUMP FAIL
2017-En-21198,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,fear,0.43799999999999994,fear,Awareness seek shelter Letgo Old habit of chasing desires resultin in anger fear worry Choose Satisfaction within Peace Relax
2017-En-20351,Sickness bug! #awful,fear,0.583,fear,Sickness bug awful
2017-En-20307,How I Murdered Your Mother #SpookyTv #horror,fear,0.625,fear,How I Murdered Your Mother SpookyTv horror
2017-En-20523,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,fear,0.521,fear,car rental you have made realize why I always use What a disgusted
2017-En-22231,I wish you stayed in Da Gump I'll make you panic like the last rapper,fear,0.402,fear,I wish you stayed in Da Gump Ill make you panic like the last rapper
2017-En-21173,@AttentiAlGatto LOL! Why would it scare me? It doesn't make any sense at all but it doesn't scare me! {chuckles},fear,0.292,fear,Laughing Out Loud Why would it scare me It doesnt make any sense at all but it doesnt scare me chuckles
2017-En-22016,okay false alarm it's working again,fear,0.20800000000000002,fear,okay false alarm its working again
2017-En-21669,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,fear,0.542,fear,Projection is perception See it in someone else You also at some level have that within you anger worry
2017-En-20199,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,fear,0.688,fear,I can never find the exact emoji that Im after at the exact moment that I need it panic
2017-En-22015,"Mary Berry - what's the icing on top of your Bakewell tart? It looks like horrid Mr Kipling, not something Derbyshire would recognise #GBBO",fear,0.36,fear,Mary Berry whats the icing on top of your Bakewell tart It looks like horrid Mr Kipling not something Derbyshire would recognise GBBO
2017-En-20091,She was so posh it frightened me. I'm still scared.,fear,0.81,fear,She was so posh it frightened me Im still scared
2017-En-20543,That last minute was like watching a horror show #GBBO 😥,fear,0.5,fear,That last minute was like watching a horror show GBBO disappointedbutrelievedface
2017-En-20378,@NaziaMemon01 yeah a terror packed terror supported speech..,fear,0.583,fear,yeah a terror packed terror supported speech
2017-En-21064,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church ,fear,0.22399999999999998,fear,bout to read this article Moving the Conversation Forwar Tongue sticking out cheeky playful or blowing a raspberry Homosexuality amp Christianity from someone in the foursquare church
2017-En-21889,"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing. #unhappy #mean #troubled #vile ",fear,0.542,fear,we know the truth about her the public is figuring it out Her words mean nothing unhappy mean troubled vile
2017-En-20508,@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details. #terrible #customerexperience,fear,0.521,fear,You got to b kidding me Anu from your firm responded when I sent the contact details terrible customerexperience
2017-En-21878,T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 !!!,fear,0.667,fear,T minus 10 hours till I meet with a designer who wants me to model his new fashion line grimacingface facewithoutmouth
2017-En-20412,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible,fear,0.562,fear,u shd b embrrssd u jack up my bp meds twice and it will still take 35 days Not express at all expressscripts horrible
2017-En-21158,@Evan_McMullin @TheBlazeRadio Classic SHITLIB bullshit. Create a horrible problem and then 'discuss' how to solve it. What a PIMP.,fear,0.43799999999999994,fear,Classic SHITLIB bullshit Create a horrible problem and then discuss how to solve it What a PIMP
2017-En-20209,"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",fear,0.688,fear,This is the first time Ive written anything on this series in over two years so Im checking back in for one last nightmare
2017-En-20046,@corruptmelon now im feeling the #worry,fear,0.8540000000000001,fear,now im feeling the worry
2017-En-20334,How can America be so openly embracing racism. #dismayed,fear,0.604,fear,How can America be so openly embracing racism dismayed
2017-En-21885,"*in the car with mariah, the bass is literally shaking the windows, hard rap blasting, no one is talking, looking straight ahead*",fear,0.375,fear,in the car with mariah the bass is literally shaking the windows hard rap blasting no one is talking looking straight ahead
2017-En-21093,Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,fear,0.188,fear,Hey no turn over after a kick way to go Texans Way to go Texans noheart
2017-En-20712,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear,0.41700000000000004,fear,goksfillyourhouseforfree should be retitled fill your house with old trash repainted shocking junk trash
2017-En-21986,"If children live with #ridicule, they learn to feel ",fear,0.542,fear,If children live with ridicule they learn to feel
2017-En-20982,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",fear,0.271,fear,Gonzaga not listed in the article but at 651 they have tremendous value they are top10 team for sure got everything you want
2017-En-21814,Marcus Roho is dreadful,fear,0.45799999999999996,fear,Marcus Roho is dreadful
2017-En-21991,I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack,fear,0.561,fear,I am a third year college student and and English major Today is the first time Ive ever written an essay without having a panic attack
2017-En-21865,Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,fear,0.875,fear,Go away please Im begging »»» depression anxiety worry fear sadness nDreams of joy and my baby to be foundSits on AndisBench
2017-En-20411,@rsiereilly my heart did the flutter,fear,0.562,fear,my heart did the flutter
2017-En-20493,"@tbergg1 mine are good rn, gonna be horrid after next week",fear,0.521,fear,mine are good rn gonna be horrid after next week
2017-En-22061,@chloemcaleese what a nightmare!,fear,0.792,fear,what a nightmare
2017-En-21799,"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN",fear,0.667,fear,Pakistan is ‘terrorist state carries out war crimes India to terrorism UN
2017-En-20994,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,fear,0.271,fear,Its better to be wetter than it is to be dry jesus christ Val dont be shy hen facewithtearsofjoy facewithtearsofjoy GBBO
2017-En-21613,Someone set off the fire alarm and I'm so angry because I was in the middle of moisturizing my elbows,fear,0.5,fear,Someone set off the fire alarm and Im so angry because I was in the middle of moisturizing my elbows
2017-En-21574,Danish pastries...oh know my nightmare! Old boots is a good description #GBBO,fear,0.562,fear,Danish pastriesoh know my nightmare Old boots is a good description GBBO
2017-En-20798,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂,fear,0.375,fear,awe man Im mad Im sitting here already cutting tulle and ribbon already facewithtearsofjoy
2017-En-21242,Southend players always haunt Man U,fear,0.41700000000000004,fear,Southend players always haunt Man U
2017-En-21460,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was ,fear,0.43799999999999994,fear,they never posted stuff like thisni mean i was able to scroll over it so it wasnt a big deal but it was
2017-En-20183,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati",fear,0.688,fear,The more videos post the more i am convinced i might should not have done that fear Brendonati
2017-En-21710,Can't even believe just seeing you set my anxiety off 🖕,fear,0.792,fear,Cant even believe just seeing you set my anxiety off middlefinger
2017-En-20458,Excited and nervous for Tuesday,fear,0.542,fear,Excited and nervous for Tuesday
2017-En-21933,Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet  #alwaysdelayed,fear,0.521,fear,Another day Another flight seenoevilmonkey I swear my last ever flight You take the LOVE out of flying easyjet alwaysdelayed
2017-En-20657,@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,fear,0.447,fear,its Bowers I went and drove it for a while this evening horrible
2017-En-22057,im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack,fear,0.875,fear,im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack
2017-En-20614,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear,0.45799999999999996,fear,Annoys me to about the Ortiz tribute too how would the Oriole fans and organization feel if Yanks did that to them awful
2017-En-21321,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety,fear,0.812,fear,Im going to get the weirdest thank you noteor worsetotal silence and no acknowledgement anxiety
2017-En-20045,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,fear,0.8540000000000001,fear,it would be great but what if the card crashes facescreaminginfear Its happened to me twice nightmare
2017-En-20518,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,fear,0.521,fear,Hope was an instinct only the reasoning human mind could kill An animal never knew despair
2017-En-20720,@Cinestrong something a cyber bully would say,fear,0.41700000000000004,fear,something a cyber bully would say
2017-En-21843,"@dburka I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else)  #comicsans",fear,0.33299999999999996,fear,Im not sure whats worse that or the use of Comic Sans on a website or anywhere else comicsans
2017-En-20449,"Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.",fear,0.542,fear,Approaching terrorism from an antiracism POV is futile instead promote prejudice towards racism That way we are all on the battlefield
2017-En-20908,That free kick from Rooney was awful,fear,0.33299999999999996,fear,That free kick from Rooney was awful
2017-En-21777,"@AlZeidenfeld @DavisMattek @FI_GPP_Quotes @LoughyFI @FantasyInsiders terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor",fear,0.406,fear,terrible handle but I owe whoever runs it a lot GPPHallMonitor
2017-En-21793,Caballero is shocking,fear,0.479,fear,Caballero is shocking
2017-En-21595,American horror story in bed 👌🏼,fear,0.41700000000000004,fear,American horror story in bed OKhand mediumlightskintone
2017-En-21341,Paranoia is a fear every races has,fear,0.68,fear,Paranoia is a fear every races has
2017-En-20109,"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott",fear,0.787,fear,When you wake up scroll through social media and another father was taken from his child nightmare everyday KeithLamontScott
2017-En-20361,onus is on Pakistan' : @MEAIndia after #Uri #terror attack,fear,0.583,fear,onus is on Pakistan after Uri terror attack
2017-En-22145,I'm so restless,fear,0.7290000000000001,fear,Im so restless
2017-En-20438,PM #SheikhHasina in @UN speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.,fear,0.5539999999999999,fear,PM SheikhHasina in speech terms terrorism as global challenge and urges world leaders to work together to unroot it from everywhere
2017-En-20647,@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?,fear,0.45799999999999996,fear,can you maybe break it down into smaller bits or space it out so it doesnt seem to daunting
2017-En-21192,And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,fear,0.68,fear,And I cried in front of my guy last night And its just been a horrible week but its only for a week
2017-En-20609,@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear,0.461,fear,I remember Joey slagging England players off bringing out books after crap tournamentssame samecrap player bully
2017-En-21753,My life is going downhill at an alarming rate,fear,0.7709999999999999,fear,My life is going downhill at an alarming rate
2017-En-20719,We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,fear,0.41700000000000004,fear,We Are Sourcennmindset philosophy thoughtsbecomethings news lifehacks fear you LIFE PleaseRT ProblemSolving
2017-En-20120,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,fear,0.7709999999999999,fear,Just had to reverse half way up the woods to collect the dog n Ive never even reverse parked in my life facewithrollingeyes nightmare
2017-En-21934,Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 ,fear,0.708,fear,Some of these fb comments andor tweets should make some people realize why black Americans feel the way they do flushedface
2017-En-22122,"@noveliciouss OMG, that's such a beautiful quote.  #amwriting",fear,0.083,fear,OMG thats such a beautiful quote amwriting
2017-En-21300,"@News24 #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met",fear,0.583,fear,FMF protesters arent interested in reasoned debate just intimidation violence amp disruption to get demands met
2017-En-20513,"@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠",fear,0.521,fear,Heard alarm 1 time in Germany today youFM TG finally and far far too late Germany always late w UK artists poutingface angryface
2017-En-21391,I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,fear,0.529,fear,I forgot BB18 was on tonight  that is how much the real world has been distracting me horrid 
2017-En-20606,@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear,0.47100000000000003,fear,yet you and all the other English pundits are afraid to criticise him
2017-En-21697,Back on my ,fear,0.10400000000000001,fear,Back on my
2017-En-20854,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ",fear,0.354,fear,thats me all the time I carry ginger candy peppermint oil and seabands at all times
2017-En-20567,Well this is flipping great! Flipping standstill on the freeway!  #stepofftheledge #youvegottobekiddingme,fear,0.48,fear,Well this is flipping great Flipping standstill on the freeway stepofftheledge youvegottobekiddingme
2017-En-22065,The anxiety I have right now😭😭😭,fear,0.938,fear,The anxiety I have right now loudlycryingface loudlycryingface loudlycryingface
2017-En-20744,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",fear,0.39799999999999996,fear,For a team as big as Bayern and the they like to play football their pitch is fucking dreadful Certainly no Emirates pitch anyway
2017-En-21978,The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,fear,0.6459999999999999,fear,The horrible puns for the day have been made I shall return to my cage in a dark corner by myself while crying amp laughing hysterical now
2017-En-21018,My goals are so big they scare small minds,fear,0.25,fear,My goals are so big they scare small minds
2017-En-21417,"@paige_christian awe man, when are you free then? ☹️️☹️️☹️️💘💘💘",fear,0.33299999999999996,fear,awe man when are you free then frowningface ️️ frowningface ️️ frowningface ️️ heartwitharrow heartwitharrow heartwitharrow
2017-En-20341,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol ,fear,0.604,fear,because there is a realistic probability that a clown might be their next president clown uspol
2017-En-21531,@LeeMorris7 I had no idea until I came off air directing at 7pm #shocking 😕,fear,0.479,fear,I had no idea until I came off air directing at 7pm shocking confusedface
2017-En-20159,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",fear,0.72,fear,every horror movie that frightened me as a child ie IT Halloween movies all of them nightmare on
2017-En-22221,"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfu…",fear,0.48,fear,BibleMotivate Are you worryingworriedn1Peter 57nThrow all your worry on him because he cares for youfaith leadership worry mindfu…
2017-En-20660,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",fear,0.43799999999999994,fear,Hello nThe bigger the bully the more crocodile tears Bullies always act like offended victims
2017-En-21679,@LucasDrakeH @realDonaldTrump @GenFlynn @RandPaul @trump2016fan terrorist attack and terrorism already exists in the history of islam.,fear,0.625,fear,terrorist attack and terrorism already exists in the history of islam
2017-En-21168,@joey_coops yes Hun! Avoid at all costs!! ,fear,0.389,fear,yes Hun Avoid at all costs
2017-En-21082,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. ",fear,0.188,fear,I like the commercial where on a chocolate milk bender steals a soccer ball from some guys and refuses to give it back
2017-En-20081,mm nothing like a good old fashioned panic induced cry on your living room floor,fear,0.812,fear,mm nothing like a good old fashioned panic induced cry on your living room floor
2017-En-21279,inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho,fear,0.20800000000000002,fear,inhas and seols banter is rly fun to read im in awe that seol is willing to deal with her tho
2017-En-21684,@InfluensterVox @irontekfit I love my #IronTekFit protein shake in the morning before yoga! #ESVoxbox,fear,0.25,fear,I love my IronTekFit protein shake in the morning before yoga ESVoxbox
2017-En-21305,#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,fear,0.292,fear,quote What You fear controls You Fear is not out in life but in ur mind Real difficulties can be overcome Cheryl Janecky
2017-En-22010,"@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/",fear,0.8079999999999999,fear,dreadful day at work n now im gonna be late for class n im covered in paint n now i have to work a night shift too Skeptical annoyed undecided uneasy or hesitant
2017-En-20468,@ChowdharyMahima Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism.,fear,0.542,fear,Appreciate ur half truth Dont let ur good judgement swayed in the realm of propaganda State doesnt sponsor terrorism
2017-En-20980,@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,fear,0.271,fear,their whole team is limited when theyre on the field terrible
2017-En-20146,What an actual nightmare,fear,0.7290000000000001,fear,What an actual nightmare
2017-En-21367,More #terror attacks on #India means something ominous for #Pakistan The current situation can't last long,fear,0.62,fear,More terror attacks on India means something ominous for Pakistan The current situation cant last long
2017-En-21733,On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife,fear,0.292,fear,On the last episode of MakingAMurderer poor Brendan glad they appeal it crime documentary reallife
2017-En-20110,hi my names anxiety and i have shaun,fear,0.7759999999999999,fear,hi my names anxiety and i have shaun
2017-En-21401,#Malaysian police arrest 4 people for suspected links to #terrorism including three #foreigners\n\n#Malaysia,fear,0.62,fear,Malaysian police arrest 4 people for suspected links to terrorism including three foreignersnnMalaysia
2017-En-20841,I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo,fear,0.354,fear,Ive used Dey Know as my alarm clock song throughout college RIPShawtyLo
2017-En-20052,"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",fear,0.8540000000000001,fear,bad news fam life is still hard and awful depression anxiety atleastIhaveBuffy
2017-En-20429,I'm afraid she's the goat you libeling people?  #goat #libeling,fear,0.562,fear,Im afraid shes the goat you libeling people goat libeling
2017-En-21855,"@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are #terrible",fear,0.5,fear,but what I am doing is in my control AvoidMMT you guys are terrible
2017-En-21892,Michael Carrick should start every game for United and England,fear,0.146,fear,Michael Carrick should start every game for United and England
2017-En-21072,"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.",fear,0.20800000000000002,fear,Its a good day at work when you get to shake Jim Lehrers hand Thanks Still kicking myself for being to shy to hug
2017-En-21501,8. sweater weather - the neighbourhood\ngirls/girls/boys - panic! at the disco,fear,0.45799999999999996,fear,8 sweater weather the neighbourhoodngirlsgirlsboys panic at the disco
2017-En-21318,I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy ,fear,0.5,fear,I can never find the exact emoji that Im after at the exact moment that I need it nuclear missilesnnIndianArmy
2017-En-21467,@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out #nervous,fear,0.812,fear,Connor said hes worried that Jack will steal his girls on a night out nervous
2017-En-21660,I'm so old next Friday. So super old😩💔 I dread birthdays,fear,0.6459999999999999,fear,Im so old next Friday So super old wearyface brokenheart I dread birthdays
2017-En-20095,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair,fear,0.792,fear,I seem to alternate between sleepfull and sleepless nights Tonight is a sleepless one confusedface insomnia anxiety notfair
2017-En-21028,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all ",fear,0.25,fear,hey yall announced it like immediately after I asked Nice Thanks yall
2017-En-21188,"But I was so intrigued by your style, boy.Always been a sucker for a wild boy #alarm -@AnneMarieIAm",fear,0.292,fear,But I was so intrigued by your style boyAlways been a sucker for a wild boy alarm
2017-En-22138,@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!,fear,0.271,fear,dont get discouraged its early on amp it can get overwhelming keep reading amp use cue cards smilingfacewithsmilingeyes itll get better
2017-En-20511,@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!,fear,0.521,fear,so you are astounded that I respect blacks to vote like any other human u talk so down towards them What bigotry on display
2017-En-21930,I have a fear of failure but no urge to be productive,fear,0.667,fear,I have a fear of failure but no urge to be productive
2017-En-22174,"—but he just can't. He feels tired but also restless. So here he now, scrolling his own music player, playing some music through his—",fear,0.354,fear,—but he just cant He feels tired but also restless So here he now scrolling his own music player playing some music through his—
2017-En-20750,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,fear,0.396,fear,Check out From Scotland gamer YouTuber vlogger designer animator artist TY for following The Wake horror horrorfilm
2017-En-22196,My roommate: it's okay that we can't spell because we have autocorrect.  #firstworldprobs,fear,0.16699999999999998,fear,My roommate its okay that we cant spell because we have autocorrect firstworldprobs
2017-En-21469,"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",fear,0.604,fear,we know the truth about her the public is figuring it out Her words mean nothing unhappy mean troubled vile bully
2017-En-21632,Why do I have such bad anxiety it's annoying,fear,0.917,fear,Why do I have such bad anxiety its annoying
2017-En-21149,"@JeffersonLake speaking of ex cobblers, saw Ricky Holmes at Charlton last week.. tracking back &amp; defending... I dread seeing Gorre on ball..",fear,0.41700000000000004,fear,speaking of ex cobblers saw Ricky Holmes at Charlton last week tracking back amp defending I dread seeing Gorre on ball
2017-En-20057,@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 ,fear,0.8540000000000001,fear,thanks Ryan amp Brad for scary the shit out of us in the first episode Dont think my heart will make it through the s6
2017-En-21040,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,fear,0.22899999999999998,fear,KA like the start of cake and then Like saying C if that makes sense loudlycryingface facewithtearsofjoy
2017-En-20134,I don't know how people can binge watch horror films ...ALONE!😓😰,fear,0.75,fear,I dont know how people can binge watch horror films ALONE facewithcoldsweat facewithopenmouthcoldsweat
2017-En-21055,At the end of the day I know that my kids will never worry about me leaving them 💕,fear,0.22899999999999998,fear,At the end of the day I know that my kids will never worry about me leaving them twohearts
2017-En-20127,Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂,fear,0.75,fear,Put my passport in a safe back after getting back from Australia globeshowingAsiaAustralia Only problem is now I cant remember where the safe is panic passportcontrol
2017-En-21376,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,fear,0.125,fear,The majority of my clients have family partner day job life AND write their beautiful books awe gratitude HARDwork
2017-En-21803,Chart music is pretty much ALL the same.. ,fear,0.125,fear,Chart music is pretty much ALL the same
2017-En-20172,"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear,0.708,fear,facewithstuckouttongueclosedeyes scared of their own horror story they wrote afraid of the terror they spread will europe start WW3 in 2017 anniversary of WW1
2017-En-20745,Starting not to give a fuck and stopped fearing the consequence,fear,0.396,fear,Starting not to give a fuck and stopped fearing the consequence
2017-En-21688,THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. #panic,fear,0.708,fear,THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP panic
2017-En-20203,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,fear,0.688,fear,Watching Paranormal Activity The Ghost Dimension Im not sure how I feel about it yet horror
2017-En-22216,"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies  #whereismyfurniture",fear,0.521,fear,tells me my order will ship on Sept 12 arriving by Sept 19 Today is the 22 neutralface lies whereismyfurniture
2017-En-21179,"@spencer0415 awe, I love you kid!!",fear,0.06,fear,awe I love you kid
2017-En-20576,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,fear,0.479,fear,Anyone else find anniversary windows 10 update 1607 a Complete nightmare
2017-En-20000,I feel like I am drowning. #depression #anxiety #falure #worthless,fear,0.9790000000000001,fear,I feel like I am drowning depression anxiety falure worthless
2017-En-21548,@ykrahs666 @HaiderAlAbadi @HassanRouhani %95 of Iraqi political was fighting with Iran against Iraq in 80s %99 of terror in Iraq is Iranian,fear,0.55,fear,95 of Iraqi political was fighting with Iran against Iraq in 80s 99 of terror in Iraq is Iranian
2017-En-22211,"@Sami749263491 yeah whatever, whahibbi are #muslims just a sect, as you know,  #islam is synonymous with #rape and #terrorism",fear,0.66,fear,yeah whatever whahibbi are muslims just a sect as you know islam is synonymous with rape and terrorism
2017-En-20631,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney",fear,0.45799999999999996,fear,just finally started homefronttherevolution what did you all do the story and gameplay terrible wasteofmoney
2017-En-20291,@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!,fear,0.625,fear,this individual is clearly trying 2 intimidate this LEO I see an issue here STOP CAUSING ISSUES by pushing limits
2017-En-20649,☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear,0.45799999999999996,fear,☊Focusing primarily on the person youre talking to rather than yourself and the impression youre making lessens social anxiety
2017-En-20442,can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 #nightmare,fear,0.542,fear,cant believe Mint fest is two days away and i hate my outfit wearyface wearyface seenoevilmonkey nightmare
2017-En-20391,jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,fear,0.565,fear,jesus ok an alarming percentage of my teachers ths year dont have a s ingle thoughtful bone in their bodies its gonna b an interesting yr
2017-En-21383,"@nicky57672 Hi! We are working towards your highlighted concern and we will keep you posted on same. Regards, Himani",fear,0.327,fear,Hi We are working towards your highlighted concern and we will keep you posted on same Regards Himani
2017-En-20764,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear,0.396,fear,Want to start a biker gang together when the GTA Online Biker DLC comes out
2017-En-22046,I've said it before and I'll say it again: It's God! All God! Only God!  #archippusawakening #entirelybyhisgrace,fear,0.125,fear,Ive said it before and Ill say it again Its God All God Only God archippusawakening entirelybyhisgrace
2017-En-21818,I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. ,fear,0.396,fear,I dont know what WiFiISP Rivertide Suites in Seaside Oregon uses But 53ms ping best I can get and a DL test wont complete
2017-En-20825,@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff,fear,0.375,fear,help only offering 6 moth warranty ps4pro truth ripoff
2017-En-21540,@virginmedia shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone.,fear,0.33299999999999996,fear,shocking service for your call centre staff this evening Transfer me and cut me off after waiting forever to speak to someone
2017-En-21021,@SusannahSpot I could pop round ,fear,0.25,fear,I could pop round
2017-En-20177,Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,fear,0.7,fear,Got to be up in 4 hours to go back to work cantsleep excited nervous
2017-En-22207,Onus is on #Pak to act against #terror groups which find safe havens and all types of support for cross border terror: #MEA,fear,0.667,fear,Onus is on Pak to act against terror groups which find safe havens and all types of support for cross border terror MEA
2017-En-20318,Late night #thoughts. Feeling #restless.,fear,0.615,fear,Late night thoughts Feeling restless
