Word	ErrorFrequency	CorrectFrequency	ErrorProbability
corrupts	0	1	0.0
marsh	0	3	0.0
cogitate	0	1	0.0
transport	1	112	0.008849557522123894
successfully	3	93	0.03125
muscat	0	7	0.0
prate	0	1	0.0
announces	0	4	0.0
microwave	0	142	0.0
heaven	0	42	0.0
bossing	0	1	0.0
retains	1	70	0.014084507042253521
incense	0	1	0.0
region	0	192	0.0
submersible	0	2	0.0
inject	0	2	0.0
dodoes	0	1	0.0
ancient	0	125	0.0
cleaned	0	218	0.0
goalposts	0	1	0.0
fought	0	40	0.0
socialize	0	43	0.0
wee	0	9	0.0
refrigeration	0	7	0.0
chorus	0	6	0.0
wales	0	12	0.0
gamblers	0	1	0.0
concession	0	1	0.0
droppings	0	1	0.0
brushing	0	84	0.0
coworker	0	32	0.0
insulation	0	6	0.0
terrorized	0	1	0.0
entering	0	55	0.0
apropos	0	1	0.0
elopes	0	1	0.0
calligraphy	0	1	0.0
swings	0	1	0.0
church	0	516	0.0
both	3	3880	7.725985063095545E-4
outs	0	4	0.0
rather	0	400	0.0
defended	0	5	0.0
elementary	1	1027	9.727626459143969E-4
deported	0	2	0.0
wordings	0	4	0.0
frank	0	243	0.0
eighths	0	1	0.0
increased	2	380	0.005235602094240838
basil	0	17	0.0
meteoric	0	1	0.0
ledgers	0	1	0.0
performances	0	26	0.0
affords	0	4	0.0
confirming	0	15	0.0
scent	0	8	0.0
seasonings	0	4	0.0
crocheted	0	1	0.0
literary	0	6	0.0
backdrops	0	1	0.0
immense	0	14	0.0
header	0	1	0.0
scar	0	4	0.0
feeds	0	202	0.0
refit	0	3	0.0
onset	0	1	0.0
empress	0	1	0.0
impartiality	0	1	0.0
whither	0	1	0.0
neglected	0	5	0.0
subtitle	0	8	0.0
generals	0	4	0.0
achieve	9	970	0.009193054136874362
turner	0	4	0.0
uncommon	0	11	0.0
cavity	0	1	0.0
pupil	0	36	0.0
incidentally	0	5	0.0
moppet	0	2	0.0
search	0	582	0.0
decipher	0	3	0.0
technologists	0	1	0.0
adventurers	0	2	0.0
calumnies	0	1	0.0
departure	3	226	0.013100436681222707
customs	2	400	0.004975124378109453
lockers	0	2	0.0
rude	0	223	0.0
chop	0	16	0.0
energized	0	1	0.0
wow	0	111	0.0
fled	0	43	0.0
those	2	2133	9.36768149882904E-4
chairman	0	18	0.0
blur	0	2	0.0
sensible	0	19	0.0
pernicious	0	3	0.0
supports	0	23	0.0
leans	0	1	0.0
unequally	0	1	0.0
rowdy	0	4	0.0
jolt	0	1	0.0
striving	0	9	0.0
turned	1	583	0.0017123287671232876
funding	0	8	0.0
reds	0	131	0.0
accordance	0	34	0.0
asserted	0	3	0.0
saddened	0	4	0.0
prey	0	3	0.0
profession	4	288	0.0136986301369863
scissors	0	17	0.0
her	2	11890	1.6818028927009755E-4
confrontations	0	2	0.0
rigorous	0	11	0.0
emphasizes	0	5	0.0
acceptability	0	1	0.0
scale	0	56	0.0
flan	0	4	0.0
pram	0	2	0.0
earth	0	241	0.0
nimble	0	3	0.0
collectively	0	2	0.0
recognized	0	98	0.0
gamble	0	6	0.0
routes	0	3	0.0
frequencies	0	2	0.0
importance	0	153	0.0
marines	0	8	0.0
lucrative	0	8	0.0
depths	0	5	0.0
helpless	0	5	0.0
doctrines	0	2	0.0
breakup	0	3	0.0
longs	0	24	0.0
slows	0	1	0.0
school	30	7882	0.0037917087967644083
hooligan	0	1	0.0
thriving	0	1	0.0
recuperation	0	1	0.0
prospective	0	18	0.0
cave	0	29	0.0
remarks	0	14	0.0
reinforced	0	3	0.0
altogether	1	21	0.045454545454545456
contrive	0	1	0.0
werewolves	0	1	0.0
dispensers	0	1	0.0
uphill	0	2	0.0
replicate	0	1	0.0
pate	0	2	0.0
uncles	0	164	0.0
consumed	0	6	0.0
moderator	0	1	0.0
visitors	0	112	0.0
unpleasant	2	79	0.024691358024691357
fluffy	1	9	0.1
termites	0	2	0.0
bets	0	7	0.0
raves	0	2	0.0
hit	1	927	0.0010775862068965517
faucet	0	6	0.0
awaked	0	2	0.0
hears	0	27	0.0
win	1	1356	7.369196757553427E-4
topmost	0	1	0.0
gets	1	924	0.001081081081081081
panicky	0	3	0.0
damned	0	2	0.0
regenerate	0	1	0.0
sit	3	1374	0.002178649237472767
gym	3	504	0.005917159763313609
widowed	0	6	0.0
minced	0	10	0.0
deliberately	0	6	0.0
nicks	0	1	0.0
crossword	0	8	0.0
dioxide	0	3	0.0
documentation	0	39	0.0
preparing	6	1099	0.005429864253393665
calibration	0	1	0.0
completely	2	485	0.004106776180698152
jogs	0	2	0.0
swish	0	1	0.0
iced	0	11	0.0
keeping	0	158	0.0
seventeenth	0	1	0.0
decay	0	3	0.0
cologne	0	67	0.0
terrain	0	4	0.0
brings	0	227	0.0
sketches	0	3	0.0
endowed	0	1	0.0
celerity	0	1	0.0
occasional	0	6	0.0
welfare	0	31	0.0
scholars	0	1	0.0
black	10	14310	6.983240223463687E-4
exploring	1	21	0.045454545454545456
fauna	0	8	0.0
livery	0	1	0.0
speedboat	0	2	0.0
habitation	0	3	0.0
largo	0	5	0.0
shuttle	0	94	0.0
mournful	0	1	0.0
plated	0	1	0.0
photos	9	1950	0.004594180704441042
necessity	1	65	0.015151515151515152
inestimable	0	1	0.0
pharaohs	0	3	0.0
locates	0	14	0.0
petites	0	1	0.0
approachable	0	2	0.0
supper	0	60	0.0
chew	0	240	0.0
penes	0	1	0.0
trump	0	1	0.0
broiling	0	1	0.0
supportive	0	26	0.0
scurf	0	5	0.0
doughnuts	0	2	0.0
deteriorates	0	29	0.0
miss	0	1135	0.0
mechanisms	0	2	0.0
swiped	0	3	0.0
fad	0	5	0.0
invoicing	0	3	0.0
discussing	0	48	0.0
intern	0	52	0.0
teenaged	0	1	0.0
bullfight	0	1	0.0
whilst	0	19	0.0
overcrowding	0	1	0.0
humanities	0	1	0.0
scattered	0	12	0.0
safe	1	634	0.0015748031496062992
multitasking	0	2	0.0
following	1	1176	8.496176720475786E-4
negotiations	0	24	0.0
fief	0	1	0.0
weigh	0	60	0.0
psychical	0	3	0.0
daughters	8	729	0.010854816824966078
wheelbarrow	0	2	0.0
spotted	0	10	0.0
horrendous	0	2	0.0
humbles	0	1	0.0
brutal	0	7	0.0
transit	0	8	0.0
accommodated	0	1	0.0
unable	0	106	0.0
mole	0	15	0.0
updating	0	60	0.0
magnificence	0	2	0.0
computers	13	6397	0.0020280811232449296
downfall	0	4	0.0
engineering	4	738	0.005390835579514825
aroused	0	3	0.0
svelte	0	1	0.0
toke	0	22	0.0
certifications	0	57	0.0
bananas	7	981	0.00708502024291498
dermatologist	0	1	0.0
unfolding	0	4	0.0
township	0	2	0.0
extremity	0	1	0.0
phrases	1	406	0.002457002457002457
rustics	0	1	0.0
epidemics	1	1	0.5
utilities	0	30	0.0
everybody	2	1243	0.001606425702811245
wages	0	35	0.0
policewoman	0	4	0.0
suave	0	1	0.0
chrysanthemum	0	1	0.0
godfather	0	9	0.0
matins	0	1	0.0
tat	0	4	0.0
overwhelmingly	0	2	0.0
unsuccessfully	0	5	0.0
jetty	0	1	0.0
fulfilling	0	11	0.0
dots	0	4	0.0
adds	0	67	0.0
sledding	0	2	0.0
alienation	0	2	0.0
visit	8	4574	0.001745962461807071
died	0	439	0.0
denunciations	0	3	0.0
morose	0	1	0.0
subsidy	1	1	0.5
helium	0	1	0.0
ties	0	421	0.0
racket	0	57	0.0
tether	0	3	0.0
viewpoint	0	7	0.0
precisely	0	25	0.0
singles	0	6	0.0
bonnier	0	2	0.0
popping	0	1	0.0
extraction	0	2	0.0
unprecedented	0	6	0.0
organic	0	38	0.0
ascending	0	4	0.0
out	5	11197	4.4634886627387967E-4
usher	0	2	0.0
politeness	0	10	0.0
story	0	3525	0.0
falsifications	0	1	0.0
ascendancy	0	1	0.0
retributions	0	1	0.0
nuance	0	1	0.0
supplements	0	10	0.0
kayaking	0	3	0.0
globally	0	9	0.0
wiping	0	19	0.0
excessive	1	13	0.07142857142857142
equaled	0	1	0.0
fidelity	0	4	0.0
winning	0	104	0.0
majors	0	8	0.0
misanthropic	0	1	0.0
trusts	0	9	0.0
cassette	1	1	0.5
interactively	0	1	0.0
incidental	0	2	0.0
peach	0	32	0.0
stayed	0	410	0.0
criminally	0	1	0.0
blouses	5	199	0.024509803921568627
dignified	0	1	0.0
abused	0	11	0.0
huh	0	10	0.0
machining	0	7	0.0
winds	0	62	0.0
slanderous	0	4	0.0
modernist	0	2	0.0
activities	3	1465	0.0020435967302452314
medications	0	34	0.0
vow	0	3	0.0
squander	0	1	0.0
productions	0	21	0.0
envy	0	35	0.0
tasting	0	17	0.0
educating	0	4	0.0
cigaret	0	2	0.0
foots	0	23	0.0
hurts	0	88	0.0
proposing	0	14	0.0
venue	0	31	0.0
thanksgiving	0	3	0.0
helplessly	0	2	0.0
reusable	0	1	0.0
muddled	0	1	0.0
hooping	0	1	0.0
vagrant	0	1	0.0
salesman	0	168	0.0
hippies	0	2	0.0
maker	0	31	0.0
chemist	0	31	0.0
kin	0	12	0.0
tost	0	6	0.0
cheerleader	0	1	0.0
waved	0	22	0.0
revealed	1	60	0.01639344262295082
investigated	0	20	0.0
distrust	0	3	0.0
standings	0	2	0.0
brushed	0	3	0.0
reluctantly	0	1	0.0
tattle	0	1	0.0
paralyzed	0	5	0.0
countable	0	3	0.0
tracts	0	4	0.0
statement	0	270	0.0
severe	0	41	0.0
document	1	308	0.003236245954692557
longtime	0	4	0.0
muscular	0	12	0.0
truck	0	72	0.0
adult	0	95	0.0
melancholic	0	6	0.0
leathers	0	3	0.0
sensationalism	0	1	0.0
businesses	0	91	0.0
rheumatic	0	1	0.0
urine	0	1	0.0
attendant	4	403	0.009828009828009828
adhered	0	2	0.0
pretending	0	14	0.0
quilting	0	1	0.0
savanna	0	3	0.0
loathe	0	1	0.0
potty	0	1	0.0
skates	0	4	0.0
afterward	0	17	0.0
ancestors	0	6	0.0
taxes	1	90	0.01098901098901099
treated	1	204	0.004878048780487805
fastness	0	1	0.0
fortified	0	1	0.0
rudeness	0	3	0.0
contrary	1	109	0.00909090909090909
subsequently	0	8	0.0
liner	0	16	0.0
vigilance	0	4	0.0
sentimentally	0	1	0.0
spatial	0	1	0.0
speakers	0	66	0.0
undergo	0	8	0.0
remaining	0	60	0.0
opt	0	4	0.0
talkative	0	28	0.0
protections	0	3	0.0
nominations	0	9	0.0
accolades	0	1	0.0
convention	1	5	0.16666666666666666
chillies	0	2	0.0
receptions	0	2	0.0
sword	0	10	0.0
supposing	0	1	0.0
unspoken	0	3	0.0
fatuous	0	1	0.0
commodities	0	17	0.0
beets	0	4	0.0
lavender	0	8	0.0
wrists	0	2	0.0
abductor	0	1	0.0
macintosh	0	6	0.0
recruiting	1	88	0.011235955056179775
rejuvenates	0	2	0.0
freezer	0	16	0.0
stink	0	1	0.0
eaten	0	101	0.0
foodstuff	0	3	0.0
cancer	0	68	0.0
mornings	0	72	0.0
dismantled	0	1	0.0
overbooked	0	8	0.0
significantly	0	39	0.0
inflexible	0	2	0.0
reminder	0	19	0.0
certifies	0	1	0.0
impossibility	0	2	0.0
wreck	0	8	0.0
aspirins	0	9	0.0
turbine	0	7	0.0
deepest	0	7	0.0
attractive	2	231	0.008583690987124463
ninety	4	90	0.0425531914893617
winners	0	27	0.0
alarmed	0	5	0.0
lubrication	0	1	0.0
antibiotics	0	103	0.0
folding	0	4	0.0
dim	0	7	0.0
address	25	499	0.04770992366412214
orthodontist	0	2	0.0
gauze	0	2	0.0
panda	0	33	0.0
depress	0	4	0.0
hygiene	0	23	0.0
centennial	0	1	0.0
hardy	0	13	0.0
obviousness	0	1	0.0
coils	0	1	0.0
predictable	1	11	0.08333333333333333
mates	0	34	0.0
divisional	0	1	0.0
raucous	0	1	0.0
ups	0	12	0.0
assess	0	61	0.0
damp	0	3	0.0
scientifically	0	2	0.0
rose	1	420	0.0023752969121140144
rents	0	26	0.0
shellfish	0	4	0.0
thrones	0	6	0.0
restaurant	98	8026	0.0120630231413097
surface	0	69	0.0
masks	0	3	0.0
sibling	0	6	0.0
perdition	0	3	0.0
benchmark	0	2	0.0
suited	0	63	0.0
talking	2	1449	0.0013783597518952446
enchanted	0	3	0.0
geometry	0	1	0.0
onshore	0	5	0.0
clean	1	3351	2.983293556085919E-4
confine	0	1	0.0
diplomats	0	2	0.0
handshaking	0	2	0.0
letters	1	134	0.007407407407407408
relate	0	54	0.0
gravity	0	1	0.0
junior	0	313	0.0
intentional	0	6	0.0
spending	0	354	0.0
condemned	0	8	0.0
toothbrushes	0	1	0.0
polled	0	1	0.0
driver	0	276	0.0
parsley	0	3	0.0
python	0	3	0.0
compel	0	4	0.0
craze	0	4	0.0
installations	0	10	0.0
stagnant	0	7	0.0
beneficiary	0	2	0.0
foreground	0	1	0.0
reinterpret	0	1	0.0
disable	0	2	0.0
trustworthy	0	24	0.0
sitar	0	1	0.0
midst	0	28	0.0
piggyback	0	1	0.0
regenerative	0	1	0.0
microwaved	0	1	0.0
mars	0	37	0.0
graders	0	1	0.0
unbelievable	1	112	0.008849557522123894
incalculable	0	1	0.0
optimal	0	8	0.0
unbearable	0	13	0.0
primates	0	10	0.0
unfinished	0	1	0.0
sheepskin	0	2	0.0
quotations	0	3	0.0
moll	0	1	0.0
calculators	0	2	0.0
sparks	0	6	0.0
testified	0	4	0.0
chapter	0	31	0.0
subcontractors	0	1	0.0
streak	0	2	0.0
trice	0	1	0.0
concentrates	0	5	0.0
doormen	0	1	0.0
mote	0	1	0.0
husband	54	5087	0.010503793036374246
blame	0	48	0.0
pale	0	15	0.0
sewed	0	1	0.0
sail	1	127	0.0078125
booklets	0	2	0.0
exceeds	0	6	0.0
brainstorming	0	14	0.0
socially	0	12	0.0
tunnels	0	1	0.0
yoke	0	3	0.0
insure	0	22	0.0
standpoint	0	15	0.0
ridiculous	1	42	0.023255813953488372
melted	1	18	0.05263157894736842
awhile	0	4	0.0
hated	0	38	0.0
seduce	0	3	0.0
anthologies	0	1	0.0
heartily	0	5	0.0
moons	0	2	0.0
vulgar	0	2	0.0
collocation	0	5	0.0
heads	0	34	0.0
achieved	2	141	0.013986013986013986
biochemistry	0	17	0.0
changed	1	876	0.0011402508551881414
peppers	0	49	0.0
monetary	0	4	0.0
hiker	0	1	0.0
scooter	0	5	0.0
override	0	2	0.0
pearls	0	2	0.0
ref	0	2	0.0
instinctive	1	2	0.3333333333333333
fairy	0	186	0.0
intermediate	2	119	0.01652892561983471
sequential	0	1	0.0
shattered	0	3	0.0
margarita	0	48	0.0
prawns	0	7	0.0
reversing	0	2	0.0
insensitive	1	35	0.027777777777777776
manufacturer	0	27	0.0
conceptually	0	1	0.0
penetration	0	2	0.0
usages	0	1	0.0
fringes	0	1	0.0
inside	0	866	0.0
theoretical	1	15	0.0625
lacking	0	32	0.0
wrongs	0	6	0.0
felicity	0	7	0.0
nuns	0	3	0.0
taxation	0	8	0.0
proletarian	0	1	0.0
reassuring	0	2	0.0
dusk	0	6	0.0
glowing	0	3	0.0
lounge	1	127	0.0078125
charming	0	60	0.0
swans	0	7	0.0
subdivisions	0	1	0.0
scientists	0	32	0.0
precedent	0	4	0.0
wen	0	62	0.0
unanimous	0	3	0.0
acknowledgement	0	2	0.0
dispensable	0	1	0.0
gravely	0	2	0.0
histories	0	31	0.0
dressings	0	1	0.0
wage	0	88	0.0
pregnant	1	220	0.004524886877828055
predator	0	1	0.0
farmer	0	106	0.0
intoxicating	0	1	0.0
canary	0	8	0.0
joystick	0	2	0.0
tinning	0	1	0.0
airtight	0	1	0.0
moderate	0	19	0.0
synthesized	0	1	0.0
pebble	0	3	0.0
rote	0	5	0.0
drove	1	87	0.011363636363636364
empowered	0	1	0.0
emission	0	5	0.0
sophisticated	0	35	0.0
loot	0	9	0.0
zoos	0	29	0.0
chatted	0	7	0.0
undulate	0	1	0.0
reciprocate	0	4	0.0
temporally	0	1	0.0
conceive	0	3	0.0
uptight	0	1	0.0
grandchildren	1	54	0.01818181818181818
burgers	0	8	0.0
kiss	0	334	0.0
glades	0	1	0.0
hone	0	6	0.0
spiritually	0	4	0.0
pattern	0	22	0.0
quotas	0	2	0.0
diver	0	25	0.0
fifty	11	1416	0.007708479327259986
tribulation	0	1	0.0
rules	3	555	0.005376344086021506
addressing	0	8	0.0
showing	0	200	0.0
organizational	1	31	0.03125
journal	1	25	0.038461538461538464
imminent	0	1	0.0
robed	0	4	0.0
tools	0	196	0.0
cell	0	149	0.0
refusal	0	10	0.0
adjust	1	85	0.011627906976744186
equates	0	1	0.0
responded	0	50	0.0
gospel	0	51	0.0
twentieth	0	6	0.0
favoring	0	1	0.0
flashes	0	3	0.0
worsens	0	1	0.0
blazing	0	1	0.0
delay	0	149	0.0
quotient	0	2	0.0
spare	0	185	0.0
elites	0	1	0.0
action	0	472	0.0
blanket	1	94	0.010526315789473684
ale	0	43	0.0
tsars	0	1	0.0
retinal	0	9	0.0
grips	0	1	0.0
electrically	0	1	0.0
mines	0	10	0.0
thees	0	16	0.0
consistent	0	78	0.0
consecutive	0	8	0.0
farmers	0	23	0.0
contributes	0	3	0.0
stimulant	0	6	0.0
qualify	0	19	0.0
cruiser	0	15	0.0
pork	0	202	0.0
bad	1	2934	3.4071550255536625E-4
awesome	2	438	0.004545454545454545
platoon	0	3	0.0
electricians	0	1	0.0
neutral	0	31	0.0
proportionate	0	1	0.0
birds	2	2402	8.319467554076539E-4
theatre	2	135	0.014598540145985401
running	4	1845	0.002163331530557058
stinks	0	1	0.0
fabulous	1	137	0.007246376811594203
pecking	0	1	0.0
firming	0	1	0.0
capably	0	1	0.0
rover	0	2	0.0
economic	0	229	0.0
alleged	0	17	0.0
legion	0	2	0.0
sticking	0	9	0.0
sinister	0	1	0.0
hypocritically	0	1	0.0
nigh	0	27	0.0
present	2	1260	0.001584786053882726
superiors	0	16	0.0
capacities	0	15	0.0
barker	0	1	0.0
stockings	0	11	0.0
tributary	0	1	0.0
dwarfs	0	8	0.0
prowl	0	1	0.0
guidance	0	36	0.0
tripod	0	2	0.0
pastime	0	7	0.0
shifted	0	4	0.0
configure	1	7	0.125
teared	0	1	0.0
bouts	0	2	0.0
electrician	0	50	0.0
admitting	0	5	0.0
sponsor	0	15	0.0
interest	3	1086	0.0027548209366391185
inter	0	19	0.0
tumble	0	2	0.0
essential	0	146	0.0
expresses	1	36	0.02702702702702703
seekers	0	3	0.0
acacias	0	1	0.0
cauliflower	0	4	0.0
windowsill	0	1	0.0
ruler	0	6	0.0
inspire	0	31	0.0
reflexive	0	2	0.0
readings	0	8	0.0
togetherness	0	2	0.0
investment	0	305	0.0
gathered	0	31	0.0
involving	0	61	0.0
quake	0	3	0.0
circulate	0	1	0.0
illnesses	0	12	0.0
shaven	0	2	0.0
ores	0	1	0.0
hardware	0	45	0.0
pumpkin	0	12	0.0
prow	0	1	0.0
debt	0	27	0.0
pedagogy	0	18	0.0
intervenes	0	1	0.0
personalize	0	4	0.0
tribune	0	1	0.0
irrationally	0	1	0.0
shivering	0	3	0.0
planner	0	25	0.0
genes	0	6	0.0
inexperienced	0	1	0.0
citizenship	0	7	0.0
practise	0	95	0.0
origin	0	40	0.0
grabbed	0	307	0.0
navigation	0	19	0.0
geology	0	10	0.0
sunbathed	0	6	0.0
porter	0	13	0.0
till	0	480	0.0
configurations	0	5	0.0
accumulated	0	13	0.0
maceration	0	1	0.0
uninhabited	0	15	0.0
eternal	0	20	0.0
momentum	0	2	0.0
bushing	0	1	0.0
pan	0	39	0.0
standing	1	211	0.0047169811320754715
outlive	0	2	0.0
positively	0	44	0.0
dub	0	3	0.0
surrey	0	1	0.0
wearer	0	1	0.0
offensively	0	1	0.0
assessing	0	17	0.0
knuckle	0	1	0.0
rehearsal	0	5	0.0
vise	0	2	0.0
gigging	0	1	0.0
cousin	1	252	0.003952569169960474
protecting	0	25	0.0
lesser	0	9	0.0
deviate	0	4	0.0
female	2	733	0.0027210884353741495
sough	0	1	0.0
lemon	2	601	0.003316749585406302
exaggeration	0	3	0.0
early	1	842	0.0011862396204033216
uniqueness	0	2	0.0
binder	0	3	0.0
realizes	0	23	0.0
immortalize	0	1	0.0
finalize	0	11	0.0
cutting	0	35	0.0
subtly	0	1	0.0
kindhearted	0	4	0.0
nascent	0	1	0.0
insufficiently	0	2	0.0
fuels	0	13	0.0
grafted	0	1	0.0
influencing	0	6	0.0
plugs	0	1	0.0
tapes	0	10	0.0
cookie	0	11	0.0
prodigy	0	1	0.0
promoted	0	129	0.0
tied	0	34	0.0
doe	0	15	0.0
hardened	0	8	0.0
rehearsals	0	2	0.0
spots	0	35	0.0
overweight	0	17	0.0
builder	0	14	0.0
slighter	0	1	0.0
gifted	0	8	0.0
considerations	0	15	0.0
expand	0	112	0.0
advertiser	0	3	0.0
nephew	0	317	0.0
thumb	0	22	0.0
inferno	0	1	0.0
takeoff	0	2	0.0
demonstrates	0	15	0.0
reaffirms	0	1	0.0
nature	1	480	0.002079002079002079
inspector	1	65	0.015151515151515152
resemble	1	8	0.1111111111111111
draft	0	18	0.0
constructive	0	17	0.0
statistically	0	15	0.0
hydrogen	0	14	0.0
computes	0	12	0.0
enriches	0	1	0.0
cloudy	4	1022	0.003898635477582846
bash	0	1	0.0
stave	0	1	0.0
oversees	0	1	0.0
sweetheart	0	15	0.0
motivational	0	50	0.0
process	3	504	0.005917159763313609
rowing	0	10	0.0
reputations	0	17	0.0
permanence	0	4	0.0
sketch	0	1	0.0
park	3	7467	4.0160642570281126E-4
overdo	0	1	0.0
melt	0	10	0.0
fork	0	14	0.0
winding	0	6	0.0
contempt	0	4	0.0
watchers	0	3	0.0
serpentine	0	1	0.0
structure	1	187	0.005319148936170213
prefabricated	0	2	0.0
subsequent	0	6	0.0
pending	0	5	0.0
latter	0	81	0.0
cash	0	416	0.0
slim	3	2540	0.0011797090051120724
icebergs	0	3	0.0
artisan	0	7	0.0
disorganization	0	1	0.0
hills	0	47	0.0
nearer	0	7	0.0
vitamin	0	14	0.0
certify	0	6	0.0
stroked	0	1	0.0
comprising	0	1	0.0
deficient	0	3	0.0
recreates	0	1	0.0
approximately	1	78	0.012658227848101266
glossy	0	1	0.0
gig	0	4	0.0
teased	0	1	0.0
distributes	0	3	0.0
shes	0	19	0.0
orchestrate	0	1	0.0
virtual	0	60	0.0
increases	0	43	0.0
contaminant	0	1	0.0
whichever	0	4	0.0
pals	0	3	0.0
stunt	0	22	0.0
habits	4	1366	0.00291970802919708
whales	0	10	0.0
suppose	0	175	0.0
exercises	6	281	0.020905923344947737
exhilarated	0	7	0.0
checking	0	111	0.0
deforested	0	1	0.0
brochures	0	2	0.0
adversity	0	22	0.0
pipe	0	11	0.0
economical	1	52	0.018867924528301886
embraces	0	8	0.0
lullaby	0	1	0.0
ancestry	0	2	0.0
invincibility	0	1	0.0
sweating	0	146	0.0
guideline	0	19	0.0
hailed	0	1	0.0
salved	0	1	0.0
slums	0	2	0.0
sprite	0	9	0.0
tigers	0	160	0.0
enables	0	18	0.0
endorsement	0	5	0.0
heartache	0	2	0.0
merchant	0	18	0.0
pained	0	1	0.0
drag	0	7	0.0
proceed	0	33	0.0
desiring	0	3	0.0
mortal	0	3	0.0
fairest	0	1	0.0
dependents	0	1	0.0
forecasting	0	8	0.0
nuclear	1	36	0.02702702702702703
boosting	0	3	0.0
uncanny	0	1	0.0
stimulus	0	3	0.0
disappeared	1	95	0.010416666666666666
communicates	0	3	0.0
budding	0	1	0.0
analyst	1	473	0.002109704641350211
solicit	0	6	0.0
crayon	0	1	0.0
onetime	0	1	0.0
writs	0	1	0.0
rebates	0	1	0.0
eldest	0	56	0.0
kindle	0	14	0.0
nauseate	0	1	0.0
immersed	0	1	0.0
whet	0	2	0.0
claims	0	169	0.0
prudence	0	3	0.0
abundance	0	3	0.0
badmouthed	0	1	0.0
amidst	0	1	0.0
champagne	2	42	0.045454545454545456
tittle	0	17	0.0
pineapple	0	46	0.0
roses	0	69	0.0
hollows	0	1	0.0
whaler	0	1	0.0
reclaiming	0	1	0.0
forward	8	3118	0.0025591810620601407
named	0	472	0.0
volcanic	0	10	0.0
nod	0	10	0.0
endorses	0	5	0.0
deficiency	0	7	0.0
quadriplegic	0	2	0.0
saint	15	116	0.11450381679389313
movable	0	1	0.0
speck	0	20	0.0
budget	2	741	0.0026917900403768506
repetition	0	5	0.0
longings	0	2	0.0
ethnicity	0	1	0.0
visionary	0	1	0.0
perceives	0	3	0.0
hustle	0	3	0.0
impractical	0	2	0.0
callers	0	2	0.0
demographic	4	699	0.005689900426742532
bookseller	0	6	0.0
desires	0	35	0.0
hobbit	0	7	0.0
orphan	0	22	0.0
latex	0	3	0.0
connection	0	87	0.0
riotous	0	1	0.0
raft	0	8	0.0
mandarin	0	17	0.0
tasty	0	219	0.0
intrust	0	1	0.0
cyclists	0	1	0.0
radioactive	0	1	0.0
rag	0	7	0.0
smoothed	0	2	0.0
irrigation	0	4	0.0
casually	0	9	0.0
recovering	0	9	0.0
suspiciously	0	20	0.0
lotion	0	6	0.0
incrusted	0	8	0.0
rubies	0	1	0.0
twine	0	1	0.0
way	0	3960	0.0
scooping	0	1	0.0
matriarch	0	2	0.0
backrest	0	2	0.0
mentioned	2	270	0.007352941176470588
pornography	0	1	0.0
skunks	0	1	0.0
smear	0	3	0.0
dozen	0	16	0.0
senile	0	1	0.0
obstinacy	0	1	0.0
chintzy	0	1	0.0
checkpoints	0	2	0.0
insult	0	9	0.0
basso	0	1	0.0
clothes	31	4488	0.006859924762115512
gain	0	301	0.0
plans	1	571	0.0017482517482517483
buggy	0	4	0.0
transferring	0	2	0.0
neurosurgery	0	6	0.0
ovens	0	5	0.0
forgiven	0	1	0.0
fatality	0	2	0.0
evens	0	1	0.0
smog	0	1	0.0
diagrams	0	6	0.0
cheeks	0	7	0.0
vocalist	0	2	0.0
brunch	0	19	0.0
sharing	0	92	0.0
astounded	1	56	0.017543859649122806
lift	0	61	0.0
tsunami	8	1912	0.004166666666666667
storekeeper	0	4	0.0
copier	0	6	0.0
shut	0	17	0.0
boring	11	2552	0.004291845493562232
officialdom	0	1	0.0
shapeless	0	1	0.0
claret	0	3	0.0
elucidate	0	3	0.0
stupidly	0	3	0.0
pleasant	3	527	0.005660377358490566
inured	0	1	0.0
traverse	0	1	0.0
pros	1	117	0.00847457627118644
sup	0	3	0.0
practicable	0	2	0.0
bather	0	1	0.0
gas	2	177	0.0111731843575419
collegiate	0	2	0.0
spring	2	3158	6.329113924050633E-4
spirituous	0	1	0.0
courtroom	0	4	0.0
hermit	0	2	0.0
offending	0	24	0.0
readership	0	1	0.0
parchments	0	1	0.0
regions	0	33	0.0
deiced	0	2	0.0
salsa	0	45	0.0
comeback	0	19	0.0
seduced	0	1	0.0
puss	0	1	0.0
reasons	0	538	0.0
bisexual	0	2	0.0
movement	0	156	0.0
national	0	1149	0.0
durable	0	12	0.0
haunted	0	12	0.0
desperately	0	11	0.0
overwritten	0	1	0.0
phenomena	0	6	0.0
escaping	0	18	0.0
fluctuates	0	1	0.0
colony	0	8	0.0
painting	1	871	0.0011467889908256881
lesson	0	273	0.0
baggage	1	168	0.005917159763313609
concurrently	0	3	0.0
forensic	0	4	0.0
preciousness	0	1	0.0
distinct	0	15	0.0
needlework	0	2	0.0
stereo	0	104	0.0
long	2	12415	1.610695014898929E-4
garage	0	89	0.0
decline	1	49	0.02
ragged	0	3	0.0
plain	0	67	0.0
too	8	17867	4.4755244755244756E-4
centers	0	42	0.0
divide	3	163	0.018072289156626505
mounting	0	4	0.0
gastronomy	0	7	0.0
violent	0	46	0.0
alluding	0	1	0.0
inauguration	0	2	0.0
warns	0	3	0.0
improvising	0	1	0.0
alumnus	0	2	0.0
parasites	0	2	0.0
speak	21	8635	0.0024260628465804066
indemnity	0	3	0.0
