tweet_text,sentiment
"a king not universally popular , who owed his throne to assassination , must have been sensitive on such an issue , and maybe sometimes nervous of joining large assemblies of armed men .",fear
but they are also nervous that the calculations they make in the next two weeks may determine who will win and lose the political battles of the next two years .,fear
"she was nervous that he might change his mind at the last minute , but he did not do so .",fear
"why people , nervous that their little town was being made into a prime nuclear target , should be less nervous for getting a closer look at the because of their fears is a question not easily answered .",fear
how nervous the teacher feels about using this teaching unit .,fear
her brightness was forced and she was clearly nervous at what might be about to happen .,fear
"his landlady was nervous of strangers and called through the door , ` i 'm sorry , mr ramsey is out . """,fear
"rescued dogs are often somewhat nervous of people , and yet may also become excited to see you , when you have been out , for example .",fear
she was not nervous of martin bean .,fear
"libel lawyers are nervous of the word "" lie "" because it implies that a person said something which he knew was untrue .",fear
nervous for meh'lindi 's safety ?,fear
meera was a little nervous about having her hair coloured so chris used the non-permanent colour touch .,fear
good if you are nervous about making a permanent change .,fear
` it 's actually made me quite nervous about being in london .,fear
the only time i have ever been bitten was when running with a partner who was petrified of dogs .,fear
"bob halton , not guilty enough , but confused by his mother 's spoiling and manipulative efforts to keep him for herself , is petrified of being taken over completely .",fear
"` money is my motivation , but what keeps me at the top is that i 'm petrified of losing .",fear
"the americans were petrified of communism , and believed communists were aiming for world domination , via the ` domino effect "" of one country after another falling to it .",fear
i was petrified of having the same thing as my mother did .,fear
he was petrified of the clippers at first .,fear
he was still more worried about the extensive rewriting of history that school text-books had been subjected to ; something of which most of us remained unaware until after the second world war .,fear
"children at wanborough primary school near swindon are so worried about the hazards they experience on the way to school , they 're calling for a new footpath .",fear
alan hickman from derbyshire became worried about the advice he was receiving over his pension transfer when he realised that each expert he consulted recommended a different course of action .,fear
the price was recognised as much too low and many insurers became worried at the apparent undervaluation of their organisations .,fear
harry was a little worried to see the water supply diminishing so rapidly but was pleased that lucy was enjoying herself .,fear
our relationship does seem to be improving but obviously i 'm worried that we now seem to be paying 50% more than we expected .,fear
"` south africa must be worried how easily we did get through , and close to their line , because they know that will carling and jeremy guscott are amongst the quickest in the world .",fear
richmond councillors are worried about plans to turn the old cinema on the ryders wynd/queens road junction into a diy shop .,fear
he felt a bit worried at this and started to question her .,fear
chatterton did not sound unduly worried at that prospect .,fear
she was also worried about having to manage the farm by herself again .,fear
"it could well become agitated at the dispersal of the pigeons , turn its head towards the lights , and bark heatedly at the roadworkers .",fear
"on the left there was some dismay that the reforms were not more dramatic , and especially that wealth was not redistributed more equally .",fear
"tom shakeshaft , who is 15 , reveals his dismay at plans to drive a dual carriageway right through the beautiful piece of countryside where he lives .",fear
i had always assumed that this sort of civilized dismay at barbarism was the monopoly of our because .,fear
my own dismay at the way those kids were savaging the flora of stonethwaite is a good example .,fear
she nearly gasped with dismay at the shock that shivered down into her tummy .,fear
"we huddle beneath the covers , but to our dismay , the one duvet is but a slim pink layer of fabric resembling a furniture cover .",fear
"anybody who swears allegiance to united must share the same sense of dismay at what has happened , and what is still going on -- for me , it 's almost a sense of revulsion .",fear
many supporters of dr mcnab exchanged glances of dismay at the words they had just heard .,fear
"since the war began , soviet military commentators , including senior serving officers , have been expressing dismay at seeing iraq 's army , most of whose tanks and aircraft they supplied , pounded so relentlessly and effectively .",fear
"her face must have registered dismay at having to tell peter what had happened , for he gave a narrow smile .",fear
"bishop gray was very quick to speak out and express his ` dismay and extreme disappointment "" at the announcement of cammell laird 's closure .",fear
the court expressed dismay that wiltshire social services had called in a voluntary agency -- the nspcc -- to help look after him .,fear
"but he was dismayed , in the circumstances , to see gabriel ride off the moor and up the street in the company of a young monk .",fear
"as a food and store safety officer , i felt dismayed and frustrated to see in the journal , members of staff wearing inappropriate jewellery and , in high risk areas , all hair not kept within hats .",fear
"deeply ashamed of my wayward notions , i tried my best to contradict myself .",shame
i 'm rather ashamed to say that almost all of my friends are in the business .,shame
kate went to work the next day rather ashamed of the absurdly flattering photo of herself which had made the gossip column of her daily paper .,shame
americans get so ashamed about that kind of attitude .,shame
it 's getting so i 'm almost ashamed to get paid .,shame
"` you 're too ashamed of your own contribution to our relationship . """,shame
"he goes to live in london with herbert pocket , and is turned into a gentleman , living an expensive but futile sort of existence , and becoming ashamed of joe and his village origins .",shame
"no young farm worker enjoys having his leg pulled by taunts of ` yokel "" and ` country bumpkin' in pubs and discothques and eventually he may even become ashamed of admitting to his occupation .",shame
but instances like the primitives get rarer and already one feels ashamed for indulging such backward passions .,shame
she felt slightly ashamed that it gave her such satisfaction .,shame
this may all sound very trivial but it has the effect of making me almost hate my body to the extent that i feel ashamed to let john see me naked .,shame
perhaps i was ashamed of feeling sorry for myself and had to transfer the pity to something else .,shame
"willses have never been ashamed of their religious faith , and the disabilities which they suffered in the past as nonconformists served to strengthen their convictions .",shame
"he was n't ashamed to put that money into his business , it 's what she wanted and he wanted .",shame
"the prime minister retorted angrily ` i do believe that on reflection you might be ashamed of some of the things you have just said . """,shame
sendei was n't ashamed to show his fear .,shame
"the station was crowded and he was horribly ashamed of his nakedness , but all his clothes were on the train .",shame
in those days captains of industry were not ashamed to live close to the source of their wealth .,shame
"i 'm not ashamed to speak the truth . """,shame
"` as i get older i think more and more of my stomach , and i 'm not ashamed to admit it .",shame
"i 'm ashamed to have suspected you . """,shame
"this room needs a change of air , "" she muttered , ashamed that he 'd goaded her into being catty .",shame
"` it was written when he was ill , telling the girl how ashamed he was that she was pregnant .",shame
"shocked , and bitterly ashamed at the treachery of her own feelings , polly bent her head to hide her flushed face .",shame
i also remember being extremely ashamed at some of the racist chants the leeds fans were coming out with that night .,shame
but i 'm not ashamed of my body .,shame
"almost shyly , almost ashamed of her superstitious fear , she touched her cold cheeks and nose with her stiff , ungloved fingers .",shame
"but by being ashamed of who they are , they 're making it harder for other people to accept them . """,shame
"afterwards , she had been annoyed by her reaction and ashamed of her cowardice .",shame
"` you see , i 'm just as ashamed of all this as you are . """,shame
"vaguely ashamed of her behaviour , she then tried to draw back , but his arms tightened , preventing her , and she gave up all thoughts of resistance .",shame
"ashamed of having frightened me , he looked at me sweetly and began to sing italian songs to make me forget the incident "" .",shame
"a little ashamed of losing her self-control so completely , she dashed a hand across her eyes and glared up at him .",shame
"adolescents are going to be embarrassed and ashamed if a teacher suggests that their dialect , which is part of their identity , must be radically changed .",shame
"from time to time he brought them small presents of coffee and sugar , although he was always slightly shy and embarrassed about giving them .",shame
seb was slightly embarrassed at meeting the gipsy .,shame
people are very embarrassed talking about sex .,shame
"bob became embarrassed at his own effusiveness , and turned back to the screen , tapping out the rhythm with his fingers on the side of his glass .",shame
"but as he becomes more and m ore content with his new life , he becomes embarrassed of his family and background .",shame
"they are not for those who insist that learning must be a serious business and who would feel embarrassed to be caught reading a ` comic book "" .",shame
i felt embarrassed at the prospect of meeting him .,shame
"the most uncomfortable part now is the interviews , because i ca n't put on an act , particularly on tv , i get really embarrassed seeing myself .",shame
"he seems slightly embarrassed discussing the incident , but admits to going on a shopping spree with someone else 's card , and buying shoes , clothes and dinner for himself and his friends .",shame
"the reason why we are embarrassed to admit this is that we have lived in an age when the self-sufficiency , the autonomy of poems has been elevated into dogma .",shame
"this is not a problem at center parcs , where everyone else is so inept that you are embarrassed to show them up .",shame
they 're embarrassed to have such primitive people represent the country to the rest of the world .,shame
he is also believed to be embarrassed that one person should be earning so much when the recession and heavy unemployment has badly affected coventry and the surrounding area .,shame
"he felt guilty as he thought of maeve 's sweet face , and embarrassed that he should be so powerfully attracted to a woman dedicated to god .",shame
"they 're a bit embarrassed about us doing their work for them . """,shame
constance was deeply embarrassed at the intimate turn the conversation had taken .,shame
"` i 'm embarrassed at the way it 's playin' up . """,shame
he could n't take home business associates for dinner because he was embarrassed for them to see you .,shame
"do n't be embarrassed about lying on a bed in the shop to try it out , and make sure you test the actual size you want to buy .",shame
"nobody actually looks at it apart from me , so i 'm not embarrassed about writing that there .",shame
"it should have been irresistible and yet we hesitated , embarrassed at having taken so long .",shame
she was simply embarrassed at being revealed to the public .,shame
"obviously he was not going to speak and jenna was embarrassed at being caught here , more embarrassed still at the idea of walking haughtily to her room without a word .",shame
"friends might be appalled , and employees embarrassed at how little laura resisted bernard 's will .",shame
"work in pairs , just round the table , do n't be embarrassed with , john , clare , phil and ed .",shame
"i was shaking with embarrassment that he could talk to me in this way at all , as if he knew me , as if he had the right to question me .",shame
it is to their obvious embarrassment that they are again together .,shame
"her meagre shilling donation was an embarrassment in this wealthy company , but she refused to think of it .",shame
it was then that i decided to drop a note through carla 's letterbox rather than cope with the embarrassment of a phone call .,shame
"the row over the fayed brothers ' acquisition simmers on , thanks to the bank of england 's embarrassment over harrods bank .",shame
the extent of their embarrassment over their bonding was illustrated by the fact they 'd held it so privately .,shame
it was only the second occasion ever in which bankers had been summoned and reflected both the high degree of public outrage and government embarrassment over the spate of recent financial scandals .,shame
"nobody doubted him , or failed to recognise his temporary financial embarrassment .",shame
"in a war fought against a racist regime in nazi germany , the existence of widespread discrimination against blacks in the usa was a considerable embarrassment .",shame
