ori_sentiment,tweet_text,final_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
nocode,"Laura Smith from brilliant on Woolf and Kristeva, feminine vs. masculine time #materialhistories","['laura', 'smith', 'from', 'brilliant', 'on', 'woolf', 'and', 'kristeva', 'feminine', 'vs.', 'masculine', 'time', '#materialhistories', '#materialhistory']",anticipation,2.0,0.9770000000000001,inspired,7.0,1.4235987712583658,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
nocode,nigga wearing chestnuts,"['nigga', 'wearing', 'wear', 'chestnuts', 'chestnut']",trust,2.0,0.601,amused,5.0,1.4703649261876752,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,Discover The Arts with Social Media: Rod McIntosh Co-Founder of NOHO Artists #London #Art #Video,"['discover', 'the', 'arts', 'art', 'with', 'social', 'media', 'rod', 'mcintosh', 'co-', 'founder', 'of', 'noho', 'artists', 'london', 'art', 'video']",anticipation,1.0,0.391,inspired,11.0,2.50947661839508,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
surprise,"Yes, it is. it is hard to believe that Bernard Berenson disparaged Reni.","['yes', 'it', 'is', 'be', 'it', 'is', 'be', 'hard', 'to', 'believe', 'that', 'bernard', 'berenson', 'disparaged', 'disparage', 'reni']",anger,1.0,0.688,angry,6.0,1.1375676693078467,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
happy,yes see you all #EvolverPrize2015 #Art #southwest,"['yes', 'see', 'you', 'all', 'evolver', 'prize2015', 'art', '#southwest']",anticipation,1.0,0.391,inspired,3.0,0.7108496682306764,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,thanks we will let them out again past the massive door.,"['thanks', 'we', 'will', 'let', 'them', 'they', 'out', 'again', 'past', 'the', 'massive', 'door']",,0.0,0.0,inspired,5.0,0.7926310957949797,0.0,0.0,7.0,2.0,0.0,0.0,joy,7.0
nocode,we are next door to,"['we', 'are', 'be', 'next', 'door']",,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,"The Greek inscription on the sitter is cap in this work translates to 'Alas, I desire too ... via","['the', 'greek', 'inscription', 'on', 'the', 'sitter', 'is', 'be', 'cap', 'in', 'this', 'work', 'translates', 'translate', 'to', 'alas', 'i', 'desire', 'too', 'via']",joy,1.0,0.484,inspired,10.0,1.645582981359609,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,"#LastChance See Christopher william is exhibit ""The Production Line of Happiness"" at Closes Sunday!","['last', 'chance', 'see', 'christopher', 'william', 'is', 'be', 'exhibit', 'the', 'production', 'line', 'of', 'happiness', 'at', 'closes', 'close', 'sunday']",joy,2.0,1.25,inspired,12.0,2.238441643167532,0.0,0.0,4.0,1.0,1.0,0.0,joy,4.0
happy,Very interesting conference coming up #artmarket,"['very', 'interesting', 'conference', 'coming', 'come', 'up', '#artmarket']",anticipation,1.0,0.633,inspired,4.0,0.7204467078471349,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,Lessons in Death and Living. Death in paintings. Can we still relate to them?,"['lessons', 'in', 'death', 'and', 'living', 'live', 'death', 'in', 'paintings', 'painting', 'can', 'we', 'still', 'relate', 'to', 'them', 'they']",sadness,1.0,0.915,inspired,8.0,1.9380079717808487,1.0,1.0,4.0,2.0,0.0,0.0,joy,4.0
not-relevant,We are very pleased to provide the speaker cable for #Soundscapes at the,"['we', 'are', 'be', 'very', 'pleased', 'to', 'provide', 'the', 'speaker', 'cable', 'for', 'soundscapes', 'soundscape', 'at', 'the']",joy,1.0,0.725,inspired,6.0,0.9968334820002596,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
surprise,"Gold finger ring/armillary sphere, German, 17thc. Curious to know how this is worn on the finger.","['gold', 'finger', 'ring', 'armillary', 'sphere', 'german', '17thc', 'curious', 'to', 'know', 'how', 'this', 'is', 'be', 'worn', 'wear', 'on', 'the', 'finger']",anticipation,1.0,0.633,inspired,9.0,1.6886265505186682,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
nocode,Here a #Girl luring quicksilver from a mine with her beauty c18th #Mughal,"['here', 'a', 'girl', 'luring', 'lure', 'quicksilver', 'from', 'a', 'mine', 'with', 'her', 'she', 'beauty', 'c', '18th', 'mughal']",joy,2.0,0.9179999999999999,dontcare,7.0,1.3025622930848655,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
happy,Review of a super workshop at looking at canaletto is Festival of St Roch from my art diary.,"['review', 'of', 'a', 'super', 'workshop', 'at', 'looking', 'look', 'at', 'canaletto', 'is', 'be', 'festival', 'of', 'st', 'roch', 'from', 'my', 'art', 'diary']",joy,4.0,1.718,inspired,10.0,2.0858476623399724,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
happy,Last weekend to go to in #Cambridge for two years this weekend. GO GO GO! #art #culture #refurbishment,"['last', 'weekend', 'to', 'go', 'to', 'in', 'cambridge', 'for', 'two', 'years', 'year', 'this', 'weekend', 'go', 'go', 'go', '#culture', '#refurbishment']",joy,1.0,0.441,amused,7.0,1.0796283155525779,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
nocode,"""valleylist v340 r.1—medium is the message should work for most people most of the time--internet","['valleylist', 'v', '340', 'r.1', 'medium', 'is', 'be', 'the', 'message', 'should', 'work', 'for', 'most', 'people', 'most', 'of', 'the', 'time', 'internet']",anticipation,1.0,0.516,inspired,6.0,1.1266069706743247,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
nocode,it is a greave!,"['it', 'is', 'be', 'a', 'greave']",,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,"Saw this &amp; thought of you Mummy of unidentified man, Roman Period EA 6714 #DeadThings","['saw', 'see', 'this', 'thought', 'think', 'of', 'you', 'mummy', 'of', 'unidentified', 'man', 'roman', 'period', 'ea', '6714', 'deadthings']",anticipation,1.0,0.414,amused,10.0,1.7735266861496017,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
happy,Undoubtedly one of the most beautiful museums in Europe.. missing a few marbles though .....#Greece,"['undoubtedly', 'one', 'of', 'the', 'most', 'beautiful', 'museums', 'museum', 'in', 'europe', 'missing', 'miss', 'a', 'few', 'marbles', 'marble', 'though', 'greece']",sadness,2.0,1.098,inspired,12.0,2.1194554519848543,0.0,0.0,5.0,1.0,0.0,0.0,joy,5.0
nocode,Currently filming 'The Spice Box' for a permanent legacy in the House.,"['currently', 'filming', 'the', 'spice', 'box', 'for', 'a', 'permanent', 'legacy', 'in', 'the', 'house']",,0.0,0.0,amused,7.0,1.202512039648054,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,Lovely reception at the on Monday #eventprofs,"['lovely', 'reception', 'at', 'the', 'on', 'monday', '#eventprofs', '#eventprof']",joy,1.0,0.7190000000000001,amused,3.0,0.4879836913567971,0.0,0.0,4.0,0.0,1.0,0.0,joy,4.0
happy,Looking forward to volunteering for with a visit to today,"['looking', 'look', 'forward', 'to', 'volunteering', 'for', 'with', 'a', 'visit', 'to', 'today']",,0.0,0.0,inspired,6.0,1.490564161366465,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
nocode,Your courteous reminder Cambridge closes for a two year refurb on Sunday.,"['your', 'you', 'courteous', 'reminder', 'cambridge', 'closes', 'close', 'for', 'a', 'two', 'year', 'refurb', 'on', 'sunday']",,0.0,0.0,inspired,8.0,1.1851528226117662,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
nocode,Just realised that was you at talking to just before you came &amp; put your halfpennies in the box,"['just', 'realised', 'realise', 'that', 'was', 'be', 'you', 'at', 'talking', 'talk', 'to', 'just', 'before', 'you', 'came', 'come', 'put', 'your', 'you', 'halfpennies', 'halfpenny', 'in', 'the', 'box']",,0.0,0.0,inspired,8.0,1.38151241509357,0.0,0.0,7.0,0.0,0.0,0.0,joy,7.0
nocode,From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt,"['from', 'the', 'tomb', 'of', '#nebamun', '1350', 'bc', 'egyptology', 'archaeology', 'ancientegypt']",sadness,1.0,0.562,inspired,4.0,0.8640544815420184,0.0,0.0,2.0,1.0,1.0,0.0,joy,2.0
nocode,"do u consider 1 work the 🌟 around which you build engagement w collection, or do u take a holistic approach? #AskTheGallery","['do', 'u', 'consider', '1', 'work', 'the', '🌟', 'around', 'which', 'you', 'build', 'engagement', 'w', 'with', 'collection', 'or', 'do', 'u', 'take', 'a', 'holistic', 'approach', 'ask', 'thegallery']",,0.0,0.0,inspired,10.0,2.076173101740396,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
happy,One of my favourite galleries in,"['one', 'of', 'my', 'favourite', 'galleries', 'gallery', 'in']",,0.0,0.0,inspired,4.0,0.8054459235336903,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,hi what is the strike about please?,"['hi', 'what', 'is', 'be', 'the', 'strike', 'about', 'please']",anger,1.0,0.721,amused,3.0,0.5270997219470389,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
nocode,"LATEST PURGE ANNOUNCEMENT: Athens Now , new Frans Zwartjes album, Endless Tape Series, EC1 &gt; &gt; &gt;","['latest', 'purge', 'announcement', 'athens', 'now', 'new', 'frans', 'zwartjes', 'album', 'endless', 'tape', 'series', 'ec1', '&gt', '&gt', '&gt']",fear,2.0,0.859,amused,10.0,1.451904541246848,0.0,0.0,2.0,0.0,1.0,0.0,joy,2.0
nocode,""" Everything you need to know about Jackson #Pollock &gt;&gt; gotta go","['everything', 'you', 'need', 'to', 'know', 'about', 'jackson', 'pollock', '&gt', '&gt', 'got', 'get', 'ta', 'to', 'go']",,0.0,0.0,inspired,9.0,2.4399646870854834,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
happy,Excited for our #SummerSchool session tomorrow. With speakers from and,"['excited', 'for', 'our', 'we', 'summerschool', 'session', 'tomorrow', 'with', 'speakers', 'speaker', 'from', 'and']",anticipation,2.0,1.5070000000000001,inspired,5.0,1.063142974342688,1.0,1.0,5.0,0.0,1.0,1.0,joy,5.0
nocode,""" #NG365 No.51 bronzino is ""Portrait of a Young Man"", on loan to #art #twitart","['ng', '365', 'no.51', 'bronzino', 'is', 'be', 'portrait', 'of', 'a', 'young', 'man', 'on', 'loan', 'to', '#art', '#twitart']",anticipation,1.0,0.5,inspired,5.0,0.8699900463934593,0.0,0.0,1.0,1.0,1.0,0.0,,0.0
nocode,Review of display at of their El greco is to mark the loan of an altarpiece from the Louvre.,"['review', 'of', 'display', 'at', 'of', 'their', 'they', 'el', 'greco', 'is', 'be', 'to', 'mark', 'the', 'loan', 'of', 'an', 'a', 'altarpiece', 'from', 'the', 'louvre']",,0.0,0.0,amused,8.0,1.5784331350482428,0.0,0.0,4.0,1.0,1.0,0.0,joy,4.0
nocode,#Minneapolis #rock the garden,"['minneapolis', '#rock', 'the', 'garden']",joy,1.0,0.33299999999999996,amused,2.0,0.39041260284177226,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,Such a lovely space and nice to perform in too x,"['such', 'a', 'lovely', 'space', 'and', 'nice', 'to', 'perform', 'in', 'too', 'x']",joy,1.0,0.7190000000000001,inspired,4.0,0.7833920269580119,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,well said,"['well', 'said', 'say']",,0.0,0.0,inspired,3.0,0.43507641091805305,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,it will be fun!,"['it', 'will', 'be', 'fun']",joy,1.0,0.7879999999999999,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
happy,no worries. Good to hear we might see you on 4th. I wondered from some tweets if you might,"['no', 'worries', 'worry', 'good', 'to', 'hear', 'we', 'might', 'see', 'you', 'on', '4th', 'i', 'wondered', 'wonder', 'from', 'some', 'tweets', 'tweet', 'if', 'you', 'might']",joy,2.0,1.153,inspired,10.0,1.8060660904283043,0.0,0.0,3.0,0.0,2.0,0.0,joy,3.0
nocode,Head to the for an Inside a Paris goldsmiths' workshop: From design to gold box with Dr Heike Zech,"['head', 'to', 'the', 'for', 'an', 'a', 'inside', 'a', 'paris', 'goldsmiths', 'goldsmith', ""'"", ""'s"", 'workshop', 'from', 'design', 'to', 'gold', 'box', 'with', 'dr', 'heike', 'zech']",,0.0,0.0,afraid,10.0,1.739097136490574,0.0,0.0,7.0,0.0,1.0,0.0,joy,7.0
happy,we are feeling very Enid Blyton today: an Enid expo starts today try for Famous 5 action,"['we', 'are', 'be', 'feeling', 'feel', 'very', 'enid', 'blyton', 'today', 'an', 'a', 'enid', 'expo', 'starts', 'start', 'today', 'try', 'for', 'famous', '5', 'action']",anticipation,2.0,1.3050000000000002,sad,11.0,2.244138904358431,0.0,0.0,7.0,0.0,1.0,0.0,joy,7.0
nocode,WATERCOLOUR Elements of nature exh opens today. Accompanied by display of Turner watercolours.,"['watercolour', 'elements', 'element', 'of', 'nature', 'exh', 'opens', 'open', 'today', 'accompanied', 'accompany', 'by', 'display', 'of', 'turner', 'watercolours', 'watercolour']",joy,1.0,0.5,inspired,10.0,1.6785857447695114,0.0,0.0,2.0,0.0,1.0,1.0,joy,2.0
not-relevant,Le directeur de la est en Q&amp;A demain... profitons-en!!,"['le', 'directeur', 'de', 'la', 'est', 'en', 'q&amp', 'a', 'demain', 'profitons', 'profiton', 'en!!']",,0.0,0.0,inspired,6.0,1.6144680957745408,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
happy,Now that is art.,"['now', 'that', 'is', 'be', 'art']",anticipation,1.0,0.391,inspired,1.0,0.3219279621444701,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,Ancient Jomon pot reused 200 yr ago in tea ceremony #archaeology #objects2015,"['ancient', 'jomon', 'pot', 'reused', 'reuse', '200', 'yr', 'ago', 'in', 'tea', 'ceremony', '#archaeology', '#objects', '#object', '2015']",joy,2.0,0.643,inspired,8.0,1.4269048647447744,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,So happy that my work has been selected to exhibit for the #EvolverPrize2015 !!,"['so', 'happy', 'that', 'my', 'work', 'has', 'have', 'been', 'be', 'selected', 'select', 'to', 'exhibit', 'for', 'the', 'evolver', 'prize2015']",joy,1.0,0.7879999999999999,inspired,5.0,1.2249590876816654,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
nocode,Thank you #London for keeping those safe #Assyrian #Mosul #Iraq #Mesopotamia #War #Heritage,"['thank', 'you', 'london', 'for', 'keeping', 'keep', 'those', 'safe', 'assyrian', 'mosul', 'iraq', 'mesopotamia', 'war', 'heritage']",trust,2.0,1.219,afraid,10.0,1.7300730411646958,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
nocode,oh yes it would: ask :-D,"['oh', 'yes', 'it', 'would', 'ask', 'd']",,0.0,0.0,inspired,4.0,0.7689772362255561,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,We license Koan sculptures in promotional materials for #IMOOS,"['we', 'license', 'koan', 'sculptures', 'sculpture', 'in', 'promotional', 'materials', 'material', 'for', 'imoos']",,0.0,0.0,inspired,7.0,1.3762390104086133,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,response from originalility of #SoundsOfOurShores rebutted w- un-originality of concept,"['response', 'from', 'originalility', 'of', 'soundsofourshores', 'rebutted', 'rebut', 'w-', 'un-originality', 'of', 'concept']",,0.0,0.0,annoyed,4.0,0.9452146463931134,0.0,0.0,3.0,0.0,1.0,0.0,joy,3.0
nocode,{ } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics,"['#art', 'london', '#ttot', '#lp', '#vacation', '#trip', '#photography', 'photo', 'travel', '#travelpics', '#travelpic']",trust,1.0,0.42200000000000004,inspired,3.0,0.4722628317700648,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,"""monet is 'Green Park, London'","['monet', 'is', 'be', 'green', 'park', 'london']",trust,1.0,0.359,angry,4.0,0.659300653034468,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,Only a few days left to enter comp to #win a trip for 2 with,"['only', 'a', 'few', 'days', 'day', 'left', 'leave', 'to', 'enter', 'comp', 'to', '#win', 'a', 'trip', 'for', '2', 'with']",surprise,2.0,0.515,annoyed,7.0,1.3281888195564373,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
happy,Favourite picture of the day.,"['favourite', 'picture', 'of', 'the', 'day']",,0.0,0.0,inspired,3.0,0.4936513881382054,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
happy,"Thanks so much for fave + RT today, much appreciated! Have a good weeked:","['thanks', 'so', 'much', 'for', 'fave', 'rt', 'today', 'much', 'appreciated', 'appreciate', 'have', 'a', 'good', 'weeked']",joy,2.0,1.229,amused,9.0,1.8447468103965619,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,Coin Room displays Genesis Block,"['coin', 'room', 'displays', 'display', 'genesis', 'block']",,0.0,0.0,amused,6.0,1.123496949484952,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
nocode,Are there some 'Turners' in there Ann?,"['are', 'be', 'there', 'some', 'turners', 'turner', 'in', 'there', 'ann']",,0.0,0.0,happy,3.0,0.7051003190960532,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
happy,Excellent Christopher Williams,"['excellent', 'christopher', 'williams']",joy,1.0,0.812,inspired,3.0,0.5255729970123514,0.0,0.0,0.0,1.0,0.0,0.0,sadness,1.0
nocode,A Twitter Q&amp;A at 14.00 BST . #Waterloo200 #BonaparteAndTheBritish &amp;,"['a', 'twitter', 'q&amp', 'a', 'at', '14.00', 'bst', 'waterloo200', '#bonaparte', 'and', 'thebritish']",,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
angry,After staff privatisation next selling off donated works. Councils can do this without consultation. Ask about missing art,"['after', 'staff', 'privatisation', 'next', 'selling', 'sell', 'off', 'donated', 'donate', 'works', 'work', 'councils', 'council', 'can', 'do', 'this', 'without', 'consultation', 'ask', 'about', 'missing', 'miss', 'art']",sadness,3.0,1.098,inspired,17.0,3.133463608977973,1.0,1.0,8.0,3.0,0.0,0.0,joy,8.0
happy,thank you for coming Helen- it was lovely to meet you and I am so glad you enjoyed it!,"['thank', 'you', 'for', 'coming', 'come', 'helen', 'it', 'was', 'be', 'lovely', 'to', 'meet', 'you', 'and', 'i', 'am', 'be', 'so', 'glad', 'you', 'enjoyed', 'enjoy', 'it']",joy,3.0,2.3120000000000003,inspired,9.0,1.6913223309080068,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,"If you are in to moving image, there are screenings/events/discussions on the topic at tomorrow!","['if', 'you', 'are', 'be', 'in', 'to', 'moving', 'move', 'image', 'there', 'are', 'be', 'screenings', 'events', 'event', 'discussions', 'discussion', 'on', 'the', 'topic', 'at', 'tomorrow']",anticipation,1.0,0.648,inspired,10.0,1.7501600244534399,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,,['nan'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
happy,Fascinating exhibition coming to Stay tuned for details.,"['fascinating', 'exhibition', 'coming', 'come', 'to', 'stay', 'tuned', 'tune', 'for', 'details', 'detail']",anticipation,1.0,0.633,amused,9.0,1.6834546714693523,0.0,0.0,5.0,0.0,1.0,0.0,joy,5.0
nocode,Our Anniversary conference is from 9 to 5 on July 3 Attendance is free booking is essential through the BM box office.,"['our', 'we', 'anniversary', 'conference', 'is', 'be', 'from', '9', 'to', '5', 'on', 'july', '3', 'attendance', 'is', 'be', 'free', 'booking', 'is', 'be', 'essential', 'through', 'the', 'bm', 'box', 'office']",joy,1.0,0.544,annoyed,10.0,1.475053322128844,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland","['the', '2nd', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",fear,1.0,0.8440000000000001,angry,10.0,1.7426477847241129,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
nocode,"and for public urinals called ""vespasiennes""","['and', 'for', 'public', 'urinals', 'urinal', 'called', 'call', 'vespasiennes', 'vespasienne']",anticipation,1.0,0.375,amused,5.0,1.3426429850023407,0.0,0.0,4.0,0.0,0.0,0.0,joy,4.0
happy,Very intense and well written on #LGBT history and exhibition #DefiningBeauty on of R.B.Parkinsson,"['very', 'intense', 'and', 'well', 'written', 'write', 'on', 'lgbt', 'history', 'and', 'exhibition', 'definingbeauty', 'on', 'of', 'r.b.', 'parkinsson']",surprise,1.0,0.617,inspired,7.0,1.4958193000473845,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
nocode,Today 1.10pm £2: Making and Promoting British Art,"['today', '1.10', 'pm', '2', 'making', 'make', 'and', 'promoting', 'promote', 'british', 'art']",anticipation,1.0,0.391,inspired,8.0,1.622330207612146,0.0,0.0,6.0,0.0,1.0,0.0,joy,6.0
happy,#AncientLives exhibition. Wow!,"['ancientlives', 'exhibition', 'wow']",,0.0,0.0,amused,2.0,0.43377974364925354,0.0,0.0,1.0,0.0,1.0,0.0,,0.0
nocode,members &amp; supporter email you MP urging them to attend debate 25 June #noprivatisation #reinstatecandy,"['members', 'member', 'supporter', 'email', 'you', 'mp', 'urging', 'them', 'they', 'to', 'attend', 'debate', '25', 'june', '#noprivatisation', '#reinstatecandy']",trust,1.0,0.7340000000000001,annoyed,9.0,1.3485545519617377,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
happy,Wonderful landscapes too.,"['wonderful', 'landscapes', 'landscape', 'too']",joy,1.0,0.863,inspired,3.0,0.8653604700075017,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
nocode,yes it is a bit of #skullduggery,"['yes', 'it', 'is', 'be', 'a', 'bit', 'of', '#skullduggery']",,0.0,0.0,inspired,2.0,0.37848927918481656,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
surprise,"Hang on, that building has only just been renovated and at very great expense ...","['hang', 'on', 'that', 'building', 'has', 'have', 'only', 'just', 'been', 'be', 'renovated', 'renovate', 'and', 'at', 'very', 'great', 'expense']",anticipation,1.0,0.45299999999999996,inspired,6.0,1.1755577181004326,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
not-relevant,"""Creepy face appears in St Ives scone""","['creepy', 'face', 'appears', 'appear', 'in', 'st', 'ives', 'scone']",,0.0,0.0,amused,7.0,1.93123856933259,1.0,1.0,0.0,0.0,0.0,1.0,,0.0
happy,we are really excited about the Jackson Pollock exhibition at the end of the month!,"['we', 'are', 'be', 'really', 'excited', 'about', 'the', 'jackson', 'pollock', 'exhibition', 'at', 'the', 'end', 'of', 'the', 'month']",anticipation,1.0,0.8590000000000001,inspired,7.0,1.803082022407976,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
nocode,My article out now on why ancient Greece is on everyone is lips:,"['my', 'article', 'out', 'now', 'on', 'why', 'ancient', 'greece', 'is', 'be', 'on', 'everyone', 'is', 'be', 'lips', 'lip']",,0.0,0.0,amused,6.0,1.1512714631625829,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,Join our Monday night half price wine club at #NationalCafe and enjoy our new bar menu,"['join', 'our', 'we', 'monday', 'night', 'half', 'price', 'wine', 'club', 'at', 'nationalcafe', 'and', 'enjoy', 'our', 'we', 'new', 'bar', 'menu']",joy,2.0,0.937,amused,11.0,1.9281033121167892,0.0,0.0,8.0,0.0,0.0,0.0,joy,8.0
happy,Been talking clay pipes and pottery with today. The beginnings of a fab collaborative project.,"['been', 'be', 'talking', 'talk', 'clay', 'pipes', 'pipe', 'and', 'pottery', 'with', 'today', 'the', 'beginnings', 'of', 'a', 'fab', 'collaborative', 'project']",joy,2.0,0.9530000000000001,inspired,11.0,2.5162872583317015,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
nocode,"""Athens Now!"" A symposium of radical film from contemporary Greece 4 Jul, 1.45pm","['athens', 'now', 'a', 'symposium', 'of', 'radical', 'film', 'from', 'contemporary', 'greece', '4', 'jul', '1.45', 'pm']",,0.0,0.0,inspired,8.0,1.3476766805535942,0.0,1.0,4.0,0.0,1.0,0.0,joy,4.0
nocode,Lunch time at the #refuel,"['lunch', 'time', 'at', 'the', '#refuel']",anticipation,1.0,0.516,inspired,2.0,0.4285466272560683,0.0,0.0,1.0,0.0,0.0,0.0,joy,1.0
not-relevant,"Twitter Q&amp;A tmrw 10.30-11.30 with Director. #AskTheGallery today to #KickOutShell, #ReinstateCandy","['twitter', 'q&amp', 'a', 'tmrw', '10.30', '11.30', 'with', 'director', 'ask', 'thegallery', 'today', 'to', 'kick', 'out', 'shell', '#reinstate', 'candy']",anger,2.0,0.901,inspired,8.0,1.684732114310396,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
not-relevant,i will come if we can get bevvies after 😁😂,"['i', 'will', 'come', 'if', 'we', 'can', 'get', 'bevvies', 'bevvy', 'after']",,0.0,0.0,inspired,2.0,0.40772743486804675,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
nocode,#FF,['ff'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
nocode,so greave sis the fancy name for shin guards my english is progressing by leaps!,"['so', 'greave', 'sis', 'the', 'fancy', 'name', 'for', 'shin', 'guards', 'guard', 'my', 'english', 'is', 'be', 'progressing', 'progress', 'by', 'leaps', 'leap']",anticipation,2.0,1.023,inspired,11.0,2.043356484800664,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
happy,Doing research about the British Museum one of the most fabulous places for archaeology!,"['doing', 'do', 'research', 'about', 'the', 'british', 'museum', 'one', 'of', 'the', 'most', 'fabulous', 'places', 'place', 'for', 'archaeology']",joy,1.0,0.922,inspired,8.0,1.6976469030554362,0.0,0.0,8.0,0.0,1.0,0.0,joy,8.0
nocode,"Incidentally, he will be in convo tomorrow talkin' theatricality in contemp art &amp; stage design","['incidentally', 'he', 'will', 'be', 'in', 'convo', 'tomorrow', 'talkin', 'theatricality', 'in', 'contemp', 'art', 'stage', 'design']",anticipation,2.0,1.0390000000000001,inspired,8.0,1.721504842708567,0.0,0.0,4.0,1.0,0.0,0.0,joy,4.0
happy,. Within a day I realised we needed to buy two of titian is greatest painting... via,"['within', 'a', 'day', 'i', 'realised', 'realise', 'we', 'needed', 'need', 'to', 'buy', 'two', 'of', 'titian', 'is', 'be', 'greatest', 'painting', 'via']",,0.0,0.0,inspired,12.0,2.1035529038525898,1.0,1.0,1.0,1.0,0.0,0.0,,0.0
nocode,Any favourite artworks made to commemorate #Waterloo200 ?,"['any', 'favourite', 'artworks', 'artwork', 'made', 'make', 'to', 'commemorate', 'waterloo200']",joy,2.0,0.718,inspired,6.0,1.3955088329152159,0.0,0.0,3.0,0.0,0.0,0.0,joy,3.0
nocode,☕,['☕'],,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
