ori_sentiment,tweet_text,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
nocode,What has been your favourite exhibition since you have been there?,"['what', 'has', 'have', 'been', 'be', 'your', 'you', 'favourite', 'exhibition', 'since', 'you', 'have', 'been', 'be', 'there']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Had such a wonderful morning thank you for having us! From Learning Team #Cornwall,"['had', 'have', 'such', 'a', 'wonderful', 'morning', 'thank', 'you', 'for', 'having', 'have', 'us', 'we', 'from', 'learning', 'team', 'cornwall']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.113,0.0,0.0,1.0,0.45299999999999996,0.0,0.0,2.0,1.2890000000000001,trust,2.0,1.2890000000000001
nocode,Would you be able to help with this painting info? Copenhagen Harbor 1890.,"['would', 'you', 'be', 'able', 'to', 'help', 'with', 'this', 'painting', 'info', 'copenhagen', 'harbor', '1890']",0.0,0.0,0.0,0.0,1.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.992,trust,2.0,0.992
happy,So enjoyed the demonstration. It must take years to master this beautiful artistry.,"['so', 'enjoyed', 'enjoy', 'the', 'demonstration', 'it', 'must', 'take', 'years', 'year', 'to', 'master', 'this', 'beautiful', 'artistry']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.593,0.0,0.0,0.0,0.0,1.0,0.578,1.0,0.484,joy,2.0,1.593
nocode,I do not know how many times I have walked up and down this staircase but for the…,"['i', 'do', 'not', 'know', 'how', 'many', 'times', 'time', 'i', 'have', 'walked', 'walk', 'up', 'and', 'down', 'this', 'staircase', 'but', 'for', 'the']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.281,0.0,0.0,1.0,0.516,0.0,0.0,anticipation,1.0,0.516
angry,"#AskTheGallery Dr Penny, facing public outcry and a petition with nearly 45,000 signatures, will you halt privatisation at","['ask', 'thegallery', 'dr', 'penny', 'facing', 'face', 'public', 'outcry', 'and', 'a', 'petition', 'with', 'nearly', '45,000', 'signatures', 'signature', 'will', 'you', 'halt', 'privatisation', 'at']",1.0,0.544,0.0,0.0,1.0,0.547,0.0,0.0,0.0,0.0,1.0,0.727,1.0,0.375,1.0,0.47700000000000004,surprise,1.0,0.727
nocode,Monet married his wife Camille #OnThisDay in 1870.,"['monet', 'married', 'marry', 'his', 'he', 'wife', 'camille', 'onthisday', 'in', '1870']",0.0,0.0,0.0,0.0,1.0,0.125,1.0,0.6759999999999999,0.0,0.0,1.0,0.242,1.0,0.594,1.0,0.594,joy,1.0,0.6759999999999999
nocode,Visste du att British Museum i #London bara visar 1% av hela sin samling?,"['visste', 'du', 'att', 'british', 'museum', 'i', 'london', 'bara', 'visar', '1', 'av', 'hela', 'sin', 'samling']",1.0,0.547,1.0,0.625,1.0,0.56,0.0,0.0,1.0,0.516,0.0,0.0,0.0,0.0,0.0,0.0,disgust,1.0,0.625
happy,I was there in May and it was a stunning exhibition. //,"['i', 'was', 'be', 'there', 'in', 'may', 'and', 'it', 'was', 'be', 'a', 'stunning', 'stun', 'exhibition']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.711,0.0,0.0,0.0,0.0,surprise,1.0,0.711
nocode,Miss 's Ming exhibition last year? will bring you up to speed:…,"['miss', ""'s"", 'ming', 'exhibition', 'last', 'year', 'will', 'bring', 'you', 'up', 'to', 'speed']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.379,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.379
happy,Perfect weather for this weekend is Armed Forces Day #plymouth,"['perfect', 'weather', 'for', 'this', 'weekend', 'is', 'be', 'armed', 'forces', 'force', 'day', 'plymouth']",2.0,1.1179999999999999,0.0,0.0,2.0,0.969,2.0,1.1600000000000001,0.0,0.0,0.0,0.0,1.0,0.445,1.0,0.539,joy,2.0,1.1600000000000001
happy,That looks amazing! i will be there with Cece and Fifi Beau is 12 so probs a bit old :,"['that', 'looks', 'look', 'amazing', 'i', 'will', 'be', 'there', 'with', 'cece', 'and', 'fifi', 'beau', 'is', 'be', '12', 'so', 'probs', 'a', 'bit', 'old']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Peri today,"['peri', 'today']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.391,0.0,0.0,0.0,0.0,surprise,1.0,0.391
not-relevant,"The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland","['the', '2nd', 'genocide', 'against', 'biafrans', 'as', 'promised', 'promise', 'by', 'buhari', 'has', 'have', 'begun', 'begin', '3', 'days', 'day', 'of', 'unreported', 'aerial', 'bombardment', 'in', 'biafraland']",1.0,0.606,0.0,0.0,1.0,0.8440000000000001,1.0,0.415,0.0,0.0,0.0,0.0,1.0,0.516,1.0,0.773,fear,1.0,0.8440000000000001
angry,Solidarity to those striking at the National Gallery. NO TO PRIVATIZATION #TUCLGBT15,"['solidarity', 'to', 'those', 'striking', 'strike', 'at', 'the', 'national', 'gallery', 'no', 'to', 'privatization', 'tuclgbt15']",1.0,0.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.367,0.0,0.0,1.0,0.648,surprise,2.0,1.367
happy,Hedge bindweed out in force in Peckham. The same plant grows around St Helen on this amazing pendant,"['hedge', 'bindweed', 'out', 'in', 'force', 'in', 'peckham', 'the', 'same', 'plant', 'grows', 'grow', 'around', 'st', 'helen', 'on', 'this', 'amazing', 'pendant']",1.0,0.418,0.0,0.0,1.0,0.266,1.0,0.242,0.0,0.0,0.0,0.0,1.0,0.555,1.0,0.49200000000000005,anticipation,1.0,0.555
happy,"thank you so much, David!","['thank', 'you', 'so', 'much', 'david']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sad,Lots of questions about privatisation and sacking of our rep on #AskTheGallery. V disappointing they were not addressed.,"['lots', 'lot', 'of', 'questions', 'question', 'about', 'privatisation', 'and', 'sacking', 'of', 'our', 'we', 'rep', 'on', 'ask', 'thegallery', 'v', 'disappointing', 'they', 'were', 'be', 'not', 'addressed', 'address']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.625
happy,Love it! Surely the Royals had/have way too much money :,"['love', 'it', 'surely', 'the', 'royals', 'had', 'have', 'have', 'way', 'too', 'much', 'money']",1.0,0.07400000000000001,0.0,0.0,0.0,0.0,2.0,1.359,0.0,0.0,1.0,0.203,1.0,0.586,2.0,1.117,joy,2.0,1.359
not-relevant,#FF Happy Friday!,"['ff', 'happy', 'friday']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2429999999999999,0.0,0.0,0.0,0.0,1.0,0.555,1.0,0.609,joy,2.0,1.2429999999999999
nocode,close up of the #portlandvase &lt;3 #roman #cameo glass,"['close', 'up', 'of', 'the', '#portlandvase', '3', '#roman', 'cameo', 'glass']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Yes it was described as coming from one of these world is first mass graves.,"['yes', 'it', 'was', 'be', 'described', 'describe', 'as', 'coming', 'come', 'from', 'one', 'of', 'these', 'world', 'is', 'be', 'first', 'mass', 'graves', 'grave']",0.0,0.0,0.0,0.0,1.0,0.562,0.0,0.0,1.0,0.727,0.0,0.0,1.0,0.633,0.0,0.0,sadness,1.0,0.727
nocode,Is the last one currently in politics?,"['is', 'be', 'the', 'last', 'one', 'currently', 'in', 'politics']",1.0,0.23399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,I have been enjoying the British Library Crime Classics series that I bought at Hatchards.,"['i', 'have', 'been', 'be', 'enjoying', 'enjoy', 'the', 'british', 'library', 'crime', 'classics', 'series', 'that', 'i', 'bought', 'buy', 'at', 'hatchards']",1.0,0.672,0.0,0.0,1.0,0.7190000000000001,3.0,1.901,0.0,0.0,0.0,0.0,2.0,1.164,3.0,1.4529999999999998,joy,3.0,1.901
happy,Workshop today on Manchu Money was more than great. Money does not stink. Thank you,"['workshop', 'today', 'on', 'manchu', 'money', 'was', 'be', 'more', 'than', 'great', 'money', 'does', 'do', 'not', 'stink', 'thank', 'you']",1.0,0.07400000000000001,1.0,0.516,0.0,0.0,1.0,0.531,0.0,0.0,1.0,0.203,1.0,0.586,1.0,0.359,anticipation,1.0,0.586
happy,the longest day then new beginnings and big positive changes in the coming days,"['the', 'longest', 'day', 'then', 'new', 'beginnings', 'and', 'big', 'positive', 'changes', 'change', 'in', 'the', 'coming', 'come', 'days', 'day']",0.0,0.0,0.0,0.0,1.0,0.198,2.0,1.1829999999999998,0.0,0.0,0.0,0.0,1.0,0.633,0.0,0.0,joy,2.0,1.1829999999999998
happy,"thank you, that looks great!","['thank', 'you', 'that', 'looks', 'look', 'great']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,,['nan'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,The National Gallery loved our training! We can help with your accessibility too!,"['the', 'national', 'gallery', 'loved', 'love', 'our', 'we', 'training', 'we', 'can', 'help', 'with', 'your', 'you', 'accessibility', 'too']",0.0,0.0,0.0,0.0,1.0,0.203,2.0,1.687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.758,joy,2.0,1.687
nocode,"""Richard III became King of England #onthisday in 1483 showing at July/Aug via","['richard', 'iii', 'became', 'become', 'king', 'of', 'england', '#onthisday', 'in', '1483', 'showing', 'show', 'at', 'july', 'aug', 'via']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35200000000000004,trust,1.0,0.35200000000000004
happy,thank you!,"['thank', 'you']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Piero della Francesca! One of my favourite pieces ever.,"['piero', 'della', 'francesca', 'one', 'of', 'my', 'favourite', 'pieces', 'piece', 'ever']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sad,"Since a few of these were included, it would be nice to see more it felt like a concessionary nod &gt;","['since', 'a', 'few', 'of', 'these', 'were', 'be', 'included', 'include', 'it', 'would', 'be', 'nice', 'to', 'see', 'more', 'it', 'felt', 'feel', 'like', 'a', 'concessionary', 'nod', '&gt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.484,trust,1.0,0.484
nocode,we are leaving the and we are off to the horniman for the communication group,"['we', 'are', 'be', 'leaving', 'leave', 'the', 'and', 'we', 'are', 'be', 'off', 'to', 'the', 'horniman', 'for', 'the', 'communication', 'group']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.594,1.0,0.23399999999999999,0.0,0.0,1.0,0.625,trust,1.0,0.625
nocode,Why was the body the most important subject for art in Ancient Greece? From gods to sports stars,"['why', 'was', 'be', 'the', 'body', 'the', 'most', 'important', 'subject', 'for', 'art', 'in', 'ancient', 'greece', 'from', 'gods', 'god', 'to', 'sports', 'sport', 'stars', 'star']",0.0,0.0,0.0,0.0,1.0,0.094,3.0,1.185,1.0,0.0,1.0,0.172,3.0,1.3439999999999999,3.0,1.641,trust,3.0,1.641
not-relevant,CarleMagne,"['carle', 'magne']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Weapons of resistance: #IndigenousAustralia Curator Gaye blogs about Jandamarra,"['weapons', 'weapon', 'of', 'resistance', 'indigenous', 'australia', 'curator', 'gaye', 'blogs', 'blog', 'about', 'jandamarra']",1.0,0.5429999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.297,anger,1.0,0.5429999999999999
not-relevant,Come down to Cass Art Liverpool and get creative on our outside try me table!!,"['come', 'down', 'to', 'cass', 'art', 'liverpool', 'and', 'get', 'creative', 'on', 'our', 'we', 'outside', 'try', 'me', 'i', 'table']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,2.0,0.281,1.0,0.172,1.0,0.391,0.0,0.0,anticipation,1.0,0.391
nocode,St Eleftherios Greek School trip to British Museum see more at #britishmuseum,"['st', 'eleftherios', 'greek', 'school', 'trip', 'to', 'british', 'museum', 'see', 'more', 'at', '#britishmuseum']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.281,0.0,0.0,1.0,0.531,trust,1.0,0.531
nocode,Plus more recent evidence from survey,"['plus', 'more', 'recent', 'evidence', 'from', 'survey']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Really enjoyed early morning visit to #definingbeauty lots of works i would over even seen in books BMImages_com,"['really', 'enjoyed', 'enjoy', 'early', 'morning', 'visit', 'to', '#definingbeauty', 'lots', 'lot', 'of', 'works', 'work', 'i', 'would', 'over', 'even', 'seen', 'see', 'in', 'books', 'book', 'bmimages_com']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.198,0.0,0.0,0.0,0.0,1.0,0.578,1.0,0.484,joy,3.0,1.198
happy,supporting this great event for the 3rd year Sat 20th June 12pm to 5pm,"['supporting', 'support', 'this', 'great', 'event', 'for', 'the', '3rd', 'year', 'sat', '20th', 'june', '12', 'pm', 'to', '5', 'pm']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.664,trust,1.0,0.664
happy,Studio work done off to the JOY!,"['studio', 'work', 'done', 'do', 'off', 'to', 'the', 'joy']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.924
happy,"Looking forward to Jackson Pollock Blind Spots. Never Mind the Pollocks, Dripping Not Pouring.","['looking', 'look', 'forward', 'to', 'jackson', 'pollock', 'blind', 'spots', 'never', 'mind', 'the', 'pollocks', 'dripping', 'drip', 'not', 'pouring', 'pour']",0.0,0.0,1.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,. are tweeting about Baroque today. Here is a work by Reni from our collecti... via,"['are', 'be', 'tweeting', 'tweet', 'about', 'baroque', 'today', 'here', 'is', 'be', 'a', 'work', 'by', 'reni', 'from', 'our', 'we', 'collecti', 'via']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
not-relevant,Do you post information leaflets etc. to schools? i am the librarian/LRC manager of a large school library in North London.,"['do', 'you', 'post', 'information', 'leaflets', 'leaflet', 'etc.', 'to', 'schools', 'school', 'i', 'am', 'be', 'the', 'librarian', 'lrc', 'manager', 'of', 'a', 'large', 'school', 'library', 'in', 'north', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.531,trust,1.0,0.531
happy,and a fav from for the birfday boy:,"['and', 'a', 'fav', 'from', 'for', 'the', 'birfday', 'boy']",0.0,0.0,1.0,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Thankfully able to view #definingbeauty statuary from all sides. 3-D is often neglected in displays. #callipygian,"['thankfully', 'able', 'to', 'view', '#definingbeauty', 'statuary', 'from', 'all', 'sides', 'side', '3', 'd', 'is', 'be', 'often', 'neglected', 'neglect', 'in', 'displays', 'display', 'callipygian']",1.0,0.324,1.0,0.414,0.0,0.0,0.0,0.0,1.0,0.688,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.688
nocode,My new portfolio with recent art glass projects is available Download it now,"['my', 'new', 'portfolio', 'with', 'recent', 'art', 'glass', 'projects', 'project', 'is', 'be', 'available', 'download', 'it', 'now']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,anticipation,1.0,0.391
nocode,did you see this?,"['did', 'do', 'you', 'see', 'this']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
disgust,it should work the link is ok on my browser. Perhaps it is the X-rated content...,"['it', 'should', 'work', 'the', 'link', 'is', 'be', 'ok', 'on', 'my', 'browser', 'perhaps', 'it', 'is', 'be', 'the', 'x-rated', 'content']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.562,joy,1.0,0.688
nocode,"Napoleon Lost Waterloo, But Won History","['napoleon', 'lost', 'lose', 'waterloo', 'but', 'won', 'win', 'history']",1.0,0.261,1.0,0.25,1.0,0.391,1.0,0.727,2.0,1.134,1.0,0.38299999999999995,0.0,0.0,0.0,0.0,sadness,2.0,1.134
happy,#PedagooFriday trip to being given a 10/10 by students plus they loved my treasure hunt resource,"['pedagoofriday', 'trip', 'to', 'being', 'be', 'given', 'give', 'a', '10/', '10', 'by', 'students', 'student', 'plus', 'they', 'loved', 'love', 'my', 'treasure', 'hunt', 'resource']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.339,0.0,0.0,1.0,0.281,1.0,0.648,2.0,1.258,joy,3.0,2.339
nocode,no trainers or sandles .,"['no', 'trainers', 'trainer', 'or', 'sandles', 'sandle']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.414,trust,1.0,0.414
nocode,From 12pm on we preview #CastleHillOpen Day in #Cambridge with,"['from', '12', 'pm', 'on', 'we', 'preview', 'castlehillopen', 'day', 'in', 'cambridge', 'with']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,FLAMIN: the Artists Present… w/ Sarah Turner &amp; Larissa Sansour THIS SAT,"['flamin', 'the', 'artists', 'present', 'w/', 'with', 'sarah', 'turner', '&amp', 'larissa', 'sansour', 'this', 'sat']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.441,0.0,0.0,1.0,0.32,1.0,0.516,1.0,0.45299999999999996,anticipation,1.0,0.516
nocode,"Images of #Cambridge May 2015. 10. Medieval Ascension in stone,","['images', 'image', 'of', 'cambridge', 'may', '2015', '10', 'medieval', 'ascension', 'in', 'stone']",1.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,That looks amazing! #GetInMyWellie,"['that', 'looks', 'look', 'amazing', 'getinmywellie']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,are you supporting the strikers at against privatisation? thanks,"['are', 'be', 'you', 'supporting', 'support', 'the', 'strikers', 'striker', 'at', 'against', 'privatisation', 'thanks']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.664,trust,1.0,0.664
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,Off to with 30 KS3 tomorrow hope they do not forget to bring water with their pack lunch! #hotWeather,"['off', 'to', 'with', '30', 'ks3', 'tomorrow', 'hope', 'they', 'do', 'not', 'forget', 'to', 'bring', 'water', 'with', 'their', 'they', 'pack', 'lunch']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.586,0.0,0.0,1.0,0.36700000000000005,2.0,1.421,1.0,0.68,anticipation,2.0,1.421
nocode,"Next Monday, our Index Editor Barbara Pezzini will be giving a lecture at","['next', 'monday', 'our', 'we', 'index', 'editor', 'barbara', 'pezzini', 'will', 'be', 'giving', 'give', 'a', 'lecture', 'at']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.469
not-relevant,#AskTheGallery i am glad to hear you have taken note!,"['ask', 'thegallery', 'i', 'am', 'be', 'glad', 'to', 'hear', 'you', 'have', 'taken', 'take', 'note']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7809999999999999,0.0,0.0,0.0,0.0,1.0,0.536,0.0,0.0,joy,1.0,0.7809999999999999
happy,"Enchanted by in Cambridge, which is now my favourite art gallery &amp; my favourite house","['enchanted', 'enchant', 'by', 'in', 'cambridge', 'which', 'is', 'be', 'now', 'my', 'favourite', 'art', 'gallery', 'my', 'favourite', 'house']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.749,1.0,0.0,2.0,0.5940000000000001,2.0,0.9530000000000001,1.0,0.516,joy,3.0,1.749
happy,Terry Frost soft sculptures looking fantastic,"['terry', 'frost', 'soft', 'sculptures', 'sculpture', 'looking', 'look', 'fantastic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,#Solidarity | BLOG: assistants are on strike and it is crucial we pay attention via,"['solidarity', 'blog', 'assistants', 'assistant', 'are', 'be', 'on', 'strike', 'and', 'it', 'is', 'be', 'crucial', 'we', 'pay', 'attention', 'via']",1.0,0.721,0.0,0.0,0.0,0.0,1.0,0.242,0.0,0.0,1.0,0.695,1.0,0.461,3.0,1.539,trust,3.0,1.539
nocode,Ms Marini discussing a painting with our students #stockleyart,"['ms', 'marini', 'discussing', 'discuss', 'a', 'painting', 'with', 'our', 'we', 'students', 'student', '#stockleyart']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,I love this idea. I am going to suggest it to some day!,"['i', 'love', 'this', 'idea', 'i', 'am', 'be', 'going', 'go', 'to', 'suggest', 'it', 'to', 'some', 'day']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.828,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.11,trust,2.0,1.11
happy,James Richards extraordinary instln is a brilliantly obliquely piece of critical interpretation. Sonic art theory. Lush,"['james', 'richards', 'extraordinary', 'instln', 'is', 'be', 'a', 'brilliantly', 'obliquely', 'piece', 'of', 'critical', 'interpretation', 'sonic', 'art', 'theory', 'lush']",0.0,0.0,1.0,0.188,0.0,0.0,3.0,0.82,2.0,0.109,1.0,0.172,2.0,0.75,1.0,0.32799999999999996,joy,3.0,0.82
nocode,Have you heard that we will be exhibiting canaletto is masterpiece A Regatta on the Grand Canal from 11 July? #Sundaletto,"['have', 'you', 'heard', 'hear', 'that', 'we', 'will', 'be', 'exhibiting', 'exhibit', 'canaletto', 'is', 'be', 'masterpiece', 'a', 'regatta', 'on', 'the', 'grand', 'canal', 'from', '11', 'july', 'sundaletto']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.561,0.0,0.0,0.0,0.0,1.0,0.461,0.0,0.0,joy,1.0,0.561
nocode,La Fontaine de la Crosse. Rouen John Sell Cotman 1830 via,"['la', 'fontaine', 'de', 'la', 'crosse', 'rouen', 'john', 'sell', 'cotman', '1830', 'via']",0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Find out about our workshops in preparation for an Out of this World via,"['find', 'out', 'about', 'our', 'we', 'workshops', 'workshop', 'in', 'preparation', 'for', 'an', 'a', 'out', 'of', 'this', 'world', 'via']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.586,0.0,0.0,anticipation,1.0,0.586
happy,stunning!,"['stunning', 'stun']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.711,0.0,0.0,0.0,0.0,surprise,1.0,0.711
nocode,"Drawn on the spot in lunchtime ""Marcia Furnilla"" #DefiningBeauty #thedailysketch","['drawn', 'draw', 'on', 'the', 'spot', 'in', 'lunchtime', 'marcia', 'furnilla', 'definingbeauty', '#thedailysketch']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Attend #Steppes #BeyondElDorado #CheltLitFest #event? here is the #exhibition,"['attend', 'steppes', 'steppe', 'beyondel', 'dorado', 'cheltlitfest', '#event', 'here', 'is', 'be', 'the', '#exhibition']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
happy,So cool to play w/ these today! Thanks to the v clever &amp; Informatics Lab team for coming to,"['so', 'cool', 'to', 'play', 'w/', 'with', 'these', 'today', 'thanks', 'to', 'the', 'v', 'clever', 'informatics', 'lab', 'team', 'for', 'coming', 'come', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.633,1.0,0.664,trust,1.0,0.664
happy,Thank you!,"['thank', 'you']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,On Monday our Index Editor Barbara Pezzini will be talking &amp; modern Brit art:,"['on', 'monday', 'our', 'we', 'index', 'editor', 'barbara', 'pezzini', 'will', 'be', 'talking', 'talk', 'modern', 'brit', 'art']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23399999999999999,1.0,0.0,1.0,0.172,1.0,0.391,0.0,0.0,anticipation,1.0,0.391
nocode,,['nan'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Not a morning selfie. Rather a Rapa Nui Easter Island head at An ancestor in stone.,"['not', 'a', 'morning', 'selfie', 'rather', 'a', 'rapa', 'nui', 'easter', 'island', 'head', 'at', 'an', 'a', 'ancestor', 'in', 'stone']",1.0,0.258,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,"i am at in London, Greater London","['i', 'am', 'be', 'at', 'in', 'london', 'greater', 'london']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
nocode,Bathers at Asnieres.,"['bathers', 'bather', 'at', 'asnieres']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
