ori_sentiment,text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
anger,"I ""cooked"" the engine in my father's car - it was actually his  
fault because he hadn't fixed the temperature gauge or told me.  
When I finally got home I was absolutely screamed at and the  
anger I experienced was over the injustice of it all plus the  
huge row which developed.","['i', 'cooked', 'the', 'engine', 'in', 'my', 'father', 'is', 'car', 'it', 'was', 'actually', 'his', 'fault', 'because', 'he', 'had', 'not', 'fixed', 'the', 'temperature', 'gauge', 'or', 'told', 'me', 'when', 'i', 'finally', 'got', 'home', 'i', 'was', 'absolutely', 'screamed', 'at', 'and', 'the', 'anger', 'i', 'experienced', 'was', 'over', 'the', 'injustice', 'of', 'it', 'all', 'plus', 'the', 'huge', 'row', 'which', 'developed']","[""'i"", 'cook', ""the'"", 'engine', 'in', 'my', 'father', 'be', 'car', 'it', 'be', 'actually', 'he', 'fault', 'because', 'he', 'have', 'not', 'fix', ""the'"", 'temperature', 'gauge', 'or', 'tell', ""me'"", 'when', ""i'"", 'finally', 'get', 'home', ""i'"", 'be', 'absolutely', 'scream', 'at', 'and', ""the'"", 'anger', ""i'"", 'experience', 'be', ""'over"", ""the'"", 'injustice', 'of', 'it', 'all', 'plus', ""the'"", 'huge', 'row', 'which', 'develop']",anger,4.0,2.3670000000000004,surprise,29.0,4.94459576597429,joy,14.0
sadness,"This sounds really predictable and usual but it was absolutely  
heart-rending at the time. My first lover (I was 15) just rang up  
one day and announced that he had found another woman. I never  
saw him again and it hurt because I was positive that it was  
""TRUE LOVE"" !!","['this', 'sounds', 'really', 'predictable', 'and', 'usual', 'but', 'it', 'was', 'absolutely', 'heart', 'rending', 'at', 'the', 'time', 'my', 'first', 'lover', 'i', 'was', '15', 'just', 'rang', 'up', 'one', 'day', 'and', 'announced', 'that', 'he', 'had', 'found', 'another', 'woman', 'i', 'never', 'saw', 'him', 'again', 'and', 'it', 'hurt', 'because', 'i', 'was', 'positive', 'that', 'it', 'was', 'true', 'love']","['this', 'sound', 'really', 'predictable', 'and', 'usual', 'but', 'it', 'be', 'absolutely', 'heart', 'rend', 'at', ""the'"", 'time', 'my', 'first', 'lover', ""i'"", 'be', '15', 'just', 'ring', 'up', 'one', 'day', 'and', 'announce', 'that', 'he', 'have', 'find', 'another', 'woman', ""i'"", 'never', 'see', 'he', 'again', 'and', 'it', 'hurt', 'because', ""i'"", 'be', 'positive', 'that', 'it', 'be', 'true', 'love']",joy,6.0,3.441,surprise,29.0,5.131919740433421,joy,21.0
disgust,"I once saw an old man up the road, fossicking through the rubbish  
bins and the gutter. I was really disgusted at first but I've  
seen him a few times since then and now I feel really sorry for  
him and I often give him cigarettes when I see him, because he  
mainly goes after cigarette butts and it is revolting.","['i', 'once', 'saw', 'an', 'old', 'man', 'up', 'the', 'road', 'fossicking', 'through', 'the', 'rubbish', 'bins', 'and', 'the', 'gutter', 'i', 'was', 'really', 'disgusted', 'at', 'first', 'but', 'i', 'have', 'seen', 'him', 'a', 'few', 'times', 'since', 'then', 'and', 'now', 'i', 'feel', 'really', 'sorry', 'for', 'him', 'and', 'i', 'often', 'give', 'him', 'cigarettes', 'when', 'i', 'see', 'him', 'because', 'he', 'mainly', 'goes', 'after', 'cigarette', 'butts', 'and', 'it', 'is', 'revolting']","['i', 'once', 'see', 'a', 'old', 'man', 'up', ""the'"", 'road', 'fossicking', 'through', ""the'"", 'rubbish', 'bin', 'and', ""the'"", 'gutter', ""i'"", 'be', 'really', 'disgusted', 'at', 'first', 'but', ""i'"", 'have', 'see', 'he', 'a', 'few', 'time', 'since', 'then', 'and', 'now', 'i', 'feel', 'really', 'sorry', 'for', 'he', 'and', ""i'"", 'often', 'give', 'he', 'cigarette', 'when', ""i'"", 'see', 'he', 'because', 'he', 'mainly', 'go', 'after', 'cigarette', 'butt', 'and', 'it', 'be', 'revolting']",disgust,3.0,1.859,surprise,28.0,4.31843131149048,joy,14.0
shame,"When I was 15 my mother discovered various items in my room which  
15 year olds aren't usually expected to have - mainly alcohol,  
marijuana and contraceptives !","['when', 'i', 'was', '15', 'my', 'mother', 'discovered', 'various', 'items', 'in', 'my', 'room', 'which', '15', 'year', 'olds', 'are', 'not', 'usually', 'expected', 'to', 'have', 'mainly', 'alcohol', 'marijuana', 'and', 'contraceptives']","['when', ""i'"", 'be', '15', 'my', 'mother', 'discover', 'various', 'item', 'in', 'my', 'room', 'which', '15', ""'"", 'year', 'old', 'be', 'not', 'usually', 'expect', ""to'"", 'have', 'mainly', 'alcohol', 'marijuana', 'and', 'contraceptive']",joy,1.0,0.41200000000000003,surprise,18.0,2.8413664962295444,joy,5.0
guilt,NO RESPONSE.,"['no', 'response']","[""no'"", 'response']",,0.0,0.0,,0.0,0.0,joy,1.0
joy,"A holiday at a whitesand deserted beach. A cool evening near the  
end of summer and we had a fire in the sand - toasted  
marshmellows, cuddled and drank champagne.","['a', 'holiday', 'at', 'a', 'whitesand', 'deserted', 'beach', 'a', 'cool', 'evening', 'near', 'the', 'end', 'of', 'summer', 'and', 'we', 'had', 'a', 'fire', 'in', 'the', 'sand', 'toasted', 'marshmellows', 'cuddled', 'and', 'drank', 'champagne']","[""'a"", 'holiday', 'at', ""a'"", 'whitesand', 'desert', 'beach', 'a', 'cool', 'evening', 'near', ""the'"", 'end', 'of', 'summer', 'and', ""we'"", 'have', 'a', 'fire', 'in', ""the'"", 'sand', 'toast', 'marshmellow', 'cuddle', 'and', 'drank', 'champagne']",joy,7.0,3.532,surprise,17.0,2.6501816029426295,joy,9.0
fear,"Skiing down a very icy slope, very fast in white-out conditions.  
Out of control with no idea of what I was doing or where I was  
heading.","['skiing', 'down', 'a', 'very', 'icy', 'slope', 'very', 'fast', 'in', 'white', 'out', 'conditions', 'out', 'of', 'control', 'with', 'no', 'idea', 'of', 'what', 'i', 'was', 'doing', 'or', 'where', 'i', 'was', 'heading']","[""'skie"", 'dow', 'and', ""a'"", 'very', 'icy', 'slope', 'very', 'fast', 'in', 'white', 'out', 'condition', 'out', 'of', 'control', 'with', ""no'"", 'idea', 'of', 'what', ""i'"", 'be', 'do', 'or', 'where', ""i'"", 'be', 'head']",joy,2.0,0.34299999999999997,surprise,12.0,1.806346298547353,joy,8.0
anger,"My best friend at school told lies about me to a boy I was seeing  
and went out with him herself.","['my', 'best', 'friend', 'at', 'school', 'told', 'lies', 'about', 'me', 'to', 'a', 'boy', 'i', 'was', 'seeing', 'and', 'went', 'out', 'with', 'him', 'herself']","['best', 'friend', 'at', 'school', 'tell', 'lie', 'about', ""me'"", 'to', 'a', 'boy', 'i', 'be', 'see', 'and', 'go', 'out', 'with', 'he', 'herself']",sadness,1.0,0.585,surprise,12.0,2.0603531008929985,joy,8.0
sadness,"I found a baby opposum on the road and took it home and cared for  
it for a week. It had to be force-fed and carried in a fur pouch  
under my jersey. My father had the vet put it to sleep as he said  
they carried diseases.","['i', 'found', 'a', 'baby', 'opposum', 'on', 'the', 'road', 'and', 'took', 'it', 'home', 'and', 'cared', 'for', 'it', 'for', 'a', 'week', 'it', 'had', 'to', 'be', 'force', 'fed', 'and', 'carried', 'in', 'a', 'fur', 'pouch', 'under', 'my', 'jersey', 'my', 'father', 'had', 'the', 'vet', 'put', 'it', 'to', 'sleep', 'as', 'he', 'said', 'they', 'carried', 'diseases']","['i', 'find', 'a', 'baby', 'opposum', 'of', 'and', ""tha'"", 'road', 'and', 'take', 'it', 'home', 'and', 'care', 'for', 'it', 'for', 'a', 'week', 'it', 'have', ""to'"", ""be'"", 'force', 'feed', 'and', 'carry', 'in', 'a', 'fur', 'pouch', 'under', 'my', 'jersey', 'my', 'father', 'have', ""the'"", 'vet', 'put', 'it', ""to'"", 'sleep', 'as', 'he', 'say', 'they', 'carry', 'disease']",joy,3.0,1.317,surprise,26.0,4.011364078008537,joy,14.0
disgust,"A boyfriend with whom I split up with came over to a friend's  
house where I was visiting with a male friend. In a confrontation  
in another room he tried to find out if I was aroused by my  
friend by feeling my parts.","['a', 'boyfriend', 'with', 'whom', 'i', 'split', 'up', 'with', 'came', 'over', 'to', 'a', 'friend', 'is', 'house', 'where', 'i', 'was', 'visiting', 'with', 'a', 'male', 'friend', 'in', 'a', 'confrontation', 'in', 'another', 'room', 'he', 'tried', 'to', 'find', 'out', 'if', 'i', 'was', 'aroused', 'by', 'my', 'friend', 'by', 'feeling', 'my', 'parts']","['boyfriend', 'with', 'whom', ""i'"", 'split', 'up', 'with', 'come', 'over', ""to'"", 'a', 'friend', 'be', 'house', 'where', ""i'"", 'be', 'visit', 'with', ""a'"", 'male', 'friend', 'in', ""a'"", 'confrontation', 'in', 'another', 'room', ""he'"", 'try', ""to'"", 'find', 'out', 'if', ""i'"", 'be', 'arous', 'by', 'my', 'friend', 'by', 'feeling', 'my', 'part']",joy,3.0,1.31,disgust,19.0,2.893648955836633,joy,13.0
shame,"I told my primary teacher I hadn't done my homework as my mother  
was in a car accident. My teacher rang that night to see how my  
mother was - she was fine i.e. no accident !","['i', 'told', 'my', 'primary', 'teacher', 'i', 'had', 'not', 'done', 'my', 'homework', 'as', 'my', 'mother', 'was', 'in', 'a', 'car', 'accident', 'my', 'teacher', 'rang', 'that', 'night', 'to', 'see', 'how', 'my', 'mother', 'was', 'she', 'was', 'fine', 'i.e.', 'no', 'accident']","['i', 'tell', 'my', 'primary', 'teacher', ""i'"", 'have', 'not', 'do', 'my', 'homework', 'as', 'my', 'mother', 'be', 'in', 'a', 'car', 'accident', 'my', 'teacher', 'ring', 'that', 'night', ""to'"", 'see', 'how', 'my', 'mother', 'be', ""she'"", 'be', 'fine', 'i.e.', ""no'"", 'accident']",fear,2.0,0.859,surprise,14.0,2.422719474724748,joy,6.0
guilt,"I told my pesent boyfriend that I was an Australian as are my  
parents. As the relationship developed I found it harder and  
harder to confess and became sure it would end our relationship.  
He eventually found out when told in front of me by my mother.","['i', 'told', 'my', 'pesent', 'boyfriend', 'that', 'i', 'was', 'an', 'australian', 'as', 'are', 'my', 'parents', 'as', 'the', 'relationship', 'developed', 'i', 'found', 'it', 'harder', 'and', 'harder', 'to', 'confess', 'and', 'became', 'sure', 'it', 'would', 'end', 'our', 'relationship', 'he', 'eventually', 'found', 'out', 'when', 'told', 'in', 'front', 'of', 'me', 'by', 'my', 'mother']","['i', 'tell', 'my', 'pesent', 'boyfriend', 'that', ""i'"", 'be', 'a', 'australian', 'as', 'be', 'my', 'parent', 'as', ""the'"", 'relationship', 'develop', ""i'"", 'find', ""it'"", 'harder', 'and', 'harder', ""to'"", 'confess', 'and', 'become', 'sure', 'it', 'would', 'end', ""our'"", 'relationship', ""he'"", 'eventually', 'find', 'out', 'when', 'tell', 'in', 'front', 'of', 'i', 'by', 'my', 'mother']",joy,4.0,1.6640000000000001,surprise,21.0,3.859442358341235,joy,11.0
joy,"Winning a race that I had been training for, for many weeks.  
(Running Race).","['winning', 'a', 'race', 'that', 'i', 'had', 'been', 'training', 'for', 'for', 'many', 'weeks', 'running', 'race']","['win', 'a', 'race', 'that', ""i'"", 'have', 'be', 'training', 'for', 'for', 'many', 'week', 'run', 'race']",joy,3.0,1.688,surprise,9.0,1.5804507764937787,joy,5.0
fear,"When I was very young and we moved as a family to Auckland from  
Wellington, this meant new school and friends (etc.).","['when', 'i', 'was', 'very', 'young', 'and', 'we', 'moved', 'as', 'a', 'family', 'to', 'auckland', 'from', 'wellington', 'this', 'meant', 'new', 'school', 'and', 'friends', 'etc.']","['when', ""i'"", 'be', 'very', 'young', 'and', ""we'"", 'move', 'as', 'a', 'family', ""to'"", 'auckland', 'from', 'wellington', 'this', 'mean', 'new', 'school', 'and', 'friend', 'etc.']",joy,4.0,1.804,surprise,12.0,2.113869072759845,joy,6.0
anger,"When someone ignores what I am saying or doesn't let me have my  
point of view and they monopolise a conversation.","['when', 'someone', 'ignores', 'what', 'i', 'am', 'saying', 'or', 'does', 'not', 'let', 'me', 'have', 'my', 'point', 'of', 'view', 'and', 'they', 'monopolise', 'a', 'conversation']","['when', 'someone', 'ignore', 'what', ""i'"", 'be', 'say', 'or', 'do', 'not', 'let', ""me'"", 'have', 'my', 'point', 'of', 'view', 'and', 'they', 'monopolise', 'a', 'conversation']",,0.0,0.0,surprise,9.0,1.6734504745266428,joy,5.0
sadness,"When I got into an argument with someone and was very abusive,  
but they were a close friend and I later regretted it.","['when', 'i', 'got', 'into', 'an', 'argument', 'with', 'someone', 'and', 'was', 'very', 'abusive', 'but', 'they', 'were', 'a', 'close', 'friend', 'and', 'i', 'later', 'regretted', 'it']","['when', ""i'"", 'get', 'into', 'a', 'argument', 'with', 'someone', 'and', 'be', 'very', 'abusive', 'but', 'they', 'be', ""a'"", 'close', 'friend', 'and', 'i', 'later', 'regret', 'it']",sadness,2.0,1.2770000000000001,surprise,10.0,1.5999608363080486,joy,6.0
disgust,"When a close relative got quite drunk. It was a relative that I  
had respected for a long time and looked up to as a child.","['when', 'a', 'close', 'relative', 'got', 'quite', 'drunk', 'it', 'was', 'a', 'relative', 'that', 'i', 'had', 'respected', 'for', 'a', 'long', 'time', 'and', 'looked', 'up', 'to', 'as', 'a', 'child']","['when', 'be', 'close', 'relative', 'get', 'quite', 'drunk', 'it', 'be', ""a'"", 'relative', 'that', ""i'"", 'have', 'respected', 'for', 'a', 'long', 'time', 'and', 'look', 'up', ""to'"", 'as', 'a', 'child']",joy,1.0,0.466,surprise,12.0,2.140661226947763,joy,8.0
shame,"When I had come home drunk the day after a party, I felt very  
ashamed in front of my parents.","['when', 'i', 'had', 'come', 'home', 'drunk', 'the', 'day', 'after', 'a', 'party', 'i', 'felt', 'very', 'ashamed', 'in', 'front', 'of', 'my', 'parents']","['when', ""i'"", 'have', 'come', 'home', 'drunk', ""the'"", 'day', 'after', 'a', 'party', ""i'"", 'feel', 'very', 'ashamed', 'in', 'front', 'of', 'my', 'parent']",joy,2.0,1.3239999999999998,surprise,11.0,2.110932172824676,joy,9.0
guilt,"When I crashed by bike into an old lady crossing a road and  
knocked her down.","['when', 'i', 'crashed', 'by', 'bike', 'into', 'an', 'old', 'lady', 'crossing', 'a', 'road', 'and', 'knocked', 'her', 'down']","['when', ""i'"", 'crash', 'by', 'bike', 'into', 'a', 'old', 'lady', 'crossing', 'a', 'road', 'and', 'knock', 'she', 'dow', 'and']",sadness,2.0,0.781,sadness,10.0,1.6812203897205606,joy,4.0
joy,"Listening to the opening bars of Tchaikovsdy's symphony No.2  
fourth movement at my sister's wedding.","['listening', 'to', 'the', 'opening', 'bars', 'of', 'tchaikovsdy', 'is', 'symphony', 'no.2', 'fourth', 'movement', 'at', 'my', 'sister', 'is', 'wedding']","['listen', ""to'"", ""the'"", 'opening', 'bar', 'of', 'tchaikovsdy', 'be', 'symphony', 'no.2', 'fourth', 'movement', 'at', 'my', 'sister', 'be', 'wedding']",joy,2.0,1.063,surprise,10.0,1.9117412482438896,joy,5.0
fear,"As a passenger in a vehicle travelling from the steep side of  
Arthur's Pass in the middle of a sleet-storm, icy roads, sheer  
chasms to one side, sheer face to the other.","['as', 'a', 'passenger', 'in', 'a', 'vehicle', 'travelling', 'from', 'the', 'steep', 'side', 'of', 'arthur', 'is', 'pass', 'in', 'the', 'middle', 'of', 'a', 'sleet', 'storm', 'icy', 'roads', 'sheer', 'chasms', 'to', 'one', 'side', 'sheer', 'face', 'to', 'the', 'other']","['a', 's', ""a'"", 'passenger', 'in', ""a'"", 'vehicle', 'travel', 'from', ""the'"", 'steep', 'side', 'of', 'arthur', 'be', 'pass', 'in', ""the'"", 'middle', 'of', 'a', 'sleet', 'storm', 'icy', 'road', 'sheer', 'chasm', ""to'"", 'one', 'side', 'sheer', 'face', 'to', 'the', 'other']",anger,1.0,0.507,fear,19.0,3.0637409314629775,joy,7.0
anger,"As in sadness (A), relating to this slaghter of fur-seals.","['as', 'in', 'sadness', 'a', 'relating', 'to', 'this', 'slaghter', 'of', 'fur-seals']","['as', 'in', 'sadness', 'a', 'relate', ""to'"", 'this', 'slaghter', 'of', 'fur-seal']",sadness,1.0,0.8640000000000001,surprise,3.0,0.7190472810796444,joy,1.0
sadness,"A) A documentary in which baby fur seals were being  
clubbed/spiked to death by Canadian seal-hunters. Brutally  
graphic.
B) Description of a disfigured orphaned child in Hiroshima  
calling for her mother.","['a', 'a', 'documentary', 'in', 'which', 'baby', 'fur', 'seals', 'were', 'being', 'clubbed', 'spiked', 'to', 'death', 'by', 'canadian', 'seal', 'hunters', 'brutally', 'graphic', 'b', 'description', 'of', 'a', 'disfigured', 'orphaned', 'child', 'in', 'hiroshima', 'calling', 'for', 'her', 'mother']","[""'a"", ""a'"", 'documentary', 'in', 'which', 'baby', 'fur', 'seal', 'be', 'be', 'club', 'spik', ""to'"", 'death', 'by', 'canadian', 'seal', 'hunter', 'brutally', 'graphic', 'b', 'description', 'of', ""a'"", 'disfigure', 'orphane', 'child', 'in', 'hiroshima', 'call', 'for', 'she', 'mother']",fear,3.0,2.0300000000000002,surprise,22.0,3.465160815337729,joy,8.0
disgust,"The repression of rioting and non-rioting ""Blacks"" in South  
Africa by the police of that ""Democracy"".","['the', 'repression', 'of', 'rioting', 'and', 'non-rioting', 'blacks', 'in', 'south', 'africa', 'by', 'the', 'police', 'of', 'that', 'democracy']","[""the'"", 'repression', 'of', 'rioting', 'and', 'non-rioting', 'black', 'in', 'south', 'africa', 'by', ""the'"", 'police', 'of', 'that', 'democracy']",fear,2.0,0.953,anger,8.0,1.2881288157944963,joy,3.0
shame,Breaking an implicit promise.,"['breaking', 'an', 'implicit', 'promise']","['breaking', 'a', 'implicit', 'promise']",joy,1.0,0.415,surprise,3.0,0.6315767615923032,joy,1.0
guilt,"At the age of 12 (or so) I stole from a Ranger's fruit tree an  
apple. (And eventually was compelled to confess - Dostoersky  
would like this).","['at', 'the', 'age', 'of', '12', 'or', 'so', 'i', 'stole', 'from', 'a', 'ranger', 'is', 'fruit', 'tree', 'an', 'apple', 'and', 'eventually', 'was', 'compelled', 'to', 'confess', 'dostoersky', 'would', 'like', 'this']","['at', 'the', 'age', 'of', '12', 'or', ""so'"", ""i'"", 'steal', 'from', 'a', 'ranger', 'be', 'fruit', 'tree', 'a', 'apple', 'and', 'eventually', 'be', 'compel', ""to'"", 'confess', 'dostoersky', 'would', 'like', 'this']",sadness,2.0,0.9589999999999999,surprise,13.0,1.9611808868804086,joy,4.0
joy,"Seeing my sister after about 2 years of not seeing her. Only  
spent 1 hour or so before she was off overseas with her husband  
for 3 months.","['seeing', 'my', 'sister', 'after', 'about', '2', 'years', 'of', 'not', 'seeing', 'her', 'only', 'spent', '1', 'hour', 'or', 'so', 'before', 'she', 'was', 'off', 'overseas', 'with', 'her', 'husband', 'for', '3', 'months']","[""'see"", 'my', 'sister', 'after', 'about', '2', 'year', 'of', 'not', 'see', 'she', 'only', 'spend', '1', 'hour', 'or', ""so'"", 'before', ""she'"", 'be', 'off', 'overseas', 'with', 'she', 'husband', 'for', '3', 'month']",joy,1.0,0.43799999999999994,surprise,12.0,2.017191966750214,joy,8.0
fear,"I imagined I heard footsteps up the hall while sleeping in bed  
one night by myself in the house.","['i', 'imagined', 'i', 'heard', 'footsteps', 'up', 'the', 'hall', 'while', 'sleeping', 'in', 'bed', 'one', 'night', 'by', 'myself', 'in', 'the', 'house']","[""'i"", 'imagine', ""i'"", 'hear', 'footstep', 'up', ""the'"", 'hall', 'while', 'sleeping', 'in', 'bed', 'one', 'night', 'by', 'myself', 'in', ""the'"", 'house']",,0.0,0.0,sadness,12.0,2.2320788163614265,joy,4.0
anger,"Stopped at a Fast Food shop with friends and a few locals wanted  
to fight us for no apparent reason. They hit and picked on one of  
my friends.","['stopped', 'at', 'a', 'fast', 'food', 'shop', 'with', 'friends', 'and', 'a', 'few', 'locals', 'wanted', 'to', 'fight', 'us', 'for', 'no', 'apparent', 'reason', 'they', 'hit', 'and', 'picked', 'on', 'one', 'of', 'my', 'friends']","['stop', 'at', ""a'"", 'fast', 'food', 'shop', 'with', 'friend', 'and', 'a', 'few', 'local', 'want', ""to'"", 'fight', 'we', 'for', ""no'"", 'apparent', 'reason', 'they', 'hit', 'and', 'pick', 'of', 'and', 'one', 'of', 'my', 'friend']",anger,2.0,1.334,surprise,19.0,3.198560876254858,joy,13.0
sadness,"My father recently having a heart attack - spending a few months  
in hospital.","['my', 'father', 'recently', 'having', 'a', 'heart', 'attack', 'spending', 'a', 'few', 'months', 'in', 'hospital']","['father', 'recently', 'have', 'a', 'heart', 'attack', 'spending', 'a', 'few', 'month', 'in', 'hospital']",fear,2.0,1.2810000000000001,anger,8.0,1.1631550985545216,,0.0
disgust,"My flatmate and close friend living and sleeping with another  
close friend of mine.","['my', 'flatmate', 'and', 'close', 'friend', 'living', 'and', 'sleeping', 'with', 'another', 'close', 'friend', 'of', 'mine']","['flatmate', 'and', 'close', 'friend', 'living', 'and', 'sleeping', 'with', 'another', 'close', 'friend', 'of', 'mine']",joy,3.0,1.08,surprise,6.0,0.9831665749757712,joy,5.0
shame,"Sleeping with a girl on a Saturday night and then not contacting  
her in later days.","['sleeping', 'with', 'a', 'girl', 'on', 'a', 'saturday', 'night', 'and', 'then', 'not', 'contacting', 'her', 'in', 'later', 'days']","['sleeping', 'with', ""a'"", 'girl', 'on', ""a'"", 'saturday', 'night', 'and', 'then', 'not', 'contact', 'she', 'in', 'later', 'day']",,0.0,0.0,surprise,9.0,1.3228715834126226,joy,6.0
guilt,"Stealing money from a milk token jar from a close friend of the  
family when visiting.","['stealing', 'money', 'from', 'a', 'milk', 'token', 'jar', 'from', 'a', 'close', 'friend', 'of', 'the', 'family', 'when', 'visiting']","[""'steal"", 'money', 'from', 'a', 'milk', 'token', 'jar', 'from', 'a', 'close', 'friend', 'of', ""the'"", 'family', 'when', 'visit']",joy,3.0,1.5020000000000002,surprise,10.0,1.7714489283496295,joy,6.0
joy,Talking with someone I admire a lot.,"['talking', 'with', 'someone', 'i', 'admire', 'a', 'lot']","['talk', 'with', 'someone', ""i'"", 'admire', 'a', 'lot']",,0.0,0.0,surprise,5.0,1.2585688882086286,joy,2.0
fear,Held under water by a large wave and thought I was drowning.,"['held', 'under', 'water', 'by', 'a', 'large', 'wave', 'and', 'thought', 'i', 'was', 'drowning']","['hold', 'under', 'water', 'by', ""a'"", 'large', 'wave', 'and', 'think', ""i'"", 'be', 'drowning']",,0.0,0.0,surprise,8.0,1.2524718338898198,joy,4.0
anger,"Came back from surfing to find car broken into and gear and money  
stolen.","['came', 'back', 'from', 'surfing', 'to', 'find', 'car', 'broken', 'into', 'and', 'gear', 'and', 'money', 'stolen']","['come', 'back', 'from', 'surfing', ""to'"", 'find', 'car', 'break', 'into', 'and', 'gear', 'and', 'money', 'steal']",anger,4.0,1.448,surprise,12.0,2.0479392152451923,joy,7.0
sadness,Caused a family disturbance.,"['caused', 'a', 'family', 'disturbance']","['cause', 'a', 'family', 'disturbance']",surprise,1.0,0.688,sadness,4.0,0.6931155402166024,joy,1.0
disgust,Friends calling me fat - pear shaped in front of a nice girl.,"['friends', 'calling', 'me', 'fat', 'pear', 'shaped', 'in', 'front', 'of', 'a', 'nice', 'girl']","['friend', 'call', ""me'"", 'fat', 'pear', 'shape', 'in', 'front', 'of', 'a', 'nice', 'girl']",joy,2.0,0.9710000000000001,surprise,11.0,2.272908377804077,joy,7.0
shame,When I considered writing a load of crap for this emotion.,"['when', 'i', 'considered', 'writing', 'a', 'load', 'of', 'crap', 'for', 'this', 'emotion']","['when', ""i'"", 'consider', 'writing', ""a'"", 'load', 'of', 'crap', 'for', 'this', 'emotion']",disgust,1.0,0.7809999999999999,surprise,6.0,1.1083725594841989,joy,3.0
guilt,Beating my brother up.,"['beating', 'my', 'brother', 'up']","['beat', 'my', 'brother', 'up']",anger,1.0,0.8490000000000001,surprise,3.0,0.4464561214533081,,0.0
joy,"I was ""best man"" at my brother's wedding a year ago.","['i', 'was', 'best', 'man', 'at', 'my', 'brother', 'is', 'wedding', 'a', 'year', 'ago']","['i', 'be', 'best', 'man', 'at', 'my', 'brother', 'be', 'wedding', 'a', 'year', 'ago']",joy,1.0,0.6409999999999999,disgust,6.0,0.7855650880090207,joy,3.0
fear,Mugged while on holiday in the U.S.A.,"['mugged', 'while', 'on', 'holiday', 'in', 'the', 'u.s.a']","[""'mug"", 'while', 'of', 'and', 'holiday', 'in', ""the'"", 'u.s.a']",joy,1.0,0.7120000000000001,,0.0,0.0,joy,3.0
anger,"I am one of four directors of a company. We inherited land held  
by our family - ours is the 5th generation. A ""democratic""  
decision was made to stap-bank an area of mangroves.","['i', 'am', 'one', 'of', 'four', 'directors', 'of', 'a', 'company', 'we', 'inherited', 'land', 'held', 'by', 'our', 'family', 'ours', 'is', 'the', '5th', 'generation', 'a', 'democratic', 'decision', 'was', 'made', 'to', 'stap', 'bank', 'an', 'area', 'of', 'mangroves']","[""'i"", 'be', 'one', 'of', 'four', 'director', 'of', 'a', 'company', ""we'"", 'inherite', 'land', 'hold', 'by', 'we', 'family', 'ours', 'be', ""the'"", '5th', 'generation', 'a', 'democratic', 'decision', 'be', 'make', ""to'"", 'stap', 'bank', 'a', 'area', 'of', 'mangrove']",joy,1.0,0.5,surprise,20.0,3.794707188667657,joy,12.0
sadness,"Social situation - at the pub - a close friend of 2 years told  
the group around us of advances I had made.","['social', 'situation', 'at', 'the', 'pub', 'a', 'close', 'friend', 'of', '2', 'years', 'told', 'the', 'group', 'around', 'us', 'of', 'advances', 'i', 'had', 'made']","[""'social"", 'situation', 'at', ""the'"", 'pub', 'a', 'close', 'friend', 'of', '2', 'year', 'tell', ""the'"", 'group', 'around', 'we', 'of', 'advance', ""i'"", 'have', 'make']",joy,2.0,0.8460000000000001,surprise,16.0,2.53204662653576,joy,11.0
disgust,"A drunk walked out in front of a car at night. Both lower legs  
were broken. His shoe was thrown about 50 yards after the  
accident.","['a', 'drunk', 'walked', 'out', 'in', 'front', 'of', 'a', 'car', 'at', 'night', 'both', 'lower', 'legs', 'were', 'broken', 'his', 'shoe', 'was', 'thrown', 'about', '50', 'yards', 'after', 'the', 'accident']","['drunk', 'walk', 'out', 'in', 'front', 'of', 'a', 'car', 'at', 'night', 'both', 'lower', 'leg', 'be', 'broken', 'he', 'shoe', 'be', 'throw', 'about', '50', 'yard', 'after', ""the'"", 'accident']",sadness,3.0,1.313,surprise,16.0,2.5090597602417093,joy,9.0
shame,"My father died 4 years ago, 18 months after my mother died. I  
feld my sister was responsible for his death, in that she ""hadn't  
loved him"". I felt ashamed for myself, and for my family.","['my', 'father', 'died', '4', 'years', 'ago', '18', 'months', 'after', 'my', 'mother', 'died', 'i', 'feld', 'my', 'sister', 'was', 'responsible', 'for', 'his', 'death', 'in', 'that', 'she', 'had', ""n't"", 'loved', 'him', 'i', 'felt', 'ashamed', 'for', 'myself', 'and', 'for', 'my', 'family']","['father', 'die', '4', 'year', 'ago', '18', ""'"", 'month', 'after', 'my', 'mother', 'die', ""i'"", 'feld', 'my', 'sister', 'be', 'responsible', 'for', 'he', 'death', 'in', 'that', ""she'"", 'have', 'not', 'love', 'he', 'i', 'feel', 'ashamed', 'for', 'myself', 'and', 'for', 'my', 'family']",sadness,5.0,3.3289999999999997,surprise,18.0,3.2565428727729087,joy,9.0
