ori_sentiment,tweet_text,sentiment,final_tweet_text,anger,anger_score,disgust,disgust_score,fear,fear_score,joy,joy_score,sadness,sadness_score,surprise,surprise_score,anticipation,anticipation_score,trust,trust_score,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score
fear,When I went to town in a double dekker bus. The bus was about to fall on the way when the driver controlled it. It had almost fallen.,fear,"['when', 'i', 'went', 'go', 'to', 'town', 'in', 'a', 'double', 'dekker', 'bus', 'the', 'bus', 'was', 'be', 'about', 'to', 'fall', 'on', 'the', 'way', 'when', 'the', 'driver', 'controlled', 'control', 'it', 'it', 'had', 'have', 'almost', 'fallen', 'fall']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,sadness,1.0,0.418
anger,"When I was in form 3, my aunts lied to my daddy telling him that I had told them that I was pregnant. My daddy told my mother and she asked me if it was true. I was very angry with my aunts.",anger,"['when', 'i', 'was', 'be', 'in', 'form', '3', 'my', 'aunts', 'aunt', 'lied', 'lie', 'to', 'my', 'daddy', 'telling', 'tell', 'him', 'he', 'that', 'i', 'had', 'have', 'told', 'tell', 'them', 'they', 'that', 'i', 'was', 'be', 'pregnant', 'my', 'daddy', 'told', 'tell', 'my', 'mother', 'and', 'she', 'asked', 'ask', 'me', 'i', 'if', 'it', 'was', 'be', 'true', 'i', 'was', 'be', 'very', 'angry', 'with', 'my', 'aunts', 'aunt']",2.0,1.1720000000000002,2.0,0.9139999999999999,0.0,0.0,2.0,0.74,2.0,0.601,0.0,0.0,1.0,0.406,3.0,1.953,trust,3.0,1.953
sadness,When I received a letter telling me that my mother was very ill.,sadness,"['when', 'i', 'received', 'receive', 'a', 'letter', 'telling', 'tell', 'me', 'i', 'that', 'my', 'mother', 'was', 'be', 'very', 'ill']",1.0,0.33299999999999996,1.0,0.49200000000000005,1.0,0.621,1.0,0.41200000000000003,2.0,0.61,0.0,0.0,2.0,0.89,1.0,0.703,anticipation,2.0,0.89
disgust,"When a drunkard, in town yelled at me saying that I was a prostitute.",disgust,"['when', 'a', 'drunkard', 'in', 'town', 'yelled', 'yell', 'at', 'me', 'i', 'saying', 'say', 'that', 'i', 'was', 'be', 'a', 'prostitute']",1.0,0.6609999999999999,1.0,0.586,1.0,0.43799999999999994,0.0,0.0,0.0,0.0,1.0,0.695,0.0,0.0,0.0,0.0,surprise,1.0,0.695
shame,"My brother came to see me and found me with a boy friend. When my boyfriend greeted him, he did not answer and instead started shouting at me and scolding me in the prescence of my boyfriend.",shame,"['my', 'brother', 'came', 'come', 'to', 'see', 'me', 'i', 'and', 'found', 'find', 'me', 'i', 'with', 'a', 'boy', 'friend', 'when', 'my', 'boyfriend', 'greeted', 'greet', 'him', 'he', 'he', 'did', 'do', 'not', 'answer', 'and', 'instead', 'started', 'start', 'shouting', 'shout', 'at', 'me', 'i', 'and', 'scolding', 'scold', 'me', 'i', 'in', 'the', 'prescence', 'of', 'my', 'boyfriend']",3.0,1.8850000000000002,2.0,0.414,1.0,0.45299999999999996,4.0,1.725,1.0,0.327,2.0,0.9849999999999999,1.0,0.75,3.0,1.8820000000000001,anger,3.0,1.8850000000000002
guilt,"When I went to my room-mate is drawer to see if she had an iron which I could use, she came in. I felt guilty as she may have thought that I had been stealing.",guilt,"['when', 'i', 'went', 'go', 'to', 'my', 'room-', 'mate', 'is', 'be', 'drawer', 'to', 'see', 'if', 'she', 'had', 'have', 'an', 'a', 'iron', 'which', 'i', 'could', 'use', 'she', 'came', 'come', 'in', 'i', 'felt', 'feel', 'guilty', 'as', 'she', 'may', 'have', 'thought', 'think', 'that', 'i', 'had', 'have', 'been', 'be', 'stealing', 'steal']",2.0,1.06,1.0,0.562,2.0,1.0,0.0,0.0,2.0,1.265,0.0,0.0,1.0,0.414,2.0,0.984,sadness,2.0,1.265
joy,When I had my four children.,joy,"['when', 'i', 'had', 'have', 'my', 'four', 'children', 'child']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.466,0.0,0.0,0.0,0.0,1.0,0.523,0.0,0.0,anticipation,1.0,0.523
fear,When two of my children were critically ill with measles.,fear,"['when', 'two', 'of', 'my', 'children', 'child', 'were', 'be', 'critically', 'ill', 'with', 'measles', 'measle']",1.0,0.33299999999999996,2.0,1.188,2.0,0.98,1.0,0.466,2.0,1.063,0.0,0.0,1.0,0.523,0.0,0.0,disgust,2.0,1.188
anger,When I got a low grade in an administration course.,anger,"['when', 'i', 'got', 'get', 'a', 'low', 'grade', 'in', 'an', 'a', 'administration', 'course']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sadness,When I got divorced from my husband after ten years of marriage.,sadness,"['when', 'i', 'got', 'get', 'divorced', 'from', 'my', 'husband', 'after', 'ten', 'years', 'year', 'of', 'marriage']",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.952,0.0,0.0,0.0,0.0,1.0,0.6559999999999999,1.0,0.695,joy,2.0,0.952
disgust,When my mother betrayed me by obtaining money from my husband when we were separated pending divorce.,disgust,"['when', 'my', 'mother', 'betrayed', 'me', 'i', 'by', 'obtaining', 'obtain', 'money', 'from', 'my', 'husband', 'when', 'we', 'were', 'be', 'separated', 'separate', 'pending', 'pend', 'divorce']",2.0,0.5900000000000001,1.0,0.38299999999999995,1.0,0.484,3.0,1.381,3.0,1.487,2.0,0.601,2.0,0.992,3.0,1.1949999999999998,sadness,3.0,1.487
shame,When I gave my boyfriend a brush-off.,shame,"['when', 'i', 'gave', 'give', 'my', 'boyfriend', 'a', 'brush', 'off']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,1.0,0.48
guilt,When I beat up my son for having beaten up his sister.,guilt,"['when', 'i', 'beat', 'up', 'my', 'son', 'for', 'having', 'have', 'beaten', 'up', 'his', 'he', 'sister']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
joy,"This happened when I went to check my first year results, I had thought that I would fail and I found that I had a clear pass in all my courses.",joy,"['this', 'happened', 'happen', 'when', 'i', 'went', 'go', 'to', 'check', 'my', 'first', 'year', 'results', 'result', 'i', 'had', 'have', 'thought', 'think', 'that', 'i', 'would', 'fail', 'and', 'i', 'found', 'find', 'that', 'i', 'had', 'have', 'a', 'clear', 'pass', 'in', 'all', 'my', 'courses', 'course']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.258,0.0,0.0,0.0,0.0,3.0,1.4919999999999998,1.0,0.484,anticipation,3.0,1.4919999999999998
fear,When I woke up at night to find a fire spreading towards the bed -rooms. I was very frightened as I realized that I faced death.,fear,"['when', 'i', 'woke', 'wake', 'up', 'at', 'night', 'to', 'find', 'a', 'fire', 'spreading', 'spread', 'towards', 'the', 'bed', 'rooms', 'room', 'i', 'was', 'be', 'very', 'frightened', 'as', 'i', 'realized', 'realize', 'that', 'i', 'faced', 'face', 'death']",1.0,0.574,1.0,0.6559999999999999,3.0,2.323,0.0,0.0,1.0,0.915,2.0,1.4449999999999998,1.0,0.39799999999999996,0.0,0.0,fear,3.0,2.323
anger,When a friend of mine was trying to make a fool out of me.,anger,"['when', 'a', 'friend', 'of', 'mine', 'was', 'be', 'trying', 'try', 'to', 'make', 'a', 'fool', 'out', 'of', 'me', 'i']",0.0,0.0,1.0,0.461,0.0,0.0,2.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,joy,2.0,0.768
sadness,I experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and it is problems.,sadness,"['i', 'experienced', 'experience', 'this', 'emotion', 'when', 'my', 'friend', 'committed', 'commit', 'suicide', 'after', 'we', 'had', 'have', 'spent', 'spend', 'the', 'afternoon', 'playing', 'play', 'and', 'discussing', 'discuss', 'life', 'and', 'it', 'is', 'be', 'problems', 'problem']",1.0,0.521,0.0,0.0,2.0,1.145,3.0,1.284,2.0,1.35,0.0,0.0,0.0,0.0,3.0,2.157,trust,3.0,2.157
disgust,"When I heard of the assassination of the Indian prime-minister, Indira Gandhi.",disgust,"['when', 'i', 'heard', 'hear', 'of', 'the', 'assassination', 'of', 'the', 'indian', 'prime', 'minister', 'indira', 'gandhi']",1.0,0.8590000000000001,0.0,0.0,1.0,0.828,0.0,0.0,1.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,anger,1.0,0.8590000000000001
shame,When I got drunk at a party and made a fool of myself by vomitting all over the place and insulting the people who were there with me.,shame,"['when', 'i', 'got', 'get', 'drunk', 'at', 'a', 'party', 'and', 'made', 'make', 'a', 'fool', 'of', 'myself', 'by', 'vomitting', 'vomit', 'all', 'over', 'the', 'place', 'and', 'insulting', 'insult', 'the', 'people', 'who', 'were', 'be', 'there', 'with', 'me', 'i']",2.0,1.255,4.0,2.127,1.0,0.435,1.0,0.765,2.0,0.875,1.0,0.539,0.0,0.0,0.0,0.0,disgust,4.0,2.127
guilt,When I was caught sneaking back into the house at night after having gone to a disco without permission.,guilt,"['when', 'i', 'was', 'be', 'caught', 'catch', 'sneaking', 'sneak', 'back', 'into', 'the', 'house', 'at', 'night', 'after', 'having', 'have', 'gone', 'go', 'to', 'a', 'disco', 'without', 'permission']",1.0,0.409,0.0,0.0,2.0,0.641,0.0,0.0,1.0,0.45299999999999996,2.0,0.976,1.0,0.5,1.0,0.21100000000000002,surprise,2.0,0.976
joy,When I was told that I had passed the exams.,joy,"['when', 'i', 'was', 'be', 'told', 'tell', 'that', 'i', 'had', 'have', 'passed', 'pass', 'the', 'exams', 'exam']",0.0,0.0,0.0,0.0,1.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.359
fear,When a thief broke into my house at night.,fear,"['when', 'a', 'thief', 'broke', 'break', 'into', 'my', 'house', 'at', 'night']",1.0,0.561,1.0,0.547,2.0,0.985,1.0,0.156,2.0,0.906,2.0,1.07,0.0,0.0,0.0,0.0,surprise,2.0,1.07
anger,When my sister broke my china tea set.,anger,"['when', 'my', 'sister', 'broke', 'break', 'my', 'china', 'tea', 'set']",0.0,0.0,0.0,0.0,1.0,0.43799999999999994,2.0,0.344,1.0,0.484,1.0,0.461,0.0,0.0,0.0,0.0,sadness,1.0,0.484
sadness,I felt very sad when my son died after a short illness.,sadness,"['i', 'felt', 'feel', 'very', 'sad', 'when', 'my', 'son', 'died', 'die', 'after', 'a', 'short', 'illness']",0.0,0.0,0.0,0.0,2.0,1.375,0.0,0.0,4.0,3.2110000000000003,0.0,0.0,0.0,0.0,0.0,0.0,sadness,4.0,3.2110000000000003
disgust,I met my best friend is husband with a prostitute.,disgust,"['i', 'met', 'meet', 'my', 'best', 'friend', 'is', 'be', 'husband', 'with', 'a', 'prostitute']",0.0,0.0,1.0,0.586,0.0,0.0,2.0,0.909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,joy,2.0,0.909
shame,When I failed to answer a simple question.,shame,"['when', 'i', 'failed', 'fail', 'to', 'answer', 'a', 'simple', 'question']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
guilt,"My brother wanted money but I refused to give it to him, two days later he stole it from my father.",guilt,"['my', 'brother', 'wanted', 'want', 'money', 'but', 'i', 'refused', 'refuse', 'to', 'give', 'it', 'to', 'him', 'he', 'two', 'days', 'day', 'later', 'he', 'stole', 'steal', 'it', 'from', 'my', 'father']",2.0,0.5429999999999999,0.0,0.0,1.0,0.42200000000000004,1.0,0.531,2.0,1.047,1.0,0.203,1.0,0.586,3.0,1.593,trust,3.0,1.593
joy,When I learnt that I was selected for form I.,joy,"['when', 'i', 'learnt', 'learn', 'that', 'i', 'was', 'be', 'selected', 'select', 'for', 'form', 'i.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
fear,When I was nearly beaten up by the brother of my girlfriend.,fear,"['when', 'i', 'was', 'be', 'nearly', 'beaten', 'up', 'by', 'the', 'brother', 'of', 'my', 'girlfriend']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.648,trust,1.0,0.648
anger,When I heard that my girlfriend was talking behind my back and looking down on me.,anger,"['when', 'i', 'heard', 'hear', 'that', 'my', 'girlfriend', 'was', 'be', 'talking', 'talk', 'behind', 'my', 'back', 'and', 'looking', 'look', 'down', 'on', 'me', 'i']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sadness,"When a friend, who has been with me at school, failed to make it to UNZA.",sadness,"['when', 'a', 'friend', 'who', 'has', 'have', 'been', 'be', 'with', 'me', 'i', 'at', 'school', 'failed', 'fail', 'to', 'make', 'it', 'to', 'unza']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47100000000000003,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2810000000000001,trust,2.0,1.2810000000000001
disgust,When my girlfriend told me that she was no longer interested in me.,disgust,"['when', 'my', 'girlfriend', 'told', 'tell', 'me', 'i', 'that', 'she', 'was', 'be', 'no', 'longer', 'interested', 'in', 'me', 'i']",0.0,0.0,1.0,0.078,0.0,0.0,0.0,0.0,1.0,0.114,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
shame,I choked on a cold drink in front of girls who were strangers.,shame,"['i', 'choked', 'choke', 'on', 'a', 'cold', 'drink', 'in', 'front', 'of', 'girls', 'girl', 'who', 'were', 'be', 'strangers', 'stranger']",1.0,0.7190000000000001,0.0,0.0,1.0,0.45299999999999996,0.0,0.0,2.0,0.8700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,sadness,2.0,0.8700000000000001
guilt,When I was caught with my girlfriend in the house at night.,guilt,"['when', 'i', 'was', 'be', 'caught', 'catch', 'with', 'my', 'girlfriend', 'in', 'the', 'house', 'at', 'night']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32,0.0,0.0,0.0,0.0,surprise,1.0,0.32
joy,When I passed the grade 7 exam.,joy,"['when', 'i', 'passed', 'pass', 'the', 'grade', '7', 'exam']",0.0,0.0,0.0,0.0,1.0,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.359
fear,"When I was told by the doctor, after many months of coughing, that I had tuberculosis.",fear,"['when', 'i', 'was', 'be', 'told', 'tell', 'by', 'the', 'doctor', 'after', 'many', 'months', 'month', 'of', 'coughing', 'that', 'i', 'had', 'have', 'tuberculosis']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6409999999999999,trust,1.0,0.6409999999999999
anger,"When a cousin of mine took my bottle of T.B tablets, put water in it and threw it in the dust-bin.",anger,"['when', 'a', 'cousin', 'of', 'mine', 'took', 'take', 'my', 'bottle', 'of', 't.b', 'tablets', 'tablet', 'put', 'water', 'in', 'it', 'and', 'threw', 'throw', 'it', 'in', 'the', 'dust', 'bin']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays.,sadness,"['this', 'happened', 'happen', 'when', 'one', 'of', 'my', 'uncles', 'uncle', 'died', 'die', 'just', 'whan', 'i', 'was', 'be', 'planning', 'plan', 'to', 'go', 'and', 'visit', 'him', 'he', 'during', 'the', 'next', 'holidays', 'holiday']",0.0,0.0,0.0,0.0,1.0,0.7659999999999999,2.0,1.433,2.0,1.6789999999999998,0.0,0.0,4.0,2.249,1.0,0.617,anticipation,4.0,2.249
disgust,When I realized that my closest friend had said bad things about me when I was not around and had betrayed me by making friends with my boyfriend is other girl.,disgust,"['when', 'i', 'realized', 'realize', 'that', 'my', 'closest', 'friend', 'had', 'have', 'said', 'say', 'bad', 'things', 'thing', 'about', 'me', 'i', 'when', 'i', 'was', 'be', 'not', 'around', 'and', 'had', 'have', 'betrayed', 'me', 'i', 'by', 'making', 'make', 'friends', 'friend', 'with', 'my', 'boyfriend', 'is', 'be', 'other', 'girl']",1.0,0.45299999999999996,1.0,0.391,1.0,0.375,3.0,1.451,2.0,1.27,0.0,0.0,0.0,0.0,1.0,0.75,joy,3.0,1.451
shame,When five of my friends at the secondary school found out the bad things that I had been saying about them.,shame,"['when', 'five', 'of', 'my', 'friends', 'friend', 'at', 'the', 'secondary', 'school', 'found', 'find', 'out', 'the', 'bad', 'things', 'thing', 'that', 'i', 'had', 'have', 'been', 'be', 'saying', 'say', 'about', 'them', 'they']",1.0,0.45299999999999996,1.0,0.391,1.0,0.375,3.0,1.229,1.0,0.42200000000000004,0.0,0.0,0.0,0.0,3.0,1.7650000000000001,trust,3.0,1.7650000000000001
guilt,"When my mother returned from a holiday, I told her a lie i.e my father had brought another woman home while she was away.",guilt,"['when', 'my', 'mother', 'returned', 'return', 'from', 'a', 'holiday', 'i', 'told', 'tell', 'her', 'she', 'a', 'lie', 'i.e', 'my', 'father', 'had', 'have', 'brought', 'bring', 'another', 'woman', 'home', 'while', 'she', 'was', 'be', 'away']",1.0,0.348,1.0,0.445,0.0,0.0,3.0,1.683,2.0,0.601,0.0,0.0,2.0,1.078,2.0,1.289,joy,3.0,1.683
joy,The time I qualified to enter secondary school.,joy,"['the', 'time', 'i', 'qualified', 'qualify', 'to', 'enter', 'secondary', 'school']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.516,2.0,1.297,trust,2.0,1.297
fear,"One evening I saw the old guard-man I knew, change into something inhuman for about 5-10 seconds, this really frightened me.",fear,"['one', 'evening', 'i', 'saw', 'see', 'the', 'old', 'guard', 'man', 'i', 'knew', 'know', 'change', 'into', 'something', 'inhuman', 'for', 'about', '5', '10', 'seconds', 'this', 'really', 'frightened', 'frighten', 'me', 'i']",1.0,0.485,1.0,0.672,5.0,2.745,0.0,0.0,2.0,1.281,2.0,1.742,0.0,0.0,1.0,0.5,fear,5.0,2.745
anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter. I realized this before I handed over the coin, but the man called me a thief and called a witness.",anger,"['when', 'i', 'was', 'be', 'mistakenly', 'accused', 'accuse', 'of', 'being', 'be', 'a', 'thief', 'when', 'i', 'accidently', 'gave', 'give', 'a', 'fake', 'coin', 'at', 'a', 'counter', 'i', 'realized', 'realize', 'this', 'before', 'i', 'handed', 'hand', 'over', 'the', 'coin', 'but', 'the', 'man', 'called', 'call', 'me', 'i', 'a', 'thief', 'and', 'called', 'call', 'a', 'witness']",2.0,1.202,1.0,0.547,2.0,1.016,0.0,0.0,1.0,0.42200000000000004,1.0,0.609,0.0,0.0,1.0,0.602,anger,2.0,1.202
sadness,The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbour is dogs. It had been locked out by my wife who claimed that it had dirtied the sheets.,sadness,"['the', 'day', 'i', 'woke', 'wake', 'up', 'to', 'find', 'that', 'a', 'kitten', 'i', 'had', 'have', 'wanted', 'want', 'to', 'keep', 'had', 'have', 'been', 'be', 'eaten', 'eat', 'by', 'the', 'neighbour', 'is', 'be', 'dogs', 'dog', 'it', 'had', 'have', 'been', 'be', 'locked', 'lock', 'out', 'by', 'my', 'wife', 'who', 'claimed', 'claim', 'that', 'it', 'had', 'have', 'dirtied', 'dirty', 'the', 'sheets', 'sheet']",0.0,0.0,1.0,0.727,0.0,0.0,1.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.461,disgust,1.0,0.727
disgust,The day I was forced to use a public convenience place in town. It was so filthy that it really made me sick.,disgust,"['the', 'day', 'i', 'was', 'be', 'forced', 'force', 'to', 'use', 'a', 'public', 'convenience', 'place', 'in', 'town', 'it', 'was', 'be', 'so', 'filthy', 'that', 'it', 'really', 'made', 'make', 'me', 'i', 'sick']",1.0,0.418,2.0,1.375,2.0,0.835,0.0,0.0,1.0,0.531,0.0,0.0,1.0,0.375,0.0,0.0,disgust,2.0,1.375
shame,My mother caught me stealing some food when I was a young boy.,shame,"['my', 'mother', 'caught', 'catch', 'me', 'i', 'stealing', 'steal', 'some', 'food', 'when', 'i', 'was', 'be', 'a', 'young', 'boy']",1.0,0.469,2.0,0.679,2.0,1.0,3.0,1.0030000000000001,2.0,0.6719999999999999,2.0,0.484,2.0,0.906,2.0,1.039,trust,2.0,1.039
guilt,"When I gave in to what my wife wanted and locked the cat out, it was killed by the dogs.",guilt,"['when', 'i', 'gave', 'give', 'in', 'to', 'what', 'my', 'wife', 'wanted', 'want', 'and', 'locked', 'lock', 'the', 'cat', 'out', 'it', 'was', 'be', 'killed', 'kill', 'by', 'the', 'dogs', 'dog']",0.0,0.0,0.0,0.0,1.0,0.9620000000000001,0.0,0.0,1.0,0.797,0.0,0.0,0.0,0.0,0.0,0.0,fear,1.0,0.9620000000000001
joy,I felt joy when I came to know Christ. That is when I became a Christian.,joy,"['i', 'felt', 'feel', 'joy', 'when', 'i', 'came', 'come', 'to', 'know', 'christ', 'that', 'is', 'be', 'when', 'i', 'became', 'become', 'a', 'christian']",0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8210000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,joy,3.0,1.8210000000000002
fear,When I broke the window pane of my next door neighbour is house.,fear,"['when', 'i', 'broke', 'break', 'the', 'window', 'pane', 'of', 'my', 'next', 'door', 'neighbour', 'is', 'be', 'house']",0.0,0.0,0.0,0.0,1.0,0.43799999999999994,1.0,0.156,1.0,0.484,1.0,0.461,0.0,0.0,0.0,0.0,sadness,1.0,0.484
anger,When my brother did not send me the transport money to resume my studies in time at UNZA.,anger,"['when', 'my', 'brother', 'did', 'do', 'not', 'send', 'me', 'i', 'the', 'transport', 'money', 'to', 'resume', 'my', 'studies', 'study', 'in', 'time', 'at', 'unza']",1.0,0.07400000000000001,0.0,0.0,0.0,0.0,1.0,0.531,0.0,0.0,1.0,0.203,2.0,1.1019999999999999,2.0,1.0070000000000001,anticipation,2.0,1.1019999999999999
sadness,When I heard that my nephew had passed away.,sadness,"['when', 'i', 'heard', 'hear', 'that', 'my', 'nephew', 'had', 'have', 'passed', 'pass', 'away']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
disgust,When my father thought that I was an unrelaible son.,disgust,"['when', 'my', 'father', 'thought', 'think', 'that', 'i', 'was', 'be', 'an', 'a', 'unrelaible', 'son']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.414,1.0,0.586,trust,1.0,0.586
shame,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt.",shame,"['when', 'i', 'stole', 'steal', 'a', 'book', 'in', 'class', 'and', 'the', 'teacher', 'caught', 'catch', 'me', 'i', 'the', 'rest', 'of', 'the', 'class', 'laughed', 'laugh', 'at', 'my', 'attempt']",1.0,0.469,0.0,0.0,1.0,0.42200000000000004,2.0,1.3599999999999999,1.0,0.6559999999999999,2.0,0.5780000000000001,1.0,0.562,1.0,0.6409999999999999,joy,2.0,1.3599999999999999
guilt,When I insulted an elderly person for no reason.,guilt,"['when', 'i', 'insulted', 'insult', 'an', 'a', 'elderly', 'person', 'for', 'no', 'reason']",1.0,0.603,1.0,0.39299999999999996,0.0,0.0,0.0,0.0,1.0,0.484,1.0,0.539,0.0,0.0,0.0,0.0,anger,1.0,0.603
joy,"When my uncle gave me my first year is results. I opened the envelope and my eyes ran into two ""B+"" in EC110 and M160, this meant that I had qualified for a major in economics.",joy,"['when', 'my', 'uncle', 'gave', 'give', 'me', 'i', 'my', 'first', 'year', 'is', 'be', 'results', 'result', 'i', 'opened', 'open', 'the', 'envelope', 'and', 'my', 'eyes', 'eye', 'ran', 'run', 'into', 'two', 'b', 'in', 'ec110', 'and', 'm160', 'this', 'meant', 'mean', 'that', 'i', 'had', 'have', 'qualified', 'for', 'a', 'major', 'in', 'economics']",0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.594,1.0,0.7659999999999999,trust,1.0,0.7659999999999999
fear,"I turned the knob of my granny is two band radio and did not hear any broadcast, "" What ! Have I broken the knob ? How much does it cost ? What if the spare part is not available ? "" --I did not know how to tune a radio.",fear,"['i', 'turned', 'turn', 'the', 'knob', 'of', 'my', 'granny', 'is', 'be', 'two', 'band', 'radio', 'and', 'did', 'do', 'not', 'hear', 'any', 'broadcast', 'what', 'have', 'i', 'broken', 'break', 'the', 'knob', 'how', 'much', 'does', 'do', 'it', 'cost', 'what', 'if', 'the', 'spare', 'part', 'is', 'be', 'not', 'available', 'i', 'did', 'do', 'not', 'know', 'how', 'to', 'tune', 'a', 'radio']",1.0,0.359,1.0,0.133,1.0,0.531,1.0,0.156,1.0,0.594,1.0,0.461,0.0,0.0,0.0,0.0,sadness,1.0,0.594
anger,"I peeped into maurine is bedroom and saw two people Maurine anbd my step-dad. I thought, "" Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ? """,anger,"['i', 'peeped', 'peep', 'into', 'maurine', 'is', 'be', 'bedroom', 'and', 'saw', 'see', 'two', 'people', 'maurine', 'anbd', 'my', 'step', 'dad', 'i', 'thought', 'think', 'why', 'did', 'do', 'she', 'break', 'her', 'she', 'promises', 'promise', 'why', 'had', 'have', 'she', 'invited', 'invite', 'me', 'i', 'why', 'do', 'old', 'men', 'man', 'go', 'for', 'young', 'girls', 'girl']",0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.361,0.0,0.0,3.0,0.891,3.0,1.4839999999999998,3.0,1.75,trust,3.0,1.75
sadness,"When I missed the chance of becoming a graduate in mining engineering, after having prayed one week in the church I was not even selected.",sadness,"['when', 'i', 'missed', 'miss', 'the', 'chance', 'of', 'becoming', 'become', 'a', 'graduate', 'in', 'mining', 'engineering', 'after', 'having', 'have', 'prayed', 'pray', 'one', 'week', 'in', 'the', 'church', 'i', 'was', 'be', 'not', 'even', 'selected', 'select']",0.0,0.0,0.0,0.0,1.0,0.109,2.0,0.711,1.0,0.379,2.0,0.696,2.0,0.859,2.0,1.008,trust,2.0,1.008
disgust,"I stormed into the room, hoping to cool myself with some soft music from my three band radio cassette. There was only young Kaley there and he explained, "" Your aunt has sold it as she wanted to buy clothes.""",disgust,"['i', 'stormed', 'storm', 'into', 'the', 'room', 'hoping', 'hope', 'to', 'cool', 'myself', 'with', 'some', 'soft', 'music', 'from', 'my', 'three', 'band', 'radio', 'cassette', 'there', 'was', 'be', 'only', 'young', 'kaley', 'there', 'and', 'he', 'explained', 'explain', 'your', 'you', 'aunt', 'has', 'have', 'sold', 'sell', 'it', 'as', 'she', 'wanted', 'want', 'to', 'buy', 'clothes']",1.0,0.507,0.0,0.0,0.0,0.0,3.0,1.45,1.0,0.016,2.0,0.531,2.0,1.2730000000000001,3.0,1.5390000000000001,trust,3.0,1.5390000000000001
