Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text,lemma_tweet_text
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear,0.336,fear,"['just', 'received', 'order', 'from', '&amp', 'the', 'chips', 'are', 'under', 'cooked', 'half', 'raw', 'usually', 'best', 'part', 'of', 'the', 'meal', 'notcool']","['just', 'receive', 'order', 'from', '&amp', ""the'"", 'chip', 'be', 'under', 'cook', 'half', 'raw', 'usually', 'best', 'part', 'of', ""the'"", 'meal', 'notcool']"
I hate having ideas but being too afraid to share them 😔,fear,0.688,fear,"['i', 'hate', 'having', 'ideas', 'but', 'being', 'too', 'afraid', 'to', 'share', 'them', 'pensive', 'face']","[""'i"", 'hate', 'have', 'idea', 'but', 'be', 'too', 'afraid', ""to'"", 'share', 'they', 'pensive', 'face']"
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear,0.271,fear,"['what', 'is', 'the', 'most', 'important', 'thing', 'you', 'need', 'to', 'accomplish', 'today', 'onlinemarketing', 'solopreneur', 'start', 'up', 'success']","['what', 'be', ""the'"", 'most', 'important', 'thing', 'you', 'need', ""to'"", 'accomplish', 'today', 'onlinemarketing', 'solopreneur', 'start', 'up', 'success']"
"Arguing with these people doesn't work anyway, they just threaten to put you in death camps.",fear,0.625,fear,"['arguing', 'with', 'these', 'people', 'does', 'not', 'work', 'anyway', 'they', 'just', 'threaten', 'to', 'put', 'you', 'in', 'death', 'camps']","['argue', 'with', 'these', 'people', 'do', 'not', 'work', 'anyway', 'they', 'just', 'threaten', ""to'"", 'put', 'you', 'in', 'death', 'camp']"
Round 2  #pcola,fear,0.22899999999999998,fear,"['round', '2', 'pcola']","['round', '2', 'pcola']"
"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",fear,0.667,fear,"['virtually', 'every', 'statement', 'by', 'other', 'countries', 'at', 'un', 'has', 'referred', 'to', 'terror', 'as', 'main', 'threat', 'to', 'peace', 'pak', 'still', 'in', 'denial']","['virtually', 'every', 'statement', 'by', ""'other"", 'country', 'at', 'un', 'have', 'refer', ""to'"", 'terror', 'as', 'main', 'threat', ""to'"", 'peace', 'pak', 'still', 'in', 'denial']"
day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,fear,0.657,fear,"['day', '2', 'of', 'the', 'thread', 'and', 'i', 'thing', 'he', 'does', 'not', 'like', 'me', 'like', 'that', 'idk', 'he', 'is', 'so', 'shy', 'and', 'secretive', 'ugh']","['day', '2', 'of', ""the'"", 'thread', 'and', 'i', 'thing', 'he', 'do', 'not', 'like', ""mee'"", 'like', 'that', 'idk', 'he', 'be', 'so', 'shy', 'and', 'secretive', 'ugh']"
Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless ,fear,0.312,fear,"['completely', 'blown', 'away', 'by', 'and', 'the', 'cast', 'of', 'tonight', 'fathomevents', 'speechless']","['completely', 'blow', 'away', 'by', 'and', ""the'"", 'cast', 'of', 'tonight', 'fathomevent', 'speechless']"
Changing my hair again #shocking,fear,0.375,fear,"['changing', 'my', 'hair', 'again', 'shocking']","['change', 'my', 'hair', 'again', 'shocking']"
I've said it before and I'll say it again: It's God! All God! Only God! #awe #archippusawakening #entirelybyhisgrace,fear,0.16699999999999998,fear,"['i', 'have', 'said', 'it', 'before', 'and', 'i', 'will', 'say', 'it', 'again', 'it', 'is', 'god', 'all', 'god', 'only', 'god', 'awe', 'archippusawakening', 'entirelybyhisgrace']","[""'i"", 'have', 'say', 'it', 'before', 'and', 'i', 'will', 'say', 'it', 'again', 'it', 'be', 'god', 'all', 'god', 'only', 'god', ""awe'"", 'archippusawakening', 'entirelybyhisgrace']"
Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear,0.22899999999999998,fear,"['ladies', 'and', 'gentlemen\\n', 'after', 'the', 'tremendous', 'success', 'of', 'panama', 'leaks\\n', 'now', 'presenting', 'bahamas', 'leaks', 'face_with_tears_of_joy']","['lady', ""and'"", 'gentlemen\\\\n', 'after', ""the'"", 'tremendous', 'success', 'of', 'panama', 'leaks\\\\n', 'now', 'present', 'bahama', 'leak', 'face_with_tears_of_joy']"
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",fear,0.8140000000000001,fear,"['migraine', 'hangover', 'all', 'day', 'stood', 'up', 'to', 'do', 'dishes', 'and', 'now', 'i', 'am', 'exhausted', 'again', 'gad', 'depression', 'chronic', 'pain', 'depression', 'pain']","[""'migraine"", 'hangover', 'all', 'day', 'stand', 'up', ""to'"", ""do'"", 'dish', 'and', 'now', 'i', 'be', 'exhaust', 'again', ""gad'"", 'depression', 'chronic', 'pain', 'depression', 'pain']"
"Fuck being shy, I'm trying to be up in them thighs.",fear,0.354,fear,"['fuck', 'being', 'shy', 'i', 'am', 'trying', 'to', 'be', 'up', 'in', 'them', 'thighs']","['fuck', 'be', 'shy', ""i'"", 'be', 'try', ""to'"", ""be'"", 'up', 'in', 'they', 'thigh']"
My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,fear,0.354,fear,"['my', 'fav', 'movies', 'are', 'horror', 'but', 'they', 'do', 'not', 'make', 'them', 'like', 'they', 'used', 'too', 'have', ""n't"", 'seen', 'a', 'great', 'one', 'in', 'years']","[""fav'"", 'movie', 'be', 'horror', 'but', 'they', ""do'"", 'not', 'make', 'they', 'like', 'they', 'use', 'too', 'have', 'not', 'see', 'a', 'great', 'one', 'in', 'year']"
@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,fear,0.396,fear,"['have', 'you', 'read', 'the', 'ot', 'and', 'pauline', 'epistles', 'they', 'have', 'countless', 'horrid', 'rules']","['have', 'you', 'read', ""the'"", 'to', 'and', 'pauline', 'epistle', 'they', 'have', 'countless', 'horrid', 'rule']"
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",fear,0.517,fear,"['maybe', 'i', 'am', 'too', 'cynical', 'for', 'my', 'own', 'good', 'but', 'i', 'am', 'afraid', 'this', 'is', 'the', 'only', 'way', 'to', 'understand', 'nigeria']","['maybe', ""i'"", 'be', 'too', 'cynical', 'for', 'my', 'own', 'good', 'but', ""i'"", 'be', 'afraid', 'this', 'be', ""the'"", 'only', 'way', ""to'"", 'understand', 'nigeria']"
That goes the #alarm,fear,0.479,fear,"['that', 'goes', 'the', 'alarm']","['that', 'go', ""the'"", 'alarm']"
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear,0.833,fear,"['now', 'this', 'is', 'getting', 'out', 'of', 'hand', 'i', 'am', 'freaked', 'out', 'by', 'this', 'death', 'and', 'i', 'am', 'god', 'mommagrendel', 'intimidation']","['now', 'this', 'be', 'get', 'out', 'of', ""hand'"", ""i'"", 'am', 'freak', 'out', 'by', 'this', 'death', 'and', 'i', 'be', 'god', 'mommagrendel', 'intimidation']"
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do ,fear,0.5529999999999999,fear,"['knowing', 'i', 'have', 'my', 'hair', 'to', 'wash', 'and', 'dry', 'is', 'like', 'knowing', 'you', 'had', 'that', 'english', 'close', 'reading', 'in', 'your', 'school', 'bag', 'to', 'do']","['know', ""i'"", 'have', 'my', 'hair', ""to'"", 'wash', 'and', 'dry', 'be', 'like', 'know', 'you', 'have', 'that', 'english', 'close', 'reading', 'in', 'you', 'school', 'bag', 'to', 'do']"
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",fear,0.479,fear,"['when', 'the', 'sadness', 'leaves', 'you', 'broken', 'in', 'your', 'bed', 'i', 'will', 'hold', 'you', 'in', 'the', 'depths', 'of', 'your', 'despair', 'and', 'it', 'is', 'all', 'in', 'the', 'name', 'of', 'love', 'musical', 'notes']","['when', ""the'"", 'sadness', 'leave', 'you', 'break', 'in', 'you', 'bed', ""i'"", 'will', 'hold', 'you', 'in', ""the'"", 'depth', 'of', ""your'"", 'despair', 'and', 'it', 'be', 'all', 'in', ""the'"", 'name', 'of', 'love', 'musical', 'note']"
"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",fear,0.6459999999999999,fear,"['pfft', 'as', 'if', 'anyone', 'undergoing', 'the', 'constant', 'ongoing', 'horror', 'of', 'sapient', 'consciousness', 'has', 'any', 'trust', 'in', 'themself', 'anyway']","['pfft', 'as', 'if', 'anyone', 'undergo', ""the'"", 'constant', 'ongoing', 'horror', 'of', 'sapient', 'consciousness', 'have', 'any', 'trust', 'in', 'themself', 'anyway']"
@peterdaou What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,fear,0.479,fear,"['what', 'hillary', 'has', '27', 'different', 'controversies', 'and', 'she', 'gets', 'asked', 'nothing', 'about', 'any', 'of', 'them', 'truth', 'is', 'she', 'is', 'a', 'horrible', 'candidate']","['what', 'hillary', 'have', '27', 'different', 'controversy', 'and', ""she'"", 'get', 'ask', 'nothing', 'about', 'any', 'of', 'they', 'truth', 'be', ""she'"", 'be', 'a', 'horrible', 'candidate']"
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,fear,0.43799999999999994,fear,"['what', 'worries', 'you', 'masters', 'you', 'haddon', 'robinson', 'jesusisthesubject', 'anxious']","['what', 'worry', 'you', 'master', 'you', 'haddon', 'robinson', 'jesusisthesubject', 'anxious']"
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,fear,0.475,fear,"['obama', 'admin', 'rejects', 'texas', 'plan', 'to', 'have', 'refugees', 'vetted', 'for', 'terrorism', 'so', 'texas', 'pulls', 'of', 'of', 'fed', 'refugee', 'resettlement', 'program', 'aiding', 'terror']","[""'obama"", 'admin', 'reject', 'texas', 'plan', ""to'"", 'have', 'refuge', 'vet', ""for'"", 'terrorism', ""so'"", 'texas', 'pull', 'of', 'of', 'feed', 'refugee', 'resettlement', 'program', 'aid', 'terror']"
#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear,0.479,fear,"['wtf', 'allows', 'gym', 'bully', 'atmosphere', 'jumpship', 'nasty', 'atmosphere', 'unprofessional']","[""'wtf"", 'allow', 'gym', 'bully', 'atmosphere', 'jumpship', 'nasty', 'atmosphere', 'unprofessional']"
A shy failure is nobler than an immodest success.,fear,0.33299999999999996,fear,"['a', 'shy', 'failure', 'is', 'nobler', 'than', 'an', 'immodest', 'success']","['shy', 'failure', 'be', 'nobler', 'than', 'a', 'immodest', 'success']"
RIP 'dancing on my own' after that awful song and dance,fear,0.314,fear,"['rip', 'dancing', 'on', 'my', 'own', 'after', 'that', 'awful', 'song', 'and', 'dance']","[""'rip"", 'dancing', 'of', 'and', 'my', 'own', 'after', 'that', 'awful', 'song', 'and', 'dance']"
"Walk right through them! See way past them, and don't even hesitate running them over.",fear,0.312,fear,"['walk', 'right', 'through', 'them', 'see', 'way', 'past', 'them', 'and', 'do', 'not', 'even', 'hesitate', 'running', 'them', 'over']","['walk', 'right', 'through', 'they', 'see', 'way', 'past', 'they', 'and', ""do'"", 'not', 'even', 'hesitate', 'run', 'they', 'over']"
My mind always seems to work its best at night ,fear,0.188,fear,"['my', 'mind', 'always', 'seems', 'to', 'work', 'it', 's', 'best', 'at', 'night']","['mind', 'always', 'seem', ""to'"", 'work', 'it', ""'s"", 'best', 'at', 'night']"
"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror",fear,0.696,fear,"['oh', 'god', 'not', 'brewer', 'again', 'the', 'horror', 'the', 'horror']","[""'oh'"", 'god', 'not', 'brewer', 'again', ""the'"", 'horror', ""the'"", 'horror']"
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,fear,0.315,fear,"['i', 'understand', 'your', 'concerns', 'but', 'look', 'at', 'her', 'foundation', 'contributions']","[""'i"", 'understand', ""your'"", 'concern', 'but', 'look', 'at', 'she', 'foundation', 'contribution']"
I'm a shy person,fear,0.562,fear,"['i', 'am', 'a', 'shy', 'person']","['i', 'be', 'a', 'shy', 'person']"
"@ctp It's daunting trying to follow Swift news/trends, and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently.",fear,0.45799999999999996,fear,"['it', 'is', 'daunting', 'trying', 'to', 'follow', 'swift', 'news', 'trends', 'and', 'facing', 'mind', 'shattering', 'patterns', 'terms', 'left', 'and', 'right', 'i', 'am', 'trying', 'to', 'adopt', 'gently']","['it', 'be', 'daunting', 'try', ""to'"", 'follow', 'swift', 'news', 'trend', 'and', 'face', 'mind', 'shattering', 'pattern', 'term', 'leave', 'and', 'right', ""i'"", 'am', 'try', ""to'"", 'adopt', 'gently']"
@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear,0.41700000000000004,fear,"['the', 'concept', 'that', 'a', 'gay', 'magazine', 'feels', 'like', 'it', 'has', 'to', 'cover', 'terrible', 'people', 'because', 'they', 'are', 'gay', 'voices', 'seems', 'all', 'upside', 'down']","[""the'"", 'concept', 'that', ""a'"", 'gay', 'magazine', 'feel', 'like', 'it', 'have', ""to'"", 'cover', 'terrible', 'people', 'because', 'they', 'be', 'gay', 'voice', 'seem', 'all', 'upside', 'down']"
@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??,fear,0.6459999999999999,fear,"['i', 'can', 'fear', 'that', 'someone', 'is', 'always', 'following', 'me', 'everywhere', 'i', 'go', 'does', 'that', 'make', 'it', 'true']","[""'i"", 'can', 'fear', 'that', 'someone', 'be', 'always', 'follow', ""me'"", 'everywhere', 'i', 'go', 'do', 'that', 'make', 'it', 'true']"
.\nWe express our deep concern about the suspension of   \n@MohammedSomaa01  please reactivate it. he never violated T.roles @Support,fear,0.562,fear,"['we', 'express', 'our', 'deep', 'concern', 'about', 'the', 'suspension', 'of', '\\n', 'please', 'reactivate', 'it', 'he', 'never', 'violated', 't.roles']","[""we'"", 'express', ""our'"", 'deep', 'concern', 'about', ""the'"", 'suspension', 'of', '\\\\n', 'please', 'reactivate', 'it', 'he', 'never', 'violate', 't.role']"
Left my phone in Mcds #panic,fear,0.713,fear,"['left', 'my', 'phone', 'in', 'mcds', 'panic']","['leave', 'my', 'phone', 'in', 'mcd', 'panic']"
#smackdev #ptp #start word,fear,0.312,fear,"['smackdev', 'ptp', 'start', 'word']","['be', 'mackdev', 'ptp', 'start', 'word']"
@rockandpop pomte A Muse com panic Station Exitaso,fear,0.37,fear,"['pomte', 'a', 'muse', 'com', 'panic', 'station', 'exitaso']","['pomte', 'a', 'muse', 'com', 'panic', 'station', 'exitaso']"
"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",fear,0.396,fear,"['as', 'a', 'musician', 'i', 'can', 'tell', 'you', 'that', 'more', 'people', 'get', 'discouraged', 'when', 'learning', 'because', 'of', 'shitty', 'instruments', 'than', 'anything', 'else']","['as', ""a'"", 'musician', 'i', 'can', 'tell', 'you', 'that', 'more', 'people', 'get', 'discourage', 'when', 'learn', 'because', 'of', 'shitty', 'instrument', 'than', 'anything', 'else']"
"@wholegrainne Sweden win + Finland win, or NA win + Finland win, NA win + Russia win + timebreakers shake down right",fear,0.312,fear,"['sweden', 'win', 'finland', 'win', 'or', 'na', 'win', 'finland', 'win', 'na', 'win', 'russia', 'win', 'timebreakers', 'shake', 'down', 'right']","[""'sweden"", 'win', 'finland', 'win', 'or', ""na'"", 'win', 'finland', 'win', ""na'"", 'win', 'russia', 'win', 'timebreaker', 'shake', 'dow', 'and', 'right']"
@YahooCare data stolen in 2014 and only now do you tell us #shocking.,fear,0.56,fear,"['data', 'stolen', 'in', '2014', 'and', 'only', 'now', 'do', 'you', 'tell', 'us', 'shocking']","['data', 'steal', 'in', '2014', 'and', 'only', 'now', ""do'"", 'you', 'tell', 'we', 'shocking']"
"They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.",fear,0.583,fear,"['they', 'are', 'both', 'awful', 'in', 'their', 'own', 'ways', 'but', 'just', 'saying', 'the', 'way', 'he', 'treated', 'aniston', 'alone', 'makes', 'him', 'a', 'nightmare', 'male', 'narcissist', 'to', 'be', 'avoided']","['they', 'be', 'both', 'awful', 'in', 'they', 'own', 'way', 'but', 'just', 'say', ""tha'"", 'way', ""he'"", 'treat', 'aniston', 'alone', 'make', 'he', ""a'"", 'nightmare', 'male', 'narcissist', 'to', ""be'"", 'avoid']"
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,fear,0.16699999999999998,fear,"['yes', 'indeed', 'we', 'know', 'masses', 'of', 'students', 'would', 'be', 'so', 'excited', 'to', 'see', 'you', 'we', 'need', 'to', 'get', 'this', 'sorted']","['yes', 'indeed', ""we'"", 'know', 'mass', 'of', 'student', 'would', ""be'"", ""so'"", 'excited', ""to'"", 'see', 'you', ""we'"", 'need', ""to'"", 'get', 'this', 'sort']"
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,fear,0.688,fear,"['one', 'ep', 'of', 'despair', 'arc', 'made', 'me', 'happy', 'but', 'and', 'then', 'i', 'am', 'going', 'back', 'to', 'future', 'arc', 'and', 'i', 'am', 'upset', 'again']","['one', 'ep', 'of', 'despair', 'arc', 'make', ""me'"", 'happy', 'but', 'and', 'then', ""i'"", 'be', 'go', 'back', ""to'"", 'future', 'arc', 'and', 'i', 'am', 'upset', 'again']"
"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",fear,0.833,fear,"['i', 'feel', 'really', 'nervous', 'or', 'anxious', 'idk', 'my', 'leg', 'keeps', 'shaking', 'hmm']","['i', 'feel', 'really', 'nervous', 'or', 'anxious', 'idk', 'my', ""leg'"", 'keep', 'shake', 'hmm']"
"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",fear,0.521,fear,"['we', 'can', 'not', 'stop', 'racism', 'overnight', 'nor', 'gun', 'violence', 'nor', 'terrorism', 'but', 'we', 'can', 'literally', 'stop', 'trump', 'overnight', 'so', 'like', 'let', 'is', 'im', 'with', 'her']","[""we'"", 'can', 'not', 'stop', 'racism', 'overnight', 'nor', ""gun'"", 'violence', 'nor', 'terrorism', 'but', ""we'"", 'can', 'literally', 'stop', 'trump', 'overnight', ""so'"", 'like', 'let', 'be', 'im', 'with', 'she']"
"It is important to seek peace, even in the midst of a horrific war #CreateSyria  @intalert #TalkingPeace #buildingpeace",fear,0.375,fear,"['it', 'is', 'important', 'to', 'seek', 'peace', 'even', 'in', 'the', 'midst', 'of', 'a', 'horrific', 'war', 'create', 'syria', 'talking', 'peace', 'buildingpeace']","['it', 'be', 'important', ""to'"", 'seek', 'peace', 'even', 'in', ""the'"", 'midst', 'of', 'a', 'horrific', 'war', 'create', 'syria', 'talk', 'peace', 'buildingpeace']"
"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",fear,0.375,fear,"['transform', 'your', 'hardship', 's', 'into', 'a', 'burning', 'desire', 'to', 'succeed', 'never', 'fear', 'failure', 'without', 'it', 'there', 'would', 'be', 'no', 'success', 'spx', 'fin', 'tech']","['transform', 'you', 'hardship', 's', 'into', ""a'"", 'burn', 'desire', ""to'"", 'succeed', 'never', 'fear', 'failure', 'without', 'it', 'there', 'would', ""be'"", ""no'"", 'success', 'spx', 'fin', 'tech']"
"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",fear,0.354,fear,"['revitalize', 'cleveland', 'hustles', 'daunting', 'task', 'hustle']","['revitalize', 'cleveland', 'hustle', 'daunting', 'task', 'hustle']"
He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror,fear,0.562,fear,"['he', 'u', 'r', 'beautiful\\n', 'she:i', 'hve', 'a', 'bf\\n\\', 'n', 'same', 'as', '\\n\\nindia', 'guys', 'r', 'terrorist\\n', 'pak', 'we', 'have', 'nuclear', 'indian', 'army', 'terror']","[""'he"", ""u'"", ""r'"", 'beautiful\\\\n', 'she:', ""i'"", ""hve'"", ""a'"", 'bf\\\\n\\\\', 'and', 'same', 'as', '\\\\n\\\\nindia', 'guy', ""r'"", 'terrorist\\\\n', 'pak', ""we'"", 'have', 'nuclear', 'indian', 'army', 'terror']"
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,fear,0.833,fear,"['i', 'have', 'to', 'finally', 'tell', 'my', 'therapist', 'about', 'my', 'sexuality', 'last', 'frontier', 'not', 'sure', 'i', 'can', 'do', 'it', 'in', 'the', 'am', 'single', 'girl', 'problems']","[""'i"", 'have', ""to'"", 'finally', 'tell', 'my', 'therapist', 'about', 'my', 'sexuality', 'last', 'frontier', 'not', 'sure', ""i'"", 'can', ""do'"", 'it', 'in', ""the'"", 'be', 'single', 'girl', 'problem']"
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",fear,0.875,fear,"['being', 'stuck', 'in', 'the', 'roof', 'of', 'your', 'house', 'provides', 'amazing', 'view', 'but', 'sheer', 'terror', 'of', 'falling', 'down', 'kinda', 'like', 'life']","['be', 'stick', 'in', ""the'"", 'roof', 'of', 'you', 'house', 'provide', 'amazing', 'view', 'but', 'sheer', 'terror', 'of', 'falling', 'down', 'kinda', 'like', 'life']"
Pull over #tonight and make your car #shake 😋💦,fear,0.10400000000000001,fear,"['pull', 'over', 'tonight', 'and', 'make', 'your', 'car', 'shake', 'face_savoring_', 'food', 'sweat_droplets']","['pull', 'over', 'tonight', 'and', 'make', 'you', 'car', 'shake', 'face_savoring_', 'food', 'sweat_droplet']"
these confident bitches should scare you the most,fear,0.479,fear,"['these', 'confident', 'bitches', 'should', 'scare', 'you', 'the', 'most']","['these', 'confident', 'bitch', 'should', 'scare', 'you', ""the'"", 'most']"
And it's hard to dance with a devil on your back\nSo shake him off.,fear,0.41700000000000004,fear,"['and', 'it', 'is', 'hard', 'to', 'dance', 'with', 'a', 'devil', 'on', 'your', 'back\\n', 'so', 'shake', 'him', 'off']","['and', 'it', 'be', 'hard', ""to'"", 'dance', 'with', ""a'"", 'devil', 'on', 'you', 'back\\\\n', 'so', 'shake', 'he', 'off']"
"Honestly, there are some awful people on the internet... smh...",fear,0.542,fear,"['honestly', 'there', 'are', 'some', 'awful', 'people', 'on', 'the', 'internet', 'smh']","['honestly', 'there', 'be', 'some', 'awful', 'people', 'on', ""the'"", 'internet', 'smh']"
I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless,fear,0.75,fear,"['i', 'know', 'this', 'is', 'going', 'to', 'be', 'one', 'of', 'those', 'nights', 'where', 'it', 'takes', 'an', 'act', 'of', 'god', 'to', 'fall', 'asleep', 'restless']","[""'i"", 'know', 'this', 'be', 'go', ""to'"", ""be'"", 'one', 'of', 'those', 'night', 'where', 'it', 'take', 'a', 'act', 'of', 'god', ""to'"", 'fall', 'asleep', 'restless']"
@SusannahSpot I could pop round #nightmare,fear,0.7709999999999999,fear,"['i', 'could', 'pop', 'round', 'nightmare']","['i', 'could', 'pop', 'round', 'nightmare']"
This weather making me dread work tonight,fear,0.75,fear,"['this', 'weather', 'making', 'me', 'dread', 'work', 'tonight']","['this', 'weather', 'make', ""me'"", 'dread', 'work', 'tonight']"
@annalisewrobel_ awe thank you so much love 💕,fear,0.062,fear,"['awe', 'thank', 'you', 'so', 'much', 'love', 'two', 'hearts']","['awe', 'thank', 'you', ""so'"", 'much', 'love', 'two', 'heart']"
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",fear,0.6459999999999999,fear,"['it', 'feels', 'like', 'there', 'are', 'no', 'houses', 'out', 'there', 'for', 'us', 'with', 'the', 'most', 'basic', 'requirements', 'i', 'have', 'there', 'are', 'literally', 'no', 'options', 'discouraged']","['it', 'feel', 'like', 'there', 'be', ""no'"", 'house', 'out', 'there', 'for', 'we', 'with', ""the'"", 'most', 'basic', 'requirement', ""i'"", 'have', 'there', 'be', 'literally', ""no'"", 'option', 'discourage']"
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy,fear,0.521,fear,"['canada', 'should', 'be', 'a', 'driving', 'force', 'of', 'democracy', 'freedom', 'rights', 'instead', 'we', 'help', 'dictator', 'misogyny', 'sharia', 'islam', 'terror', 'polygamy']","['canada', 'should', ""be'"", ""a'"", 'driving', 'force', 'of', 'democracy', 'freedom', 'rights', 'instead', ""we'"", 'help', 'dictator', 'misogyny', 'sharia', 'islam', 'terror', 'polygamy']"
@alivitali that's what I'm afraid of!,fear,0.792,fear,"['that', 'is', 'what', 'i', 'am', 'afraid', 'of']","['that', 'be', 'what', ""i'"", 'be', 'afraid', 'of']"
I'm afraid she's the goat you libeling people? #afraid #goat #libeling,fear,0.698,fear,"['i', 'am', 'afraid', 'she', 'is', 'the', 'goat', 'you', 'libeling', 'people', 'afraid', 'goat', 'libeling']","[""'i"", 'be', 'afraid', ""she'"", 'be', ""the'"", 'goat', ""you'"", 'libel', 'people', 'afraid', 'goat', 'libeling']"
"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic",fear,0.7709999999999999,fear,"['all', 'hands', 'on', 'deck', 'at', 'the', 'post', 'and', 'in', 'the', 'msm', 'as', 'trump', 'starts', 'to', 'lead', 'in', 'oh', 'fla', 'nc', 'nv', 'co', 'panic']","[""all'"", 'hand', 'on', 'deck', 'at', ""the'"", 'post', 'and', 'in', ""the'"", 'msm', 'as', 'trump', 'start', ""to'"", 'lead', 'in', 'oh', 'fla', 'nc', ""nv'"", 'co', 'panic']"
"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare",fear,0.8959999999999999,fear,"['weary', 'face', 'weary', 'face', 'weary', 'face', 'weary', 'face', 'heads', 'melted', 'very', 'tired', 'but', 'can', 'not', 'sleep', 'nightmare']","['weary', 'face', 'weary', 'face', 'weary', 'face', 'weary', 'face', 'head', 'melt', 'very', 'tired', 'but', 'can', 'not', 'sleep', 'nightmare']"
"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter #shocking",fear,0.629,fear,"['wine', 'drunk', 'is', 'the', 'worst', 'version', 'of', 'myself', 'ffs', 'do', 'not', 'even', 'remember', 'seeing', 'basshunter', 'shocking']","['wine', 'drunk', 'be', ""the'"", 'worst', 'version', 'of', 'myself', 'ffs', ""do'"", 'not', 'even', 'remember', 'see', 'basshunter', 'shocking']"
@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies #aghast!,fear,0.521,fear,"['so', 'true', 'well', 'said', 'it', 'seems', 've', 'old', 'fashioned', 'looking', 'back', 'on', 'it', 'i', 'liked', 'robbie', 'on', 'tv', 'not', 'loving', 'all', 'these', 'movies', 'aghast']","[""'so'"", 'true', 'well', 'say', 'it', 'seem', 'have', 'old', 'fashioned', 'look', 'back', 'of', 'and', 'it', ""i'"", 'like', 'robbie', 'on', ""tv'"", 'not', 'loving', 'all', 'these', 'movie', 'aghast']"
