Tweet,Affect Dimension,Intensity Score,sentiment,tweet_text
"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",fear,0.271,fear,"$8 million in box office doesnt do this movie justice. Political or not, Snowden Movie is a terrific thriller and love story. "
Why is it so windy? So glad I didn't ride my bike.  #wind,fear,0.462,fear,Why is it so windy? So glad I didn't ride my bike.  wind
@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,fear,0.479,fear, Rooney needs to come off! Absolutely dreadful!  see_no_evil_monkey  see_no_evil_monkey  see_no_evil_monkey  class goal from   showing why he should be in the team!!
@madihayousufzai Please DM your concern,fear,0.271,fear, Please DM your concern
@mr_HAAAAN wow inadvertently horrible puns is definitely my thing,fear,0.33299999999999996,fear, wow inadvertently horrible puns is definitely my thing
"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",fear,0.41700000000000004,fear," appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one awful"
Looks like I'm going in for my op just over a week or so early! #nervous 🙈🙈🙈,fear,0.833,fear,Looks like i am going in for my op just over a week or so early! nervous  see_no_evil_monkey  see_no_evil_monkey  see_no_evil_monkey 
Another fun fact: i am afraid,fear,0.667,fear,Another fun fact: i am afraid
How am I supposed to intimidate the freshman if half of them are taller than I am??,fear,0.604,fear,How am I supposed to intimidate the freshman if half of them are taller than I am??
Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?,fear,0.271,fear,Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?
@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,fear,0.688,fear,  thanks. nightmare
"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",fear,0.271,fear," She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;"
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs,fear,0.354,fear, Why does talksport sound like it is being broadcasted from someone is basement  quality amateurs
"So looks like @united would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism",fear,0.521,fear,"So looks like  would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism"
Happy 69th @StephenKing! May u keep haunting us for many years. #horror #writing,fear,0.36,fear,Happy 69th  May u keep haunting us for many years. horror writing
One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,fear,0.45799999999999996,fear,One more step in long work visa process is over. Relief. Onto next step. expat restless
Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,fear,0.812,fear,Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying
"@PrinceJumbo You're welcome and thank to you likewise! What are you hoping to learn, like your no 1 concern?",fear,0.22899999999999998,fear," you are welcome and thank to you likewise! What are you hoping to learn, like your no 1 concern?"
"Any #entrenepuers, #start ups, #SME's out there looking for proactive #accountancy, #tax and #business advice? We can help. Get in touch.",fear,0.20800000000000002,fear,"Any entrenepuers, start ups, sme is out there looking for proactive accountancy, tax and business advice? We can help. Get in touch."
@riinkanei he's a horrible person and now i gag when i see people quote him,fear,0.583,fear, he is a horrible person and now i gag when i see people quote him
"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",fear,0.45799999999999996,fear," Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech."
“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,fear,0.375,fear,"""We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.""–Plato"
Job interview in the afternoon  #ek,fear,0.7290000000000001,fear,Job interview in the afternoon  ek
"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",fear,0.583,fear,"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours"
"Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends",fear,0.562,fear,"Good job Texas for saying no to Obama for refugees who could be terrorists! Wakeup, America! Stop terrorism. pray "
"Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment.",fear,0.312,fear,"Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment."
@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,fear,0.14,fear, sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?
Changing my hair again ,fear,0.292,fear,Changing my hair again 
@MaxiNutrition order 321073 parcel 15502922895987. #awful #customercare by @DPD_UK tried to view calling card online. black image #noshow,fear,0.375,fear, order 321073 parcel 15502922895987. awful customercare by  tried to view calling card online. black image noshow
Look at me. Made it through the day without a meltdown. ,fear,0.354,fear,Look at me. Made it through the day without a meltdown. 
Today has dragged on ,fear,0.375,fear,Today has dragged on 
@STLouis_RamsFan their whole team is limited when they're on the field. ,fear,0.292,fear, their whole team is limited when they are on the field. 
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. ,fear,0.292,fear,  I couldn't care less about GOTHAM. I haven't watched it since the mid point of season 1. 
"#GoodAfternoon! ^^ Doesn't matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless",fear,0.20800000000000002,fear,"Good Afternoon! ^^ Doesn't matter whn you start something, as long as you start it today. 'Age' only exists in the mind. You are Timeless"
Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,fear,0.25,fear,Every year I go to universal studios to horror nights as a 3rd wheel lol  smiling_face_with_smiling_eyes  face_with_tears_of_joy 
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism,fear,0.625,fear,  wat an irony? Pakistan lecturing the world on curbing terrorism
Do you think humans have the sense for recognizing impending doom? ,fear,0.667,fear,Do you think humans have the sense for recognizing impending doom? 
Bring on my interview at hospital tho 🙈🙈 #nervous,fear,0.7709999999999999,fear,Bring on my interview at hospital tho  see_no_evil_monkey  see_no_evil_monkey  nervous
@kohara19 It's a rare land octopus. Be very afraid.,fear,0.43,fear, it is a rare land octopus. Be very afraid.
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,fear,0.688,fear,i would let jiho step on my throat but he would probs be afraid he would hurt me
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear,0.43799999999999994,fear,This week is Massacre Theatre pert by  is the first one I can think of that requires subtitles. breathless
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... ,fear,0.271,fear,      average 22000 for the massif... 
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear,0.833,fear,I had a panic attack when I couldn't find  on Twitter Turns out my Twitter is a jerk. I can still see her. Nyssa Alghul panic
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",fear,0.25,fear,"  That is Noah Ark, it is a terrific design."
"@Beetrootrabbit it was, work was an awful reality on the Tuesday @verilyberrily @emmmmerla, thanks so much for coming! xx",fear,0.22899999999999998,fear," it was, work was an awful reality on the Tuesday   thanks so much for coming! xx"
@peacexxanna your nightmare,fear,0.583,fear, your nightmare
"@stephtikkanen oh so true, so true. ",fear,0.125,fear," oh so true, so true. "
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys ",fear,0.58,fear,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS  beaming_face_with_smiling_eyes and pick up my new flat keys "
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years ,fear,0.43799999999999994,fear,not only was that the worst  that is i have attended but worth one of the worst cons i have been to in the last 5 years 
@mcauley_ross rojo is awful,fear,0.45799999999999996,fear, rojo is awful
"@Relaqss I know she did horrible shit, but it wouldn't make anything better in the end, but your choice",fear,0.542,fear," I know she did horrible shit, but it wouldn't make anything better in the end, but your choice"
@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.,fear,0.528,fear, you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.
"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. #shudder",fear,0.792,fear," this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. shudder"
"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",fear,0.604,fear,"How the fuck do we live our lives admiring everybody that ever just did something to win it, then be afraid to even try to do it yourself"
@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,fear,0.521,fear, val is 'soggy bottom' face will haunt me. Stay strong V-dog!
I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,fear,0.62,fear,I feel ghastly and i am really hoping it is just a post-birthday slump. Back to full research mode tomorrow either way.
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,fear,0.16699999999999998,fear,  USA was embarrassing to watch. When was the last time you guys won a game..?  joke
@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,fear,0.479,fear, holy shit...what the hell happened to your lips!! Fix that shit! mtv teenmom horrible
I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,fear,0.188,fear,i am excited for the First Dayof Fall &amp; the rest of the season. I have 2 Halloween scare events i am covering for  in the next week
It really is amazing the money they give to some of these QB's #nfl #texans #brock ,fear,0.3,fear,It really is amazing the money they give to some of these qb is nfl texans brock 
ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,fear,0.33299999999999996,fear,ACT 4 anxiety &amp; depression group.  beginning Mon October 17 for 6 weeks. Contact me to register now! mindfulness Halifax
@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,fear,0.604,fear,  \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.
@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC,fear,0.688,fear,  I have noticed since Hillarys Heath has become an issue the left is going full panic mode. NTAC
@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,fear,0.667,fear, Only Indian seems to be afraid of War is  n like India is for WAR! WAR! WAR! we cry war. Pakistan Must Pay
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,fear,0.312,fear,  the refs are in gt is favor tonight. terrible
@ManUtd carrick and Herrera proved their worth last night. What more does Rooney need to do to get dropped #awful. Rashford needs to start,fear,0.271,fear, carrick and Herrera proved their worth last night. What more does Rooney need to do to get dropped awful. Rashford needs to start
"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont  #be #happy",fear,0.16399999999999998,fear,"Goodmorning fam, do you know that your critical condition pave way for your miracle, so dont  be happy"
I have another test tonight #nervous,fear,0.812,fear,I have another test tonight nervous
both afraid of all the same things,fear,0.708,fear,both afraid of all the same things
Omg he kissed her🙈 #shy #w,fear,0.312,fear,Omg he kissed her see_no_evil_monkey  shy w
"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare.",fear,0.542,fear,"   \n\nAnd also, trying to find it on Youtube is a fucking nightmare."
@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.,fear,0.547,fear,  which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.
"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",fear,0.6,fear,"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for  fans"
Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,fear,0.763,fear,Well this is flipping great! Flipping standstill on the freeway! anxiety stepofftheledge youvegottobekiddingme
Heard of panic! At the disco? How about Kach-ing! at the ATM,fear,0.43799999999999994,fear,Heard of panic! At the disco? How about Kach-ing! at the ATM
"If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop",fear,0.7290000000000001,fear,"If i am working and I know you are working., keep in touch with other woman cuz you make me nervous... Off Top"
The 'banter' from Craigen and Sutton on BT is fucking horrid,fear,0.45399999999999996,fear,The 'banter' from Craigen and Sutton on BT is fucking horrid
@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,fear,0.625,fear, Anything is better than a Trump ramble. He is awful. Truly truly awful.
Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,fear,0.667,fear,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we are going to fix this by tomorrow morning  confused_face 
It's 5:55am. I'm hungry but there is no food. #panic,fear,0.723,fear,it is 5:55am. i am hungry but there is no food. panic
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,fear,0.84,fear,Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.
"@ceIestialfoxx I don't even remember that part 😅 the movie wasn't terrible, it just wasn't very scary and I expected a better ending 🙄",fear,0.24,fear," I don't even remember that part  grinning_face_with_sweat  the movie wasn't terrible, it just wasn't very scary and I expected a better ending  face_with_rolling_eyes "
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",fear,0.24600000000000002,fear,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums "
"David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor",fear,0.583,fear,"david is anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. survivor"
"Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS",fear,0.5,fear,"Part of debunking panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. CBTWORKS"
Ramos with his ground shaking headers..😏,fear,0.271,fear,Ramos with his ground shaking headers.. smirking_face 
We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,fear,0.63,fear,we are all in D. T. (Discipleship training or detox) for something. messy  cutoff choosefreedom Cry Out16
My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism #awe,fear,0.142,fear,My view of the human being is as a dynamic expression of the Cosmos we exist within humanism awe
"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",fear,0.396,fear,"  shocking work ethic by our players, Rooney stifled by their laziness"
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,fear,0.45299999999999996,fear,Still waiting to see if my  will make an appearance next week - two months today it was ordered  badservice
Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,fear,0.562,fear,Wishing i was rich so i didnt have to get up this morning poor sleepy  sad needsmoresleep
This maybe a new start but it will always be align with the end. #start #forward,fear,0.292,fear,This maybe a new start but it will always be align with the end. start forward
@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,fear,0.45799999999999996,fear, wouldn't cross the street to piss on its server if it was on dire
@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,fear,0.479,fear, I feel horrible dealing with 'players' in HotS. News on what you are doing about it? Getting stuck with uncooperative people!
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,fear,0.542,fear,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. Rage horror
@chelseahandler I don't think your a girls girl #fraud #bully #celebeffer,fear,0.48,fear, I don't think your a girls girl fraud bully celebeffer
@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,fear,0.688,fear, which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?
I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,fear,0.8540000000000001,fear,i have realized my anxiety is at an all time high when i am in my office. I feel prisoned here and I pick up on bad energy.
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,fear,0.396,fear,goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  junk trash
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,fear,0.542,fear,   Tamra would F her up if she swung on Tamra\nKelly is a piece of  pile_of_poo  needstobeadmitted bully
Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! ,fear,0.44,fear,Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! 
"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear,0.396,fear,"Was going to get a new horror movie tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!"
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,fear,0.41700000000000004,fear,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. CPFC
@thehill left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence,fear,0.5,fear, left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,fear,0.938,fear,My bus was in a car crash... i am still shaking a bit... This week was an absolute horror and this was the icing on the cake... terrible
"Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",fear,0.917,fear,"Im not a nervouswreck, Im a nervous pileup. Going Crazy Help Me Insane Antisocial"
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot,fear,0.562,fear,PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. shocking Charlotte Protest Charlotte Riot
@siomo @NEWSTALK1010 20 says he gets reelected..... #be ,fear,0.271,fear,  20 says he gets reelected..... be 
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! ,fear,0.396,fear,soywax limited edition horror candles going up  Follow us for all the latest news!! 
US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wife😅,fear,0.396,fear,US lady in foyer - 'Am I not afraid to be tweeting in Moscow?' Fortified by d good Lord &amp; JD I reply 'I fear no Russian. 'cept my wife grinning_face_with_sweat 
@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,fear,0.271,fear, i have contacted    service whathappenedtocustomerservice
"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",fear,0.083,fear," *laughs louder this time, shaking my head* That was really cheesy, wasn't it?"
im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,fear,0.7290000000000001,fear,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me
The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,fear,0.45799999999999996,fear,The ecosystem is meant to break thru the wall of apprehension. it is easy to follow a fave music star &amp; watch their goings on–but dentists?
@Takadad2 Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him.,fear,0.43799999999999994,fear, Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him.
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",fear,0.375,fear,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. Texans "
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,fear,0.583,fear,I think I must scare my coworkers when i am eating like a rabid animal on my breaks srry
Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,fear,0.583,fear,Appropriate that first secretary at permanent mission is tasked with demolition of terror state Pakistan - Like 'renunciation of lies' bit
"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.",fear,0.43799999999999994,fear,"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up i would wanna punch in the face rather than shake their hand."
Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,fear,0.583,fear,Looks like India is finally taking Pakistan n it is terrorism to task.uriattacks.
@GSchwartz_ it wasn't a joke . ,fear,0.22899999999999998,fear, it wasn't a joke . 
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on. ",fear,0.5,fear,"ntfc mourinho is worried,  bringing Ibra  and Rushford on. "
Pretty excited for American horror story tonight,fear,0.22899999999999998,fear,Pretty excited for American horror story tonight
@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,fear,0.625,fear, But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.
"I start work tmrw yall, i'm nervous lol",fear,0.8540000000000001,fear,"I start work tmrw yall, i am nervous lol"
"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan #timid",fear,0.34,fear," Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan timid"
"@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. ",fear,0.33299999999999996,fear," Give it up Gas, I don't hate u, I just don't respect ur rudeness. "
can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 ,fear,0.562,fear,can't believe Mint fest is two days away and i hate my outfit  weary_face  weary_face  see_no_evil_monkey  
I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,fear,0.58,fear,I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,fear,0.188,fear,What we fear doing most is usually what we most need to do.' ~Tim Ferriss inspiring inspired motivation  success hustle
@tomsteinfort expected i thought #fear,fear,0.639,fear, expected i thought fear
"ok, ok.. I know.. my last tweet was #terrible",fear,0.271,fear,"ok, ok.. I know.. my last tweet was terrible"
@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews,fear,0.479,fear,  supporter  prejudice against disabled people disabledlivesmatter  bbcnews skynews
@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,fear,0.7290000000000001,fear, also your car hahahah 'oh we have broken down lemme just rearrange the car quickly' nightmare
if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents,fear,0.25,fear,if you do me wrong i will not hesitate to block you and cut you out of my life completely  smiling_face_with_halo  it is one of my greatest talents
Val downing a bottle of vodka there to stop her from shaking! #GBBO,fear,0.632,fear,Val downing a bottle of vodka there to stop her from shaking! GBBO
#Afghanistan Vice President Sarwar Danish slams #Pakistan for breeding #terrorism during UNGA address\n@UN #USA,fear,0.583,fear,Afghanistan Vice President Sarwar Danish slams Pakistan for breeding terrorism during UNGA address\n USA
"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",fear,0.34,fear,"Determine to start putting the Word in your heart consistently. Every day a line here, a line there--a tape here, a tape there  dashing_away "
@dish_answers I've contacted @dish @dish_answers #awful #service #whathappenedtocustomerservice,fear,0.396,fear, i have contacted   awful service whathappenedtocustomerservice
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement #terrible #quality #amateurs,fear,0.562,fear, Why does talksport sound like it is being broadcasted from someone is basement terrible quality amateurs
@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,fear,0.375,fear, your a joke I pay for data when i am in Spain and you then text and say i have used up all my data terrible service
Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,fear,0.271,fear,Last  product I buy - I promise! Absolutely  Customer Service
"@KissFMUK rescue my morning, turned up to the gym an hour early before it opened! #nightmare ☝️",fear,0.45799999999999996,fear," rescue my morning, turned up to the gym an hour early before it opened! nightmare  index_pointing_up ️"
@ATTCares this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.,fear,0.5,fear, this really sucks how much your customer service sucks. i have been hung up on three times and this is absolutely horrible.
Shoutout to @VZWSupport for ruining my iPhone 7 order!! ,fear,0.33299999999999996,fear,Shoutout to  for ruining my iPhone 7 order!! 
Seeing huge or really full  backpacks on people fills me with anxiety,fear,0.83,fear,Seeing huge or really full  backpacks on people fills me with anxiety
@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,fear,0.7709999999999999,fear, i am very shy irl and lately I feel like everyone is doing their own thing and I don't fit in anywhere and I feel lonely :(
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear,0.45799999999999996,fear," Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it would be selfish but..."
when people hit on me i try to shake them off by talking about how i hide from communism,fear,0.604,fear,when people hit on me i try to shake them off by talking about how i hide from communism
Breaking out in hives for the first time since college finals. #anxiety sucks,fear,0.88,fear,Breaking out in hives for the first time since college finals. anxiety sucks
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,fear,0.33299999999999996,fear,Howl at the moon with  at  next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED horror
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,fear,0.938,fear,This is the scariest American Horror Story out of all of them... i am gonna have to watch in the daytime. frightened
@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. ,fear,0.375,fear,  Sam Dyson is probably having flashbacks right about now. 
@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe #bully,fear,0.43799999999999994,fear,  by all accounts he was poor first half. Started showboating once game was safe bully
"@noveliciouss OMG, that's such a beautiful quote. #breathless #amwriting",fear,0.146,fear," OMG, that is such a beautiful quote. breathless amwriting"
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,fear,0.45799999999999996,fear,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. hsm2 
@ETimsNet I wanted him dropped a while ago. Its a concern for us no doubt,fear,0.5,fear, I wanted him dropped a while ago. Its a concern for us no doubt
@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,fear,0.604,fear, Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! panic hoys  horse_face  unicorn_face 
We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars,fear,0.625,fear,We in our own country are so divided in our approach so how could we fight terrorism and pakistani terrorism Martyrs Not Beggars
"@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals.",fear,0.20800000000000002,fear,"  agreed!  smiling_face_with_heart_eyes  an awe to meet such beautiful, powerful animals."
"Wtf are United doing, shocking defending",fear,0.562,fear,"Wtf are United doing, shocking defending"
I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,fear,0.36,fear,I just want to say: social media isn't here to bully that has to be stopbullying ! Please be kind to eaxh other! lovewins
Thought I left that part of life behind me\nIt's back to haunt every girl that loves me,fear,0.521,fear,Thought I left that part of life behind me\nit is back to haunt every girl that loves me
I want to slide into the dms but im too fucking shy ,fear,0.64,fear,I want to slide into the dms but im too fucking shy 
